CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
92189F791,GDXJ,VANECK ETF TRUST,200000,144219,22.76M,16.41M,+258.5%,15.5%
011532108,AGI,ALAMOS GOLD INC NEW,521620,300000,20.12M,11.57M,+135.4%,13.7%
422704106,HL,HECLA MNG CO,250000,250000,4.8M,4.8M,NEW,3.3%
922908363,VOO,VANGUARD INDEX FDS,7552,7552,4.74M,4.74M,NEW,3.2%
921909768,VXUS,VANGUARD STAR FDS,62218,62218,4.69M,4.69M,NEW,3.2%
02079K107,GOOG,ALPHABET INC,14690,14690,4.61M,4.61M,NEW,3.1%
921937827,BSV,VANGUARD BD INDEX FDS,48682,48682,3.84M,3.84M,NEW,2.6%
82575P107,SBSW,SIBANYE STILLWATER LTD,235475,163908,3.36M,2.34M,+229%,2.3%
192108504,CDE,COEUR MNG INC,128690,128690,2.29M,2.29M,NEW,1.6%
11135F101,AVGO,BROADCOM INC,6449,6449,2.23M,2.23M,NEW,1.5%
784730103,SSRM,SSR MINING IN,98930,98930,2.17M,2.17M,NEW,1.5%
11777Q209,BTG,B2GOLD CORP,469257,469257,2.12M,2.12M,NEW,1.4%
67066G104,NVDA,NVIDIA CORPORATION,17930,10631,3.34M,1.98M,+145.7%,2.3%
464286780,EZA,ISHARES INC,27000,27000,1.86M,1.86M,NEW,1.3%
36118L106,FUTU,FUTU HLDGS LTD,11000,11000,1.81M,1.81M,NEW,1.2%
450913108,IAG,IAMGOLD CORP,84717,84717,1.4M,1.4M,NEW,0.95%
45258D105,IMCR,IMMUNOCORE HLDGS PLC,80000,40000,2.78M,1.39M,+100%,1.9%
00214Q807,ARKX,ARK ETF TR,45383,45383,1.32M,1.32M,NEW,0.89%
413216300,HMY,HARMONY GOLD MINING CO LTD,70596,58978,1.4M,1.17M,+507.6%,0.95%
12008R107,BLDR,BUILDERS FIRSTSOURCE INC,9660,9660,993.92K,993.92K,NEW,0.68%
00768Y453,MSOS,ADVISORSHARES TR,296784,210456,1.4M,993.35K,+243.8%,0.95%
40412C101,HCA,HCA HEALTHCARE INC,1910,1910,891.7K,891.7K,NEW,0.61%
29357K103,ENVA,ENOVA INTL INC,8812,5436,1.39M,854.54K,+161%,0.94%
