CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
594918104,MSFT,Microsoft Corp,57839,53250,26.88M,24.75M,+1160.4%,7.4%
03831W108,APP,Applovin Corp,42230,36230,28.46M,24.41M,+603.8%,7.8%
67066G104,NVDA,NVIDIA Corp,210693,118600,39.29M,22.12M,+128.8%,10.8%
023135106,AMZN,Amazon.Com Inc,149047,93056,33.83M,21.12M,+166.2%,9.3%
30303M102,META,Meta Platforms Inc,44474,23000,28.7M,14.84M,+107.1%,7.9%
83418M103,SEI,Solaris Energy Infrastructure Inc,250095,250095,11.5M,11.5M,NEW,3.2%
093712107,BE,Bloom Energy Corp,116504,116504,10.12M,10.12M,NEW,2.8%
68389X105,ORCL,Oracle Corp,48000,48000,9.36M,9.36M,NEW,2.6%
553368101,MP,MP Materials Corp,140000,140000,7.07M,7.07M,NEW,1.9%
007903107,AMD,Advanced Micro Devices Inc,30000,30000,6.42M,6.42M,NEW,1.8%
74347M108,PUMP,ProPetro Holding Corp,658860,658860,6.27M,6.27M,NEW,1.7%
02079K305,GOOGL,ALPHABET INC CLASS A,20000,20000,6.26M,6.26M,NEW,1.7%
92840M102,VST,Vistra Corp,196476,46400,23.82M,5.63M,+30.9%,6.6%
097023105,BA,Boeing Co,68000,25000,14.11M,5.19M,+58.1%,3.9%
11135F101,AVGO,Broadcom Inc,39490,13273,13.67M,4.59M,+50.6%,3.8%
349381103,FIGR,Figure Technology Solutions Inc,405780,105780,16.57M,4.32M,+35.3%,4.6%
91332U101,U,Unity Software Inc,126399,76000,5.58M,3.36M,+150.8%,1.5%
83444M101,SOLV,Solventum Corp,250605,45344,18.27M,3.31M,+22.1%,5%
314911108,FRMI,Fermi Inc,240911,240911,1.93M,1.93M,NEW,0.53%
75513E101,RTX,RTX Corp,5000,5000,917K,917K,NEW,0.25%
81762P102,NOW,ServiceNow Inc,6000,4800,919.14K,735.31K,+400%,0.25%
46090E103,QQQ,Invesco QQQ Trust Series 1,864,864,530.76K,530.76K,NEW,0.15%
53626N102,LION,Lionsgate Studios Corp,1368972,44036,12.5M,402.05K,+3.3%,3.4%
883556102,TMO,Thermo Fisher Scientific Inc,1550,350,898.15K,202.81K,+29.2%,0.25%
92338C103,VLTO,Veralto Corp,1866,1866,186.19K,186.19K,NEW,0.05%
717051076,BLCO,Bausch Lomb Corp,650712,0,10.94M,0,NO CHANGE,3%
092244102,BRCB,Black Rock Coffee Bar Inc,320000,0,7.12M,0,NO CHANGE,2%
82452J109,FOUR,Shift4 Payments Inc,85703,0,4.6M,0,NO CHANGE,1.3%
144285103,CRS,Carpenter Technology Corp,6407,0,2.02M,0,NO CHANGE,0.55%
57636Q104,MA,MasterCard Inc,3100,0,1.77M,0,NO CHANGE,0.49%
235851102,DHR,Danaher Corp,5600,0,1.28M,0,NO CHANGE,0.35%
46266C105,IQV,IQVIA Holdings Inc,3342,0,753.32K,0,NO CHANGE,0.21%
49338L103,KEYS,Keysight Technologies Inc,3650,0,741.64K,0,NO CHANGE,0.2%
464287184,FXI,iShares China Large-Cap ETF,15000,0,574.35K,0,NO CHANGE,0.16%
40415F101,HDB,HDFC Bank Ltd,13000,0,475.02K,0,NO CHANGE,0.13%
855244109,SBUX,Starbucks Corp,6004,-396,505.6K,-33.35K,-6.2%,0.14%
47103N106,JBI,Janus International Group Inc,27401,-12042,179.2K,-78.75K,-30.5%,0.05%
81725T100,SXT,Sensient Technologies Corp,90575,-13935,8.51M,-1.31M,-13.3%,2.3%
399909100,GGAL,Grupo Financiero Galicia SA,0,-55000,0,-1.52M,CLOSE,0%
75134P600,METC,Ramaco Resources Inc,0,-222755,0,-7.39M,CLOSE,0%
Total,,,,,363.53M,185.2M,+100%,100%
