CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
44812J104,HUT,HUT 8 CORP,431655,403355,19.83M,18.53M,+1425.3%,3.7%
00827B106,AFRM,AFFIRM HLDGS INC,227705,214405,16.95M,15.96M,+1612.1%,3.2%
771049103,RBLX,ROBLOX CORP,159000,159000,12.88M,12.88M,NEW,2.4%
25809K105,DASH,DOORDASH INC,252355,2915,57.15M,660.19K,+1.2%,10.8%
70339W104,PTRN,PATTERN GROUP INC,400000,0,4.62M,0,NO CHANGE,0.87%
433000106,HIMS,HIMS & HERS HEALTH INC,623660,-78185,20.25M,-2.54M,-11.1%,3.8%
V5633W109,MMYT,MAKEMYTRIP LIMITED MAURITIUS,123045,-70950,10.1M,-5.83M,-36.6%,1.9%
146869102,CVNA,CARVANA CO,286575,-22985,120.94M,-9.7M,-7.4%,22.8%
82509L107,SHOP,SHOPIFY INC,252554,-67110,40.65M,-10.8M,-21%,7.7%
03831W108,APP,APPLOVIN CORP,146865,-18410,98.96M,-12.41M,-11.1%,18.6%
26603R106,DUOL,DUOLINGO INC,0,-82155,0,-26.44M,CLOSE,0%
L8681T102,SPOT,SPOTIFY TECHNOLOGY S A,0,-43820,0,-30.59M,CLOSE,0%
770700102,HOOD,ROBINHOOD MKTS INC,1138330,-428890,128.75M,-48.51M,-27.4%,24.2%
Total,,,,,531.09M,-98.78M,-14.2%,100%
