CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
20030N101,CMCSA,COMCAST CORP NEW,1623669,1623669,48.53M,48.53M,NEW,8.3%
093671105,HRB,BLOCK H & R INC,948000,948000,41.31M,41.31M,NEW,7.1%
501889208,LKQ,LKQ CORP,1320000,1320000,39.86M,39.86M,NEW,6.8%
48581R205,KSPI,KASPI KZ JSC,452558,452558,35.36M,35.36M,NEW,6.1%
71654V101,PBRA,PETROLEO BRASILEIRO SA PETRO,3980000,1180000,44.85M,13.3M,+42.1%,7.7%
913903100,UHS,UNIVERSAL HLTH SVCS INC,202000,48000,44.04M,10.46M,+31.2%,7.6%
959802109,WU,WESTERN UN CO,4200000,1000000,39.1M,9.31M,+31.2%,6.7%
60871R209,TAP,MOLSON COORS BEVERAGE CO,826000,166000,38.56M,7.75M,+25.2%,6.6%
036752103,ELV,ELEVANCE HEALTH INC FORMERLY,113000,19000,39.61M,6.66M,+20.2%,6.8%
894164102,TNL,TRAVEL PLUS LEISURE CO,590849,92849,41.67M,6.55M,+18.6%,7.2%
79546E104,SBH,SALLY BEAUTY HLDGS INC,2414667,214667,34.43M,3.06M,+9.8%,5.9%
38911N206,GRVY,GRAVITY CO LTD,139744,50000,8.09M,2.89M,+55.7%,1.4%
577081102,MAT,MATTEL INC,2200000,100000,43.65M,1.98M,+4.8%,7.5%
15135B101,CNC,CENTENE CORP DEL,814000,0,33.5M,0,NO CHANGE,5.7%
747525103,QCOM,QUALCOMM INC,180000,0,30.79M,0,NO CHANGE,5.3%
48241A105,KB,KB FINL GROUP INC,21520,-78480,1.85M,-6.75M,-78.5%,0.32%
91324P102,UNH,UNITEDHEALTH GROUP INC,10000,-25000,3.3M,-8.25M,-71.4%,0.57%
30212P303,EXPE,EXPEDIA GROUP INC,50000,-104000,14.17M,-29.46M,-67.5%,2.4%
Total,,,,,582.68M,182.57M,+49.5%,100%
