CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
67066G104,NVDA,NVIDIA CORPORATION,322791,322791,60.2M,60.2M,NEW,10.8%
68389X105,ORCL,ORACLE CORP,347000,279000,67.63M,54.38M,+410.3%,12.1%
04965M106,ATAT,ATOUR LIFESTYLE HLDGS LTD,806000,806000,31.76M,31.76M,NEW,5.7%
767292105,RIOT,RIOT PLATFORMS INC,1410000,1410000,17.86M,17.86M,NEW,3.2%
15101Q207,CLS,CELESTICA INC,60000,60000,17.74M,17.74M,NEW,3.2%
093712107,BE,BLOOM ENERGY CORP,202000,202000,17.55M,17.55M,NEW,3.1%
21873S108,CRWV,COREWEAVE INC,217000,217000,15.54M,15.54M,NEW,2.8%
78464A714,XRT,SPDR SERIES TRUST,119500,49900,10.19M,4.26M,+71.7%,1.8%
52736R102,LEVI,LEVI STRAUSS & CO NEW,445300,177800,9.24M,3.69M,+66.5%,1.7%
556269108,SHOO,MADDEN STEVEN LTD,80400,80400,3.35M,3.35M,NEW,0.6%
751212101,RL,RALPH LAUREN CORP,27026,7900,9.56M,2.79M,+41.3%,1.7%
253393102,DKS,DICKS SPORTING GOODS INC,37804,11250,7.48M,2.23M,+42.4%,1.3%
654106103,NKE,NIKE INC,116160,33500,7.4M,2.13M,+40.5%,1.3%
099406100,BOOT,BOOT BARN HLDGS INC,35098,2300,6.19M,405.88K,+7%,1.1%
G25457105,CRDO,CREDO TECHNOLOGY GROUP HOLDI,74000,0,10.65M,0,NO CHANGE,1.9%
46591M109,JOYY,JOYY INC,159700,0,10.34M,0,NO CHANGE,1.9%
917047102,URBN,URBAN OUTFITTERS INC,75183,-7650,5.66M,-575.74K,-9.2%,1%
91332U101,U,UNITY SOFTWARE INC,2642765,-206672,116.73M,-9.13M,-7.3%,20.9%
26603R106,DUOL,DUOLINGO INC,0,-31000,0,-9.98M,CLOSE,0%
98850P109,YUMC,YUM CHINA HLDGS INC,0,-644905,0,-27.68M,CLOSE,0%
19247G107,COHR,COHERENT CORP,332276,-184724,61.33M,-34.09M,-35.7%,11%
55024U109,LITE,LUMENTUM HLDGS INC,193580,-240200,71.35M,-88.54M,-55.4%,12.8%
Total,,,,,557.75M,63.89M,+17.8%,100%
