CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
81762P102,NOW,SERVICENOW INC,227662,183887,34.88M,28.17M,+420.1%,3.2%
64110L106,NFLX,NETFLIX INC,243684,218984,22.85M,20.53M,+886.6%,2.1%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,163198,49698,49.59M,15.1M,+43.8%,4.5%
87256C101,TKO,TKO GROUP HOLDINGS INC,69852,69852,14.6M,14.6M,NEW,1.3%
808524862,SCHO,SCHWAB STRATEGIC TR,325122,325122,7.92M,7.92M,NEW,0.73%
46138G888,TBLL,INVESCO EXCH TRADED FD TR II,252205,68405,26.65M,7.23M,+37.2%,2.4%
808524854,SCHR,SCHWAB STRATEGIC TR,245140,245140,6.15M,6.15M,NEW,0.56%
303250104,FICO,FAIR ISAAC CORP,15485,940,26.18M,1.59M,+6.5%,2.4%
68389X105,ORCL,ORACLE CORP,141414,5976,27.56M,1.16M,+4.4%,2.5%
30303M102,META,META PLATFORMS INC,62291,1508,41.12M,995.42K,+2.5%,3.8%
11135F101,AVGO,BROADCOM INC,78975,1576,27.33M,545.45K,+2%,2.5%
46436E718,SGOV,ISHARES TR,3285,3285,329.75K,329.75K,NEW,0.03%
46090E103,QQQ,INVESCO QQQ TR,3836,374,2.36M,229.75K,+10.8%,0.22%
46625H100,JPM,JPMORGAN CHASE & CO.,3880,494,1.25M,159.18K,+14.6%,0.11%
311900104,FAST,FASTENAL CO,25604,0,1.03M,0,NO CHANGE,0.09%
512807306,LRCX,LAM RESEARCH CORP,3035,0,519.53K,0,NO CHANGE,0.05%
00287Y109,ABBV,ABBVIE INC,1058,0,241.74K,0,NO CHANGE,0.02%
020002101,ALL,ALLSTATE CORP,1000,0,208.15K,0,NO CHANGE,0.02%
78471E105,SKYX,SKYX PLATFORMS CORP,20000,0,43.4K,0,NO CHANGE,<.01%
59935P209,MLSS,MILESTONE SCIENTIFIC INC,10000,0,2.73K,0,NO CHANGE,<.01%
269808101,ECC,EAGLE POINT CREDIT COMPANY I,32954,-40,189.81K,-230.4,-0.1%,0.02%
053015103,ADP,AUTOMATIC DATA PROCESSING IN,943,-7,242.57K,-1.8K,-0.7%,0.02%
88160R101,TSLA,TESLA INC,1464,-9,658.39K,-4.05K,-0.6%,0.06%
478160104,JNJ,JOHNSON & JOHNSON,1986,-75,411K,-15.52K,-3.6%,0.04%
464287200,IVV,ISHARES TR,598,-23,409.59K,-15.75K,-3.7%,0.04%
437076102,HD,HOME DEPOT INC,2285,-69,786.27K,-23.74K,-2.9%,0.07%
042068205,ARM,ARM HOLDINGS PLC,216235,-328,23.64M,-35.85K,-0.2%,2.2%
78462F103,SPY,SPDR S&P 500 ETF TR,954,-217,650.55K,-147.98K,-18.5%,0.06%
808524102,SCHB,SCHWAB STRATEGIC TR,14554,-5813,381.75K,-152.48K,-28.5%,0.03%
482480100,KLAC,KLA CORP,0,-198,0,-213.56K,CLOSE,0%
303075105,FDS,FACTSET RESH SYS INC,0,-820,0,-234.92K,CLOSE,0%
57636Q104,MA,MASTERCARD INCORPORATED,75788,-692,43.27M,-395.05K,-0.9%,4%
127387108,CDNS,CADENCE DESIGN SYSTEM INC,82313,-1580,25.73M,-493.88K,-1.9%,2.4%
L8681T102,SPOT,SPOTIFY TECHNOLOGY S A,31105,-870,18.06M,-505.22K,-2.7%,1.7%
002824100,ABT,ABBOTT LABS,3057,-4178,383.01K,-523.46K,-57.7%,0.04%
754730109,RJF,RAYMOND JAMES FINL INC,0,-3198,0,-551.98K,CLOSE,0%
532457108,LLY,ELI LILLY & CO,403,-718,433.1K,-771.62K,-64%,0.04%
464287226,AGG,ISHARES TR,0,-7731,0,-775.03K,CLOSE,0%
09857L108,BKNG,BOOKING HOLDINGS INC,5353,-182,28.67M,-974.67K,-3.3%,2.6%
65339F101,NEE,NEXTERA ENERGY INC,0,-13721,0,-1.04M,CLOSE,0%
464288661,IEI,ISHARES TR,20082,-13609,2.4M,-1.62M,-40.4%,0.22%
02079K107,GOOG,ALPHABET INC,223300,-6293,70.07M,-1.97M,-2.7%,6.4%
92826C839,V,VISA INC,156196,-7585,54.78M,-2.66M,-4.6%,5%
55354G100,MSCI,MSCI INC,31550,-5148,18.1M,-2.95M,-14%,1.7%
594918104,MSFT,MICROSOFT CORP,100993,-9143,48.84M,-4.42M,-8.3%,4.5%
037833100,AAPL,APPLE INC,84293,-16884,22.92M,-4.59M,-16.7%,2.1%
464287457,SHY,ISHARES TR,47426,-65451,3.93M,-5.42M,-58%,0.36%
69608A108,PLTR,PALANTIR TECHNOLOGIES INC,778113,-43945,138.31M,-7.81M,-5.3%,12.7%
615369105,MCO,MOODYS CORP,0,-19356,0,-9.22M,CLOSE,0%
023135106,AMZN,AMAZON COM INC,387483,-40543,89.44M,-9.36M,-9.5%,8.2%
084670702,BRK.B,BERKSHIRE HATHAWAY INC DEL,4085,-19230,2.05M,-9.67M,-82.5%,0.19%
02079K305,GOOGL,ALPHABET INC,22855,-37999,7.15M,-11.89M,-62.4%,0.66%
67066G104,NVDA,NVIDIA CORPORATION,1065871,-89414,198.78M,-16.68M,-7.7%,18.2%
Total,,,,,1.09B,9.57M,+0.8%,100%
