CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
576323109,MTZ,MASTEC INC,1600000,850000,347.79M,184.76M,+113.3%,8.3%
35671D857,FCX,FREEPORT-MCMORAN INC,2000000,2000000,101.58M,101.58M,NEW,2.4%
023135106,AMZN,AMAZON COM INC,303980,300000,70.16M,69.25M,+7537.7%,1.7%
336433107,FSLR,FIRST SOLAR INC,295000,195000,77.06M,50.94M,+195%,1.8%
25179M103,DVN,DEVON ENERGY CORP NEW,300000,300000,10.99M,10.99M,NEW,0.26%
127097103,CTRA,COTERRA ENERGY INC,400000,400000,10.53M,10.53M,NEW,0.25%
03674X106,AR,ANTERO RESOURCES CORP,300000,300000,10.34M,10.34M,NEW,0.25%
17243V102,CNK,CINEMARK HLDGS INC,400000,400000,9.3M,9.3M,NEW,0.22%
826919102,SLAB,SILICON LABORATORIES INC,30000,30000,3.92M,3.92M,NEW,0.09%
00165C302,AMC,AMC ENTMT HLDGS INC,3000000,1000000,4.68M,1.56M,+50%,0.11%
74762E102,PWR,QUANTA SCVS INC,5007840,0,2.11B,0,NO CHANGE,50.2%
26884L109,EQT,EQT CORP,580000,0,31.09M,0,NO CHANGE,0.74%
75281A109,RRC,RANGE RES CORP,800000,0,28.21M,0,NO CHANGE,0.67%
02079K305,GOOGL,ALPHABET INC,1800,0,563.4K,0,NO CHANGE,0.01%
267475101,DY,DYCOM INDS INC,4108320,-9000,1.39B,-3.04M,-0.2%,33%
04271T100,ARRY,ARRAY TECHNOLOGIES INC,0,-2130783,0,-17.37M,CLOSE,0%
934423104,WBD,WARNER BROS DISCOVERY INC,0,-1000000,0,-19.53M,CLOSE,0%
82489W107,SHLS,SHOALS TECHNOLOGIES GROUP IN,0,-7054803,0,-52.28M,CLOSE,0%
Total,,,,,4.21B,360.95M,+10%,100%
