CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
023135106,AMZN,AMAZON COM INC,130000,130000,30.01M,30.01M,NEW,7.1%
594918104,MSFT,MICROSOFT CORP,90000,55000,43.53M,26.6M,+157.1%,10.3%
58733R102,MELI,MERCADOLIBRE INC,25000,7500,50.36M,15.11M,+42.9%,11.9%
146869102,CVNA,CARVANA CO,150000,30000,63.3M,12.66M,+25%,14.9%
01609W102,BABA,ALIBABA GROUP HLDG LTD,75000,55000,10.99M,8.06M,+275%,2.6%
38267D109,GSHD,GOOSEHEAD INS INC,225000,100000,16.57M,7.37M,+80%,3.9%
30303M102,META,META PLATFORMS INC,90000,10000,59.41M,6.6M,+12.5%,14%
81141R100,SE,SEA LTD,150000,45000,19.14M,5.74M,+42.9%,4.5%
22266T109,CPNG,COUPANG INC,700000,100000,16.51M,2.36M,+16.7%,3.9%
03831W108,APP,APPLOVIN CORP,95000,0,64.01M,0,NO CHANGE,15.1%
G00894108,ARX,ACCELERANT HOLDINGS,0,-35000,0,-521.15K,CLOSE,0%
02079K305,GOOGL,ALPHABET INC,80000,-20000,25.04M,-6.26M,-20%,5.9%
04965M106,ATAT,ATOUR LIFESTYLE HLDGS LTD,175000,-225000,6.89M,-8.87M,-56.2%,1.6%
722304102,PDD,PDD HOLDINGS INC,0,-100000,0,-13.22M,CLOSE,0%
11135F101,AVGO,BROADCOM INC,0,-65000,0,-21.44M,CLOSE,0%
032654105,ADI,ANALOG DEVICES INC,0,-90000,0,-22.11M,CLOSE,0%
G0896C103,TBBB,BBB FOODS INC,550000,-1050000,18.36M,-35.06M,-65.6%,4.3%
Total,,,,,424.13M,7.02M,+1.7%,100%
