CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
26884L109,EQT,EQT CORP,482600,232600,25.87M,12.47M,+93%,9.3%
03831W108,APP,APPLOVIN CORP,93978,18297,63.32M,12.33M,+24.2%,22.7%
V5633W109,MMYT,MAKEMYTRIP LIMITED MAURITIUS,146452,146452,12.03M,12.03M,NEW,4.3%
G27907107,DOLE,DOLE PLC,1431975,731975,21.47M,10.97M,+104.6%,7.7%
876030107,TPR,TAPESTRY INC,80000,80000,10.22M,10.22M,NEW,3.7%
722304102,PDD,PDD HOLDINGS INC,181680,56680,20.6M,6.43M,+45.3%,7.4%
91822M502,VEON,VEON LTD,514927,101906,27.07M,5.36M,+24.7%,9.7%
92189F106,GDX,VANECK ETF TRUST,573300,-75000,49.17M,-6.43M,-11.6%,17.7%
88034P109,TME,TENCENT MUSIC ENTMT GROUP,0,-285000,0,-6.65M,CLOSE,0%
02079K107,GOOG,ALPHABET INC,0,-37774,0,-9.2M,CLOSE,0%
92189F791,GDXJ,VANECK ETF TRUST,428200,-110000,48.72M,-12.52M,-20.4%,17.5%
Total,,,,,278.47M,35M,+14.9%,100%
