CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
399909100,GGAL,GRUPO FINANCIERO GALICIA S.A,538333,538333,29.04M,29.04M,NEW,3.9%
48581R205,KSPI,KASPI KZ JSC,169500,169500,13.24M,13.24M,NEW,1.8%
58733R102,MELI,MERCADOLIBRE INC,21257,5897,42.82M,11.88M,+38.4%,5.7%
N97284108,NBIS,NEBIUS GROUP N.V.,852816,116572,71.38M,9.76M,+15.8%,9.5%
81141R100,SE,SEA LTD,3135091,49953,399.94M,6.37M,+1.6%,53.3%
G6683N103,NU,NU HLDGS LTD,7265000,117000,121.62M,1.96M,+1.6%,16.2%
722304102,PDD,PDD HOLDINGS INC,490650,-113600,55.63M,-12.88M,-18.8%,7.4%
91332U101,U,UNITY SOFTWARE INC,28227,-311273,1.25M,-13.75M,-91.7%,0.17%
771049103,RBLX,ROBLOX CORP,195000,-266400,15.8M,-21.59M,-57.7%,2.1%
Total,,,,,750.72M,24.03M,+2.6%,100%
