CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
81141R100,SE,SEA LTD,114568,72318,14.62M,9.23M,+171.2%,9.1%
023135106,AMZN,AMAZON COM INC,24500,24500,5.66M,5.66M,NEW,3.5%
22266T109,CPNG,COUPANG INC,373285,209185,8.81M,4.93M,+127.5%,5.5%
25809K105,DASH,DOORDASH INC,18912,18912,4.28M,4.28M,NEW,2.7%
48138M105,JMIA,JUMIA TECHNOLOGIES AG,653029,289929,8.16M,3.62M,+79.8%,5.1%
68280L101,ONEW,ONEWATER MARINE INC,563834,17469,6.1M,189.01K,+3.2%,3.8%
88338K103,STKS,THE ONE GROUP HOSPITALITY INC,593621,9972,1.04M,17.45K,+1.7%,0.65%
G3730V105,FTAI,FTAI AVIATION LTD,22300,0,4.39M,0,NO CHANGE,2.7%
687793109,OSCR,OSCAR HEALTH INC,245000,-15000,3.52M,-215.55K,-5.8%,2.2%
G6683N103,NU,NU HLDGS LTD,584400,-50000,9.78M,-837K,-7.9%,6.1%
03831W108,APP,APPLOVIN CORP,6200,-5550,4.18M,-3.74M,-47.2%,2.6%
82452J109,FOUR,SHIFT4 PMTS INC,0,-68800,0,-5.33M,CLOSE,0%
02079K107,GOOG,ALPHABET INC,0,-25800,0,-6.28M,CLOSE,0%
146869102,CVNA,CARVANA CO,212096,-47906,89.51M,-20.22M,-18.4%,55.9%
Total,,,,,160.04M,-8.69M,-5.3%,100%
