CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
907818108,UNP,UNION PAC CORP,611233,611233,141.39M,141.39M,NEW,6.8%
46438R105,ETHA,ISHARES ETHEREUM TR,3870900,3870900,86.82M,86.82M,NEW,4.2%
11135F101,AVGO,BROADCOM INC,321766,221866,111.36M,76.79M,+222.1%,5.4%
02079K305,GOOGL,ALPHABET INC,807900,161700,252.87M,50.61M,+25%,12.2%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,306796,95006,93.23M,28.87M,+44.9%,4.5%
30303M102,META,META PLATFORMS INC,181765,18505,119.98M,12.21M,+11.3%,5.8%
09857L108,BKNG,BOOKING HOLDINGS INC,33658,2159,180.25M,11.56M,+6.9%,8.7%
316841105,FIG,FIGMA INC,50454,50454,1.89M,1.89M,NEW,0.09%
74623V111,PCTTW,PURECYCLE TECHNOLOGIES INC,714285,714285,550K,550K,NEW,0.03%
98954M200,Z,ZILLOW GROUP INC,662045,0,45.16M,0,NO CHANGE,2.2%
G3643J108,FLUT,FLUTTER ENTMT PLC,115481,0,24.83M,0,NO CHANGE,1.2%
98954M101,ZG,ZILLOW GROUP INC,301122,0,20.55M,0,NO CHANGE,0.99%
G5279N105,KLAR,KLARNA GROUP PLC,459163,0,13.27M,0,NO CHANGE,0.64%
88025U109,TXG,10X GENOMICS INC,170000,0,2.77M,0,NO CHANGE,0.13%
578784100,MAZE,MAZE THERAPEUTICS INC,0,-92396,0,-2.4M,CLOSE,0%
74623V103,PCT,PURECYCLE TECHNOLOGIES INC,0,-714285,0,-2.41M,CLOSE,0%
78463V107,GLD,SPDR GOLD TR,626450,-34941,248.27M,-13.85M,-5.3%,11.9%
67066G104,NVDA,NVIDIA CORPORATION,410291,-173640,76.52M,-32.38M,-29.7%,3.7%
594918104,MSFT,MICROSOFT CORP,489678,-133622,236.82M,-64.62M,-21.4%,11.4%
46438F101,IBIT,ISHARES BITCOIN TRUST ETF,5353612,-1460000,265.81M,-72.49M,-21.4%,12.8%
023135106,AMZN,AMAZON COM INC,679845,-391255,156.92M,-90.31M,-36.5%,7.5%
80874P109,LNWO,LIGHT & WONDER INC,0,-1125210,0,-94.45M,CLOSE,0%
Total,,,,,2.08B,37.79M,+1.8%,100%
