CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
78463V107,GLD,SPDR GOLD TR,139900,139900,55.44M,55.44M,NEW,11.2%
594918104,MSFT,MICROSOFT CORP,114825,79225,55.53M,38.31M,+222.5%,11.2%
92189F676,SMH,VANECK ETF TRUST,109241,74807,39.34M,26.94M,+217.2%,8%
98980G102,ZS,ZSCALER INC,112413,112413,25.28M,25.28M,NEW,5.1%
19260Q107,COIN,COINBASE GLOBAL INC,104840,104840,23.71M,23.71M,NEW,4.8%
23804L103,DDOG,DATADOG INC,160121,160121,21.77M,21.77M,NEW,4.4%
464287184,FXI,ISHARES TR,463524,463524,17.75M,17.75M,NEW,3.6%
023135106,AMZN,AMAZON COM INC,167550,75100,38.67M,17.33M,+81.2%,7.8%
437076102,HD,HOME DEPOT INC,60470,48465,20.81M,16.68M,+403.7%,4.2%
052769106,ADSK,AUTODESK INC,55648,49863,16.47M,14.76M,+861.9%,3.3%
037833100,AAPL,APPLE INC,45400,45400,12.34M,12.34M,NEW,2.5%
526057104,LEN,LENNAR CORP,114143,114143,11.73M,11.73M,NEW,2.4%
548661107,LOW,LOWES COS INC,58970,30478,14.22M,7.35M,+107%,2.9%
461202103,INTU,INTUIT,28023,9610,18.56M,6.37M,+52.2%,3.8%
654106103,NKE,NIKE INC,111213,94848,7.09M,6.04M,+579.6%,1.4%
679295105,OKTA,OKTA INC,73789,66983,6.38M,5.79M,+984.2%,1.3%
032654105,ADI,ANALOG DEVICES INC,16435,16435,4.46M,4.46M,NEW,0.9%
573874104,MRVL,MARVELL TECHNOLOGY INC,47955,47955,4.08M,4.08M,NEW,0.82%
64110L106,NFLX,NETFLIX INC,33000,29700,3.09M,2.78M,+900%,0.63%
038222105,AMAT,APPLIED MATLS INC,10177,10177,2.62M,2.62M,NEW,0.53%
92343V104,VZ,VERIZON COMMUNICATIONS INC,36555,36555,1.49M,1.49M,NEW,0.3%
65339F101,NEE,NEXTERA ENERGY INC,1801,1801,144.58K,144.58K,NEW,0.03%
532457108,LLY,ELI LILLY & CO,0,-199,0,-151.84K,CLOSE,0%
256746108,DLTR,DOLLAR TREE INC,0,-2127,0,-200.72K,CLOSE,0%
30231G102,XOM,EXXON MOBIL CORP,0,-6009,0,-677.51K,CLOSE,0%
852234103,XYZ,BLOCK INC,97114,-27105,6.32M,-1.76M,-21.8%,1.3%
88339J105,TTD,THE TRADE DESK INC,211437,-58564,8.03M,-2.22M,-21.7%,1.6%
78464A698,KRE,SPDR SERIES TRUST,0,-51828,0,-3.28M,CLOSE,0%
060505104,BAC,BANK AMERICA CORP,0,-66982,0,-3.46M,CLOSE,0%
87612E106,TGT,TARGET CORP,0,-49812,0,-4.47M,CLOSE,0%
35671D857,FCX,FREEPORT-MCMORAN INC,0,-114453,0,-4.49M,CLOSE,0%
007903107,AMD,ADVANCED MICRO DEVICES INC,0,-70630,0,-11.43M,CLOSE,0%
443573100,HUBS,HUBSPOT INC,0,-26726,0,-12.5M,CLOSE,0%
11135F101,AVGO,BROADCOM INC,102652,-57344,35.53M,-19.85M,-35.8%,7.2%
30303M102,META,META PLATFORMS INC,14460,-32156,9.54M,-21.23M,-69%,1.9%
88160R101,TSLA,TESLA INC,33530,-49636,15.08M,-22.32M,-59.7%,3%
882508104,TXN,TEXAS INSTRS INC,0,-129069,0,-23.71M,CLOSE,0%
02079K107,GOOG,ALPHABET INC,0,-100000,0,-24.36M,CLOSE,0%
595112103,MU,MICRON TECHNOLOGY INC,0,-183771,0,-30.75M,CLOSE,0%
67066G104,NVDA,NVIDIA CORPORATION,103032,-580666,19.22M,-108.29M,-84.9%,3.9%
Total,,,,,494.7M,28.03M,+5.9%,100%
