CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
91332U101,U,UNITY SOFTWARE INC,1065452,1065452,47.06M,47.06M,NEW,7.4%
538034109,LYV,LIVE NATION ENTERTAINMENT IN,255433,255433,36.4M,36.4M,NEW,5.7%
30226D106,EXTR,EXTREME NETWORKS,1904528,1904528,31.71M,31.71M,NEW,5%
15101Q207,CLS,CELESTICA INC,107130,107130,31.67M,31.67M,NEW,5%
04626A103,ALAB,ASTERA LABS INC,167641,167641,27.89M,27.89M,NEW,4.4%
49845K101,KVYO,KLAVIYO INC,729703,729703,23.69M,23.69M,NEW,3.7%
G037AX101,AMBA,AMBARELLA INC,301093,301093,21.33M,21.33M,NEW,3.3%
19247G107,COHR,COHERENT CORP,167918,78662,30.99M,14.52M,+88.1%,4.9%
52476L109,LGN,LEGENCE CORP,334863,334863,14.41M,14.41M,NEW,2.3%
185123106,CWAN,CLEARWATER ANALYTICS HLDGS I,1236412,558719,29.82M,13.48M,+82.4%,4.7%
05464C101,AXON,AXON ENTERPRISE INC,20716,20716,11.77M,11.77M,NEW,1.8%
433313103,HNGE,HINGE HEALTH INC,233354,233354,10.84M,10.84M,NEW,1.7%
G25457105,CRDO,CREDO TECHNOLOGY GROUP HOLDI,149966,63399,21.58M,9.12M,+73.2%,3.4%
747525103,QCOM,QUALCOMM INC,46212,46212,7.9M,7.9M,NEW,1.2%
595112103,MU,MICRON TECHNOLOGY INC,20400,20400,5.82M,5.82M,NEW,0.91%
40171V100,GWRE,GUIDEWIRE SOFTWARE INC,126057,0,25.34M,0,NO CHANGE,4%
12510Q100,CCC,CCC INTELLIGENT SOLUTIONS HL,1075546,0,8.55M,0,NO CHANGE,1.3%
05637B105,BLZE,BACKBLAZE INC,0,-229384,0,-2.13M,CLOSE,0%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,0,-8701,0,-2.43M,CLOSE,0%
573874104,MRVL,MARVELL TECHNOLOGY INC,377684,-45960,32.1M,-3.91M,-10.8%,5%
69608A108,PLTR,PALANTIR TECHNOLOGIES INC,28965,-28145,5.15M,-5M,-49.3%,0.81%
256163106,DOCU,DOCUSIGN INC,156813,-126702,10.73M,-8.67M,-44.7%,1.7%
63947X101,NCNO,NCINO INC,1135922,-442974,29.13M,-11.36M,-28.1%,4.6%
86333M108,LRN,STRIDE INC,0,-82928,0,-12.35M,CLOSE,0%
705573103,PEGA,PEGASYSTEMS INC,1038832,-345387,62.04M,-20.63M,-25%,9.7%
184496107,CLH,CLEAN HARBORS INC,0,-115870,0,-26.91M,CLOSE,0%
M98068105,WIX,WIX COM LTD,46731,-283352,4.85M,-29.44M,-85.8%,0.76%
Y2573F102,FLEX,FLEX LTD,313273,-536143,18.93M,-32.39M,-63.1%,3%
346375108,FORM,FORMFACTOR INC,0,-968161,0,-35.26M,CLOSE,0%
45867G101,IDCC,INTERDIGITAL INC,53490,-125230,17.03M,-39.87M,-70.1%,2.7%
M6191J100,FROG,JFROG LTD,0,-863924,0,-40.89M,CLOSE,0%
M87915274,TSEM,TOWER SEMICONDUCTOR LTD,602804,-359259,70.78M,-42.18M,-37.3%,11.1%
Total,,,,,637.51M,-5.8M,-0.9%,100%
