CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
G6683N103,NU,NU HLDGS LTD,4164509,4164509,69.71M,69.71M,NEW,5.1%
M7S64H106,MNDY,MONDAY COM LTD,222388,-25773,32.82M,-3.8M,-10.4%,2.4%
88160R101,TSLA,TESLA INC,93952,-10903,42.25M,-4.9M,-10.4%,3.1%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,138634,-16059,64.99M,-7.53M,-10.4%,4.8%
30303M102,META,META PLATFORMS INC,148299,-17177,97.89M,-11.34M,-10.4%,7.2%
23804L103,DDOG,DATADOG INC,724287,-84020,98.5M,-11.43M,-10.4%,7.3%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,338443,-39262,102.85M,-11.93M,-10.4%,7.6%
023135106,AMZN,AMAZON COM INC,687083,-79721,158.59M,-18.4M,-10.4%,11.7%
18915M107,NET,CLOUDFLARE INC,1042099,-120839,205.45M,-23.82M,-10.4%,15.2%
05464C101,AXON,AXON ENTERPRISE INC,386742,-44835,219.64M,-25.46M,-10.4%,16.2%
82509L107,SHOP,SHOPIFY INC,1635575,-189668,263.28M,-30.53M,-10.4%,19.4%
Total,,,,,1.36B,-79.43M,-5.3%,100%
