CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
68389X105,ORCL,ORACLE CORP,2104859,2104859,460.19M,460.19M,NEW,6.1%
03662Q105,ANSS,ANSYS INC,712000,712000,250.07M,250.07M,NEW,3.3%
91680M107,UPST,UPSTART HLDGS INC,3653835,3653835,236.33M,236.33M,NEW,3.1%
042068205,ARM,ARM HOLDINGS PLC,1306115,1306115,211.25M,211.25M,NEW,2.8%
833445109,SNOW,SNOWFLAKE INC,811146,811146,181.51M,181.51M,NEW,2.4%
67066G104,NVDA,NVIDIA CORPORATION,2619012,1092000,413.78M,172.53M,+71.5%,5.5%
N97284108,NBIS,NEBIUS GROUP N.V.,2959000,2959000,163.72M,163.72M,NEW,2.2%
15101Q207,CLS,CELESTICA INC,962500,962500,150.26M,150.26M,NEW,2%
171779309,CIEN,CIENA CORP,1335000,1335000,108.58M,108.58M,NEW,1.4%
531229755,FWONK,LIBERTY MEDIA CORP DEL,3854396,902620,402.78M,94.32M,+30.6%,5.4%
G037AX101,AMBA,AMBARELLA INC,1098482,1098482,72.57M,72.57M,NEW,0.97%
88339J105,TTD,THE TRADE DESK INC,2183000,602000,157.15M,43.34M,+38.1%,2.1%
268150109,DT,DYNATRACE INC,2571767,44025,141.99M,2.43M,+1.7%,1.9%
256163106,DOCU,DOCUSIGN INC,4754753,0,370.35M,0,NO CHANGE,4.9%
30303M102,META,META PLATFORMS INC,397858,0,293.66M,0,NO CHANGE,3.9%
74736K101,QRVO,QORVO INC,2333650,0,198.15M,0,NO CHANGE,2.6%
55826T102,SPHR,SPHERE ENTERTAINMENT CO,2805615,0,117.27M,0,NO CHANGE,1.6%
911684108,AD,UNITED STATES CELLULAR CORP,1815844,0,116.16M,0,NO CHANGE,1.5%
558256103,MSGE,MADISON SQUARE GARDEN ENTMT,2885724,0,115.34M,0,NO CHANGE,1.5%
83001C108,FUN,SIX FLAGS ENTERTAINMENT CORP,2616363,0,79.62M,0,NO CHANGE,1.1%
98980F104,GTM,ZOOMINFO TECHNOLOGIES INC,7526518,0,76.17M,0,NO CHANGE,1%
538034109,LYV,LIVE NATION ENTERTAINMENT IN,2897162,-243920,438.28M,-36.9M,-7.8%,5.8%
20717M103,CFLT,CONFLUENT INC,0,-2181000,0,-51.12M,CLOSE,0%
90138F102,TWLO,TWILIO INC,2859363,-421000,355.59M,-52.36M,-12.8%,4.7%
934423104,WBD,WARNER BROS DISCOVERY INC,16803525,-5601175,192.57M,-64.19M,-25%,2.6%
60937P106,MDB,MONGODB INC,526000,-395000,110.45M,-82.95M,-42.9%,1.5%
00827B106,AFRM,AFFIRM HLDGS INC,3661975,-1395064,253.19M,-96.45M,-27.6%,3.4%
67059N108,NTNX,NUTANIX INC,2441481,-1661512,186.63M,-127.01M,-40.5%,2.5%
90353T100,UBER,UBER TECHNOLOGIES INC,4222221,-1407407,393.93M,-131.31M,-25%,5.2%
48203R104,JNPR,JUNIPER NETWORKS INC,0,-5641514,0,-204.17M,CLOSE,0%
03831W108,APP,APPLOVIN CORP,2095319,-698440,733.53M,-244.51M,-25%,9.8%
64110L106,NFLX,NETFLIX INC,392000,-187000,524.94M,-250.42M,-32.3%,7%
Total,,,,,7.51B,805.71M,+14.7%,100%
