CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
008073108,AVAV,AEROVIRONMENT INC,178816,178816,50.95M,50.95M,NEW,3.2%
739128106,POWL,POWELL INDS INC,170558,117334,35.89M,24.69M,+220.5%,2.3%
15101Q207,CLS,CELESTICA INC,549593,156673,85.8M,24.46M,+39.9%,5.4%
75134P600,METC,RAMACO RES INC,1419285,1419285,18.65M,18.65M,NEW,1.2%
135086106,GOOS,CANADA GOOSE HLDGS INC,1487497,1487497,16.65M,16.65M,NEW,1%
81663L200,WGS,GENEDX HOLDINGS CORP,162228,162228,14.98M,14.98M,NEW,0.94%
93403J106,WRBY,WARBY PARKER INC,949277,681602,20.82M,14.95M,+254.6%,1.3%
816850101,SMTC,SEMTECH CORP,379018,309711,17.11M,13.98M,+446.9%,1.1%
016255101,ALGN,ALIGN TECHNOLOGY INC,67739,67739,12.83M,12.83M,NEW,0.8%
502431109,LHX,L3HARRIS TECHNOLOGIES INC,49516,49516,12.42M,12.42M,NEW,0.78%
03823U102,AAOI,APPLIED OPTOELECTRONICS INC,455322,455322,11.7M,11.7M,NEW,0.73%
099406100,BOOT,BOOT BARN HLDGS INC,74942,74942,11.39M,11.39M,NEW,0.71%
96924N100,WLDN,WILLDAN GROUP INC,168546,168546,10.54M,10.54M,NEW,0.66%
446413106,HII,HUNTINGTON INGALLS INDS INC,41501,41501,10.02M,10.02M,NEW,0.63%
Y2573F102,FLEX,FLEX LTD,480604,199696,23.99M,9.97M,+71.1%,1.5%
090572207,BIO,BIO RAD LABS INC,62784,41044,15.15M,9.9M,+188.8%,0.95%
533535100,LINC,LINCOLN EDL SVCS CORP,394553,394553,9.09M,9.09M,NEW,0.57%
26856L103,ELF,E L F BEAUTY INC,466838,71586,58.09M,8.91M,+18.1%,3.6%
98956A105,ZETA,ZETA GLOBAL HOLDINGS CORP,1315690,573838,20.38M,8.89M,+77.4%,1.3%
92537N108,VRT,VERTIV HOLDINGS CO,76715,68481,9.85M,8.79M,+831.7%,0.62%
25401T603,DBRG,DIGITALBRIDGE GROUP INC,3082160,815508,31.9M,8.44M,+36%,2%
268603107,LOCO,EL POLLO LOCO HLDGS INC,751012,751012,8.27M,8.27M,NEW,0.52%
39304D102,GDOT,GREEN DOT CORP,1401128,765061,15.1M,8.25M,+120.3%,0.95%
97717P104,WT,WISDOMTREE INC,682368,682368,7.85M,7.85M,NEW,0.49%
75734B100,RDDT,REDDIT INC,54517,49632,8.21M,7.47M,+1016%,0.51%
539830109,LMT,LOCKHEED MARTIN CORP,15981,15981,7.4M,7.4M,NEW,0.46%
257554105,DOMO,DOMO INC,1107869,523592,15.48M,7.31M,+89.6%,0.97%
74164F103,PRIM,PRIMORIS SVCS CORP,99449,89209,7.75M,6.95M,+871.2%,0.49%
71367G102,PWP,PERELLA WEINBERG PARTNERS,352886,352886,6.85M,6.85M,NEW,0.43%
G4124C109,GRAB,GRAB HOLDINGS LIMITED,1354131,1354131,6.81M,6.81M,NEW,0.43%
87422Q109,TLN,TALEN ENERGY CORP,65591,22921,19.07M,6.66M,+53.7%,1.2%
053604104,AVPT,AVEPOINT INC,322743,322743,6.23M,6.23M,NEW,0.39%
G87264100,TGLS,TECNOGLASS INC,149816,76668,11.59M,5.93M,+104.8%,0.73%
68376D104,OPRT,OPORTUN FINL CORP,1619470,801116,11.6M,5.74M,+97.9%,0.73%
G3323L100,FN,FABRINET,19416,19416,5.72M,5.72M,NEW,0.36%
05988J103,BAND,BANDWIDTH INC,345571,345571,5.49M,5.49M,NEW,0.34%
343412102,FLR,FLUOR CORP NEW,104810,104810,5.37M,5.37M,NEW,0.34%
73754Y100,PBPB,POTBELLY CORP,1667702,391090,20.43M,4.79M,+30.6%,1.3%
92835K103,VPG,VISHAY PRECISION GROUP INC,990439,169466,27.83M,4.76M,+20.6%,1.7%
M87915274,TSEM,TOWER SEMICONDUCTOR LTD,109632,109632,4.75M,4.75M,NEW,0.3%
46571Y107,IIIV,I3 VERTICALS INC,961615,172459,26.43M,4.74M,+21.9%,1.7%
751212101,RL,RALPH LAUREN CORP,17029,17029,4.67M,4.67M,NEW,0.29%
774515100,RCKY,ROCKY BRANDS INC,209186,209186,4.64M,4.64M,NEW,0.29%
14843C105,CSTL,CASTLE BIOSCIENCES INC,1489572,224349,30.42M,4.58M,+17.7%,1.9%
G38644103,GCT,GIGACLOUD TECHNOLOGY INC,230903,230903,4.57M,4.57M,NEW,0.29%
B9151N105,TTAM,TITAN AMER SA,359435,359435,4.49M,4.49M,NEW,0.28%
74766Q101,QTRX,QUANTERIX CORP,3633622,670225,24.16M,4.46M,+22.6%,1.5%
75585H206,REAX,THE REAL BROKERAGE INC,1985922,962823,8.96M,4.34M,+94.1%,0.56%
14167L103,CDNA,CAREDX INC,629977,218294,12.31M,4.27M,+53%,0.77%
25961D105,DOUG,DOUGLAS ELLIMAN INC,1831991,1831991,4.25M,4.25M,NEW,0.27%
78454L100,SM,SM ENERGY CO,170194,170194,4.21M,4.21M,NEW,0.26%
87305R109,TTMI,TTM TECHNOLOGIES INC,1124157,102860,45.89M,4.2M,+10.1%,2.9%
243537107,DECK,DECKERS OUTDOOR CORP,39681,39681,4.09M,4.09M,NEW,0.26%
358039105,FRPT,FRESHPET INC,56299,56299,3.83M,3.83M,NEW,0.24%
84920Y106,SPWH,SPORTSMANS WHSE HLDGS INC,1325668,1088334,4.57M,3.75M,+458.6%,0.29%
137404109,CADL,CANDEL THERAPEUTICS INC,1621728,740544,8.21M,3.75M,+84%,0.51%
70202L102,PSN,PARSONS CORP DEL,51707,51707,3.71M,3.71M,NEW,0.23%
758750103,RRX,REGAL REXNORD CORPORATION,24943,24943,3.62M,3.62M,NEW,0.23%
438333106,HNST,HONEST CO INC,6217353,698147,31.65M,3.55M,+12.6%,2%
21900C308,CRMD,CORMEDIX INC,283663,283663,3.49M,3.49M,NEW,0.22%
55406W103,LUXE,LUXEXPERIENCE BV,3060537,431809,24.3M,3.43M,+16.4%,1.5%
62855J104,MYGN,MYRIAD GENETICS INC,1163400,613478,6.18M,3.26M,+111.6%,0.39%
87876P201,TGEN,TECOGEN INC NEW,465571,465571,3.17M,3.17M,NEW,0.2%
56146T103,MAMA,MAMAS CREATIONS INC,2165550,348257,17.97M,2.89M,+19.2%,1.1%
82452J109,FOUR,SHIFT4 PMTS INC,435175,28676,43.13M,2.84M,+7.1%,2.7%
M84137104,SMWB,SIMILARWEB LTD,727592,357401,5.7M,2.8M,+96.5%,0.36%
252131107,DXCM,DEXCOM INC,31169,31169,2.72M,2.72M,NEW,0.17%
25862B109,DDI,DOUBLEDOWN INTERACTIVE CO LT,275903,275903,2.64M,2.64M,NEW,0.17%
09624H208,BXC,BLUELINX HLDGS INC,59102,34709,4.4M,2.58M,+142.3%,0.28%
42225T107,HCAT,HEALTH CATALYST INC,1980409,663330,7.47M,2.5M,+50.4%,0.47%
679369108,OLPX,OLAPLEX HLDGS INC,1562741,1562741,2.19M,2.19M,NEW,0.14%
N30577105,ZGN,ERMENEGILDO ZEGNA N V,1183986,226784,10.12M,1.94M,+23.7%,0.63%
338307101,FIVN,FIVE9 INC,187711,49456,4.97M,1.31M,+35.8%,0.31%
87043Q108,SG,SWEETGREEN INC,516409,76559,7.68M,1.14M,+17.4%,0.48%
G31249108,ESTA,ESTABLISHMENT LABS HLDGS INC,124392,23563,5.31M,1.01M,+23.4%,0.33%
68389X105,ORCL,ORACLE CORP,13683,3839,2.99M,839.32K,+39%,0.19%
346563109,FORR,FORRESTER RESH INC,351726,71612,3.48M,708.96K,+25.6%,0.22%
402635502,GPOR,GULFPORT ENERGY CORP,43376,2888,8.73M,580.98K,+7.1%,0.55%
68236X100,TOI,THE ONCOLOGY INSTITUTE INC,221512,221512,454.1K,454.1K,NEW,0.03%
M2197Q107,CLBT,CELLEBRITE DI LTD,1011844,22852,16.19M,365.63K,+2.3%,1%
13462K109,CWH,CAMPING WORLD HLDGS INC,21050,21050,361.85K,361.85K,NEW,0.02%
746237106,PRTC,PURETECH HEALTH PLC,27795,15910,479.46K,274.45K,+133.9%,0.03%
594918104,MSFT,MICROSOFT CORP,6297,500,3.13M,248.71K,+8.6%,0.2%
874054109,TTWO,TAKE-TWO INTERACTIVE SOFTWAR,43660,931,10.6M,226.09K,+2.2%,0.66%
02079K107,GOOG,ALPHABET INC,6992,625,1.24M,110.87K,+9.8%,0.08%
632307104,NTRA,NATERA INC,20559,0,3.47M,0,NO CHANGE,0.22%
147448104,CWST,CASELLA WASTE SYS INC,15303,0,1.77M,0,NO CHANGE,0.11%
26142V105,DKNG,DRAFTKINGS INC NEW,490547,-1875,21.04M,-80.42K,-0.4%,1.3%
607828100,MOD,MODINE MFG CO,492316,-1259,48.49M,-124.01K,-0.3%,3%
567908108,HZO,MARINEMAX INC,307988,-14117,7.74M,-354.9K,-4.4%,0.49%
30303M102,META,META PLATFORMS INC,11715,-728,8.65M,-537.33K,-5.9%,0.54%
830830105,SKY,CHAMPION HOMES INC,0,-8971,0,-850.09K,CLOSE,0%
68752L100,KIDS,ORTHOPEDIATRICS CORP,0,-34553,0,-851.04K,CLOSE,0%
45170X205,INVE,IDENTIV INC,594006,-450646,1.94M,-1.47M,-43.1%,0.12%
29357K103,ENVA,ENOVA INTL INC,97931,-14582,10.92M,-1.63M,-13%,0.68%
371532102,GCO,GENESCO INC,0,-88732,0,-1.88M,CLOSE,0%
10948C107,BV,BRIGHTVIEW HLDGS INC,306576,-114760,5.1M,-1.91M,-27.2%,0.32%
G3934V109,GENI,GENIUS SPORTS LIMITED,4086364,-194891,42.5M,-2.03M,-4.6%,2.7%
94724R108,WEAV,WEAVE COMMUNICATIONS INC,648765,-303397,5.4M,-2.52M,-31.9%,0.34%
30041R108,EVER,EVERQUOTE INC,0,-100552,0,-2.63M,CLOSE,0%
75960P104,RELY,REMITLY GLOBAL INC,0,-127227,0,-2.65M,CLOSE,0%
876030107,TPR,TAPESTRY INC,216711,-30396,19.03M,-2.67M,-12.3%,1.2%
H8088L103,SRAD,SPORTRADAR GROUP AG,341799,-96221,9.6M,-2.7M,-22%,0.6%
75321W103,PACK,RANPAK HOLDINGS CORP,0,-573622,0,-3.11M,CLOSE,0%
89377M109,TMDX,TRANSMEDICS GROUP INC,0,-47536,0,-3.2M,CLOSE,0%
15118V207,CELH,CELSIUS HLDGS INC,72858,-69691,3.38M,-3.23M,-48.9%,0.21%
64111Q104,NTGR,NETGEAR INC,169294,-113798,4.92M,-3.31M,-40.2%,0.31%
70451X104,PAYO,PAYONEER GLOBAL INC,1757334,-486214,12.04M,-3.33M,-21.7%,0.75%
92686J106,VKTX,VIKING THERAPEUTICS INC,0,-138748,0,-3.35M,CLOSE,0%
G5S37H101,MRX,MAREX GROUP PLC,83759,-90437,3.31M,-3.57M,-51.9%,0.21%
36266G107,GEHC,GE HEALTHCARE TECHNOLOGIES I,0,-47443,0,-3.83M,CLOSE,0%
91307C102,UTHR,UNITED THERAPEUTICS CORP DEL,30763,-14305,8.84M,-4.11M,-31.7%,0.55%
90041L105,TPB,TURNING PT BRANDS INC,0,-70451,0,-4.19M,CLOSE,0%
76674Q107,RMNI,RIMINI STR INC DEL,0,-1235224,0,-4.3M,CLOSE,0%
500688106,KOS,KOSMOS ENERGY LTD,0,-2011814,0,-4.59M,CLOSE,0%
292554102,ECPG,ENCORE CAP GROUP INC,0,-140726,0,-4.82M,CLOSE,0%
