CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
023135106,AMZN,AMAZON COM INC,1071100,1071100,234.99M,234.99M,NEW,16.4%
46438F101,IBIT,ISHARES BITCOIN TRUST ETF,1906000,1906000,116.67M,116.67M,NEW,8.1%
78463V107,GLD,SPDR GOLD TR,333000,333000,101.51M,101.51M,NEW,7.1%
594918104,MSFT,MICROSOFT CORP,623300,203300,310.04M,101.12M,+48.4%,21.6%
67066G104,NVDA,NVIDIA CORPORATION,660831,153000,104.4M,24.17M,+30.1%,7.3%
578784100,MAZE,MAZE THERAPEUTICS INC,637528,0,7.82M,0,NO CHANGE,0.54%
74623V111,PCTTW,PURECYCLE TECHNOLOGIES INC,714285,0,3.02M,0,NO CHANGE,0.21%
88025U109,TXG,10X GENOMICS INC,170000,0,1.97M,0,NO CHANGE,0.14%
781154109,RBRK,RUBRIK INC.,0,-132111,0,-8.06M,CLOSE,0%
74623V103,PCT,PURECYCLE TECHNOLOGIES INC,1902811,-595359,26.07M,-8.16M,-23.8%,1.8%
02079K305,GOOGL,ALPHABET INC,646200,-72612,113.88M,-12.8M,-10.1%,7.9%
09857L108,BKNG,BOOKING HOLDINGS INC,31499,-6101,182.36M,-35.32M,-16.2%,12.7%
11135F101,AVGO,BROADCOM INC,192700,-129000,53.12M,-35.56M,-40.1%,3.7%
80874P109,LNWO,LIGHT & WONDER INC,621406,-437486,59.82M,-42.11M,-41.3%,4.2%
90353T100,UBER,UBER TECHNOLOGIES INC,0,-885000,0,-64.48M,CLOSE,0%
46090E103,QQQ,INVESCO QQQ TR,0,-211820,0,-99.33M,CLOSE,0%
30303M102,META,META PLATFORMS INC,163260,-335121,120.5M,-247.35M,-67.2%,8.4%
Total,,,,,1.44B,25.3M,+2.2%,100%
