CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
829933100,SIRI,SIRIUSXM HOLDINGS INC,6740536,6740536,154.83M,154.83M,NEW,8.8%
35969L108,YMM,FULL TRUCK ALLIANCE CO LTD,15548399,9180373,183.63M,108.42M,+144.2%,10.5%
G6683N103,NU,NU HLDGS LTD,38624785,6049060,529.93M,82.99M,+18.6%,30.3%
22266T109,CPNG,COUPANG INC,7882047,671279,236.15M,20.11M,+9.3%,13.5%
40415F101,HDB,HDFC BANK LTD,3757674,23820,288.1M,1.83M,+0.6%,16.4%
531229748,LLYVA,LIBERTY MEDIA CORP DEL,0,-8529,0,-573.49K,CLOSE,0%
531229722,LLYVK,LIBERTY MEDIA CORP DEL,0,-44594,0,-3.04M,CLOSE,0%
89677Q107,TCOM,TRIP COM GROUP LTD,0,-1929847,0,-122.7M,CLOSE,0%
81141R100,SE,SEA LTD,2244855,-1143661,359.04M,-182.92M,-33.8%,20.5%
Total,,,,,1.75B,58.95M,+4.2%,100%
