CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
N97284108,NBIS,NEBIUS GROUP N.V.,1740647,1740647,96.22M,96.22M,NEW,17.8%
36317J209,GLXY,GALAXY DIGITAL INC.,1536200,1536200,33.61M,33.61M,NEW,6.2%
097023105,BA,BOEING CO,617000,100000,129.23M,20.95M,+19.3%,23.9%
45841N107,IBKR,INTERACTIVE BROKERS GROUP IN,340000,255000,18.83M,14.12M,+300%,3.5%
00218A105,ASPI,ASP ISOTOPES INC,2200000,1850000,16.15M,13.58M,+528.6%,3%
G0772R208,NTB,BANK OF NT BUTTERFIELD&SON L,1793437,244000,79.41M,10.8M,+15.7%,14.7%
50077B207,KTOS,KRATOS DEFENSE & SEC SOLUTIO,1773655,0,82.32M,0,NO CHANGE,15.2%
464287655,IWM,ISHARES TR,90000,0,19.42M,0,NO CHANGE,3.6%
09857L108,BKNG,BOOKING HOLDINGS INC,2500,0,14.45M,0,NO CHANGE,2.7%
482497104,BEKE,KE HLDGS INC,550000,0,9.75M,0,NO CHANGE,1.8%
44332N106,HTHT,H WORLD GROUP LTD,250000,0,8.48M,0,NO CHANGE,1.6%
233051879,ASHR,DBX ETF TR,250000,0,6.88M,0,NO CHANGE,1.3%
G17977110,BUR,BURFORD CAP LTD,575000,0,6.74M,0,NO CHANGE,1.2%
500767306,KWEB,KRANESHARES TR,150000,0,5.15M,0,NO CHANGE,0.95%
464287184,FXI,ISHARES TR,125000,0,4.59M,0,NO CHANGE,0.85%
090040106,BILI,BILIBILI INC,100000,0,2.15M,0,NO CHANGE,0.4%
90353T100,UBER,UBER TECHNOLOGIES INC,75000,-75000,6.99M,-6.99M,-50%,1.3%
23344D108,DADA,DADA NEXUS LTD,0,-4121811,0,-8.53M,CLOSE,0%
02079K305,GOOGL,ALPHABET INC,0,-80000,0,-12.36M,CLOSE,0%
Total,,,,,540.38M,161.4M,+48.3%,100%
