CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
45841N107,IBKR,INTERACTIVE BROKERS GROUP IN,1643636,1232727,91.07M,68.31M,+300%,29.4%
278768106,SATS,ECHOSTAR CORP,666389,666389,18.46M,18.46M,NEW,6%
02005N100,ALLY,ALLY FINL INC,1308399,300000,50.96M,11.68M,+29.8%,16.5%
886029206,THRY,THRYV HLDGS INC,230443,230443,2.8M,2.8M,NEW,0.9%
77311W101,RKT,ROCKET COS INC,119703,119703,1.7M,1.7M,NEW,0.55%
29788T103,ETWO,E2OPEN PARENT HOLDINGS INC,414064,414064,1.34M,1.34M,NEW,0.43%
N82405106,STLA,STELLANTIS N.V,3449412,100000,34.6M,1M,+3%,11.2%
62482R107,COOP,MR COOPER GROUP INC,6366,6366,949.87K,949.87K,NEW,0.31%
35909R108,ULCC,FRONTIER GROUP HLDGS INC,4730833,200000,17.17M,726K,+4.4%,5.5%
21240E105,VLRS,CONTROLADORA VUELA COMP DE A,1960574,144349,9.31M,685.66K,+7.9%,3%
84863V101,FLYYQ,SPIRIT AVIATION HLDGS INC,19351,19351,96.56K,96.56K,NEW,0.03%
54150E104,LOMA,LOMA NEGRA C I A S A MTN 14,1435809,0,15.75M,0,NO CHANGE,5.1%
87507T101,TBN,TAMBORAN RES CORP,437142,0,9.32M,0,NO CHANGE,3%
516806205,VTLE,VITAL ENERGY INC,335000,0,5.39M,0,NO CHANGE,1.7%
91688F104,UPWK,UPWORK INC,3773908,-8227,50.72M,-110.57K,-0.2%,16.4%
46438F101,IBIT,ISHARES BITCOIN TRUST ETF,0,-134000,0,-6.27M,CLOSE,0%
01609W102,BABA,ALIBABA GROUP HLDG LTD,0,-286629,0,-37.9M,CLOSE,0%
687793109,OSCR,OSCAR HEALTH INC,0,-2950753,0,-38.68M,CLOSE,0%
Total,,,,,309.64M,24.78M,+7.4%,100%
