CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
79589L106,IOT,SAMSARA INC,381171,381171,15.16M,15.16M,NEW,24.2%
G6683N103,NU,NU HLDGS LTD,2487395,675374,34.13M,9.27M,+37.3%,54.4%
25809K105,DASH,DOORDASH INC,14375,14375,3.54M,3.54M,NEW,5.6%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,1472,1472,749.7K,749.7K,NEW,1.2%
85208T107,CXM,SPRINKLR INC,88228,88228,746.41K,746.41K,NEW,1.2%
05464T104,AXSM,AXSOME THERAPEUTICS INC,33849,0,3.53M,0,NO CHANGE,5.6%
19260Q107,COIN,COINBASE GLOBAL INC,8832,0,3.1M,0,NO CHANGE,4.9%
72703X106,PL,PLANET LABS PBC,172097,0,1.05M,0,NO CHANGE,1.7%
053604104,AVPT,AVEPOINT INC,32310,0,623.91K,0,NO CHANGE,0.99%
83067L208,SKLZ,SKILLZ INC,13950,0,95.14K,0,NO CHANGE,0.15%
69404D108,PACB,PACIFIC BIOSCIENCES CALIF IN,20586,0,25.53K,0,NO CHANGE,0.04%
781154109,RBRK,RUBRIK INC.,0,-16515,0,-1.01M,CLOSE,0%
77664L207,ROOT,ROOT INC,0,-58000,0,-7.74M,CLOSE,0%
Total,,,,,62.75M,20.72M,+61.1%,100%
