CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
64110L106,NFLX,NETFLIX INC,15650,10400,20.96M,13.93M,+198.1%,4.8%
02079K305,GOOGL,ALPHABET INC,95400,65200,16.81M,11.49M,+215.9%,3.9%
22160K105,COST,COSTCO WHSL CORP NEW,21698,8568,21.48M,8.48M,+65.3%,4.9%
04626A103,ALAB,ASTERA LABS INC,93500,93500,8.45M,8.45M,NEW,1.9%
023135106,AMZN,AMAZON COM INC,37200,35977,8.16M,7.89M,+2941.7%,1.9%
26441C204,DUK,DUKE ENERGY CORP NEW,128150,48160,15.12M,5.68M,+60.2%,3.5%
49456B101,KMI,KINDER MORGAN INC DEL,224900,161300,6.61M,4.74M,+253.6%,1.5%
92537N108,VRT,VERTIV HOLDINGS CO,121005,34250,15.54M,4.4M,+39.5%,3.6%
127097103,CTRA,COTERRA ENERGY INC,221180,145980,5.61M,3.7M,+194.1%,1.3%
007903107,AMD,ADVANCED MICRO DEVICES INC,31195,22091,4.43M,3.13M,+242.7%,1%
N97284108,NBIS,NEBIUS GROUP N.V.,49300,49300,2.73M,2.73M,NEW,0.63%
25746U109,D,DOMINION ENERGY INC,268700,37694,15.19M,2.13M,+16.3%,3.5%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,59555,9400,13.49M,2.13M,+18.7%,3.1%
594972887,STRK,MICROSTRATEGY INC,16500,16500,2M,2M,NEW,0.46%
84858T772,EUAD,SPINNAKER ETF SERIES,43000,43000,1.86M,1.86M,NEW,0.43%
816851109,SRE,SEMPRA,59600,21000,4.52M,1.59M,+54.4%,1%
92206C102,VGSH,VANGUARD SCOTTSDALE FDS,47050,22300,2.77M,1.31M,+90.1%,0.64%
81762P102,NOW,SERVICENOW INC,2550,1200,2.62M,1.23M,+88.9%,0.6%
464286525,ACWV,ISHARES INC,4940,4940,585.74K,585.74K,NEW,0.13%
750917106,RMBS,RAMBUS INC DEL,8100,8100,518.56K,518.56K,NEW,0.12%
58155Q103,MCK,MCKESSON CORP,650,650,476.31K,476.31K,NEW,0.11%
78463V107,GLD,SPDR GOLD TR,1550,1550,472.49K,472.49K,NEW,0.11%
92840M102,VST,VISTRA CORP,21610,1850,4.19M,358.55K,+9.4%,0.96%
02079K107,GOOG,ALPHABET INC,1800,1800,319.3K,319.3K,NEW,0.07%
770700102,HOOD,ROBINHOOD MKTS INC,3400,3400,318.34K,318.34K,NEW,0.07%
03831W108,APP,APPLOVIN CORP,800,800,280.06K,280.06K,NEW,0.06%
30231G102,XOM,EXXON MOBIL CORP,2300,2300,247.94K,247.94K,NEW,0.06%
37954Y871,URA,GLOBAL X FDS,6187,6187,240.12K,240.12K,NEW,0.06%
14040H105,COF,CAPITAL ONE FINL CORP,1069,1069,227.44K,227.44K,NEW,0.05%
084670702,BRK.B,BERKSHIRE HATHAWAY INC DEL,6905,207,3.35M,100.55K,+3.1%,0.77%
042068205,ARM,ARM HOLDINGS PLC,14200,200,2.3M,32.35K,+1.4%,0.53%
084670108,BRK.A,BERKSHIRE HATHAWAY INC DEL,5,0,3.64M,0,NO CHANGE,0.84%
828806109,SPG,SIMON PPTY GROUP INC NEW,2700,0,434.05K,0,NO CHANGE,0.1%
46435G474,FALN,ISHARES TR,7500,0,203.55K,0,NO CHANGE,0.05%
88160R101,TSLA,TESLA INC,1000,-50,317.66K,-15.88K,-4.8%,0.07%
16411Q101,CQP,CHENIERE ENERGY PARTNERS LP,8400,-300,470.82K,-16.82K,-3.4%,0.11%
092528603,BINC,BLACKROCK ETF TRUST II,13200,-1000,697.49K,-52.84K,-7%,0.16%
666807102,NOC,NORTHROP GRUMMAN CORP,700,-200,349.99K,-100K,-22.2%,0.08%
G29183103,ETN,EATON CORP PLC,1700,-300,606.88K,-107.1K,-15%,0.14%
35671D857,FCX,FREEPORT-MCMORAN INC,13800,-3500,598.23K,-151.72K,-20.2%,0.14%
570535104,MKL,MARKEL GROUP INC,200,-100,399.47K,-199.74K,-33.3%,0.09%
G54950103,LIN,LINDE PLC,500,-500,234.59K,-234.59K,-50%,0.05%
75886F107,REGN,REGENERON PHARMACEUTICALS,2580,-450,1.35M,-236.25K,-14.9%,0.31%
36828A101,GEV,GE VERNOVA INC,0,-800,0,-244.22K,CLOSE,0%
74762E102,PWR,QUANTA SVCS INC,0,-1100,0,-279.6K,CLOSE,0%
46428Q109,SLV,ISHARES SILVER TR,0,-11827,0,-366.52K,CLOSE,0%
127387108,CDNS,CADENCE DESIGN SYSTEM INC,0,-1579,0,-401.59K,CLOSE,0%
165167735,EXE,EXPAND ENERGY CORPORATION,0,-4038,0,-449.51K,CLOSE,0%
512807306,LRCX,LAM RESEARCH CORP,20900,-4800,2.03M,-467.23K,-18.7%,0.47%
72201R833,MINT,PIMCO ETF TR,13700,-4700,1.38M,-472.51K,-25.5%,0.32%
438516106,HON,HONEYWELL INTL INC,2131,-2200,496.27K,-512.34K,-50.8%,0.11%
N07059210,ASML,ASML HOLDING N V,400,-650,320.56K,-520.9K,-61.9%,0.07%
45569U101,INDI,INDIE SEMICONDUCTOR INC,18500,-147050,65.86K,-523.5K,-88.8%,0.02%
