CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
29430C102,VSTS,VESTIS CORPORATION,1919705,1919705,11M,11M,NEW,2.6%
00508Y102,AYI,ACUITY BRANDS INC,195269,33727,58.26M,10.06M,+20.9%,13.7%
03783C100,APPF,APPFOLIO INC,134229,22489,30.91M,5.18M,+20.1%,7.2%
983793100,XPO,XPO INC,192784,22775,24.35M,2.88M,+13.4%,5.7%
74275K108,PCOR,PROCORE TECHNOLOGIES INC,321739,0,22.01M,0,NO CHANGE,5.2%
58985J105,MLNK,MERIDIANLINK INC,693943,0,11.26M,0,NO CHANGE,2.6%
698884103,PAR,PAR TECHNOLOGY CORP,531313,-31760,36.86M,-2.2M,-5.6%,8.6%
16119P108,CHTR,CHARTER COMMUNICATIONS INC,115138,-14290,47.07M,-5.84M,-11%,11%
808513105,SCHW,SCHWAB CHARLES CORP,361845,-74430,33.01M,-6.79M,-17.1%,7.7%
40171V100,GWRE,GUIDEWIRE SOFTWARE INC,127516,-52042,30.02M,-12.25M,-29%,7%
03831W108,APP,APPLOVIN CORP,348515,-55800,122.01M,-19.53M,-13.8%,28.6%
Total,,,,,426.76M,-17.51M,-4.6%,100%
