CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
98422D105,XPEV,XPENG INC,213655,213655,3.82M,3.82M,NEW,3.4%
023135106,AMZN,AMAZON COM INC,90454,12844,19.84M,2.82M,+16.5%,17.5%
983134107,WYNN,WYNN RESORTS LTD,89865,11945,8.42M,1.12M,+15.3%,7.4%
01609W102,BABA,ALIBABA GROUP HLDG LTD,54335,0,6.16M,0,NO CHANGE,5.4%
448579102,H,HYATT HOTELS CORP,51749,-1627,7.23M,-227.21K,-3%,6.4%
30303M102,META,META PLATFORMS INC,9724,-510,7.18M,-376.43K,-5%,6.3%
64110L106,NFLX,NETFLIX INC,5801,-300,7.77M,-401.74K,-4.9%,6.8%
009066101,ABNB,AIRBNB INC,44163,-7018,5.84M,-928.76K,-13.7%,5.2%
617446448,MS,MORGAN STANLEY,46858,-8566,6.6M,-1.21M,-15.5%,5.8%
38141G104,GS,GOLDMAN SACHS GROUP INC,10143,-1837,7.18M,-1.3M,-15.3%,6.3%
88160R101,TSLA,TESLA INC,105246,-25000,33.43M,-7.94M,-19.2%,29.5%
Total,,,,,113.47M,-4.63M,-4.7%,100%
