CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
69608A108,PLTR,PALANTIR TECHNOLOGIES INC,22380,9480,3.05M,1.29M,+73.5%,1.1%
36828A101,GEV,GE VERNOVA INC,3192,2012,1.69M,1.06M,+170.5%,0.59%
30303M102,META,META PLATFORMS INC,4423,1171,3.26M,864.26K,+36%,1.1%
594918104,MSFT,MICROSOFT CORP,14055,1585,6.99M,788.4K,+12.7%,2.4%
11135F101,AVGO,BROADCOM INC,46390,2810,12.79M,774.57K,+6.4%,4.4%
46138G631,QQQJ,INVESCO EXCH TRADED FD TR II,116047,23716,3.71M,758.44K,+25.7%,1.3%
03831W108,APP,APPLOVIN CORP,2002,2002,700.86K,700.86K,NEW,0.24%
64110L106,NFLX,NETFLIX INC,1320,508,1.77M,680.19K,+62.6%,0.61%
149123101,CAT,CATERPILLAR INC,3039,1737,1.18M,674.25K,+133.4%,0.41%
46625H100,JPM,JPMORGAN CHASE & CO.,15467,2180,4.48M,632.01K,+16.4%,1.6%
69374H360,COWG,PACER FDS TR,13560,13560,476.09K,476.09K,NEW,0.17%
94106L109,WM,WASTE MGMT INC DEL,42845,1836,9.8M,420.12K,+4.5%,3.4%
22160K105,COST,COSTCO WHSL CORP NEW,16139,413,15.98M,408.84K,+2.6%,5.5%
464287440,IEF,ISHARES TR,18939,3818,1.81M,365.66K,+25.2%,0.63%
459200101,IBM,INTERNATIONAL BUSINESS MACHS,1136,1136,334.89K,334.89K,NEW,0.12%
538034109,LYV,LIVE NATION ENTERTAINMENT IN,2153,2153,325.71K,325.71K,NEW,0.11%
713448108,PEP,PEPSICO INC,2410,2410,318.28K,318.28K,NEW,0.11%
92840M102,VST,VISTRA CORP,1593,1593,308.74K,308.74K,NEW,0.11%
26884L109,EQT,EQT CORP,4717,4717,275.1K,275.1K,NEW,0.1%
512807306,LRCX,LAM RESEARCH CORP,2740,2740,266.71K,266.71K,NEW,0.09%
83444M101,SOLV,SOLVENTUM CORP,3318,3318,251.64K,251.64K,NEW,0.09%
888787108,TOST,TOAST INC,5672,5672,251.21K,251.21K,NEW,0.09%
N07059210,ASML,ASML HOLDING N V,311,311,249.23K,249.23K,NEW,0.09%
293792107,EPD,ENTERPRISE PRODS PARTNERS L,8033,8033,249.11K,249.11K,NEW,0.09%
254687106,DIS,DISNEY WALT CO,1954,1954,242.28K,242.28K,NEW,0.08%
46438F101,IBIT,ISHARES BITCOIN TRUST ETF,3899,3899,238.66K,238.66K,NEW,0.08%
097023105,BA,BOEING CO,1136,1136,238.08K,238.08K,NEW,0.08%
