CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
G6683N103,NU,NU HLDGS LTD,1433124,1433124,19.2M,19.2M,NEW,2%
30303M102,META,META PLATFORMS INC,125903,22110,93.73M,16.46M,+21.3%,9.7%
02079K107,GOOG,ALPHABET INC,318679,21651,57.72M,3.92M,+7.3%,6%
58733R102,MELI,MERCADOLIBRE INC,26229,1107,67.37M,2.84M,+4.4%,7%
023135106,AMZN,AMAZON COM INC,304787,12526,67.86M,2.79M,+4.3%,7%
81762P102,NOW,SERVICENOW INC,51403,2455,52.03M,2.48M,+5%,5.4%
90353T100,UBER,UBER TECHNOLOGIES INC,342282,24362,31.58M,2.25M,+7.7%,3.3%
46120E602,ISRG,INTUITIVE SURGICAL INC,73621,3855,39.03M,2.04M,+5.5%,4%
79466L302,CRM,SALESFORCE INC,138140,7269,37.31M,1.96M,+5.6%,3.9%
252131107,DXCM,DEXCOM INC,310631,20818,26.68M,1.79M,+7.2%,2.8%
N07059210,ASML,ASML HOLDING N V,38823,2230,30.36M,1.74M,+6.1%,3.1%
57636Q104,MA,MASTERCARD INCORPORATED,83986,2962,47.27M,1.67M,+3.7%,4.9%
09857L108,BKNG,BOOKING HOLDINGS INC,6401,271,36.65M,1.55M,+4.4%,3.8%
670100205,NVO,NOVO-NORDISK A S,410241,22710,26.66M,1.48M,+5.9%,2.8%
697435105,PANW,PALO ALTO NETWORKS INC,201379,7275,40.01M,1.45M,+3.7%,4.1%
863667101,SYK,STRYKER CORPORATION,49411,2977,19.51M,1.18M,+6.4%,2%
V5633W109,MMYT,MAKEMYTRIP LIMITED MAURITIUS,311744,11785,30.29M,1.15M,+3.9%,3.1%
40415F101,HDB,HDFC BANK LTD,188950,7206,14.49M,552.63K,+4%,1.5%
594918104,MSFT,MICROSOFT CORP,448,448,222.91K,222.91K,NEW,0.02%
084670702,BRK.B,BERKSHIRE HATHAWAY INC DEL,692,0,336.15K,0,NO CHANGE,0.03%
87978U108,TPST,TEMPEST THERAPEUTICS INC,0,-10000,0,-7.38K,CLOSE,0%
02079K305,GOOGL,ALPHABET INC,91359,-240,16.1M,-42.3K,-0.3%,1.7%
464288257,ACWI,ISHARES TR,12322,-33552,1.6M,-4.36M,-73.1%,0.17%
67066G104,NVDA,NVIDIA CORPORATION,1092582,-51791,176.07M,-8.35M,-4.5%,18.2%
037833100,AAPL,APPLE INC,162001,-55909,33.35M,-11.51M,-25.7%,3.5%
Total,,,,,965.44M,42.45M,+5.5%,100%
