CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
44267T102,HHH,HOWARD HUGHES HOLDINGS INC,307223,307223,20.74M,20.74M,NEW,6.2%
464285204,IAU,ISHARES GOLD TRUST ETF,280240,274275,17.48M,17.1M,+4598.1%,5.2%
G2662B103,CRML,CRITICAL METALS CORP,2039358,2039358,7.3M,7.3M,NEW,2.2%
594972887,STRK,MICROSTRATEGY INC,22784,7036,2.76M,851.43K,+44.7%,0.82%
G7257A113,PCAPU,PROCAP ACQUISITION CORP,68284,68284,732K,732K,NEW,0.22%
384747101,GRAL,GRAIL INC,3644855,0,187.42M,0,NO CHANGE,55.7%
12233L206,BNR,BURNING ROCK BIOTECH LTD-ADR,194766,-31524,615.46K,-99.62K,-13.9%,0.18%
72814P109,PLBY,PLAYBOY INC,706620,-956132,1.14M,-1.55M,-57.5%,0.34%
46438F101,IBIT,ISHARES BITCOIN TRUST HEDGEFUND,1608082,-1546728,98.43M,-94.68M,-49%,29.2%
Total,,,,,336.61M,-49.6M,-20.2%,100%
