CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
06849F108,B,BARRICK MNG CORP,5128287,5128287,106.77M,106.77M,NEW,11.7%
65340P106,NXE,NEXGEN ENERGY LTD,1760522,1760522,12.22M,12.22M,NEW,1.3%
833635105,SQM,SOCIEDAD QUIMICA Y MINERA DE,1842113,318445,64.97M,11.23M,+20.9%,7.1%
354613101,BEN,FRANKLIN RESOURCES INC,2843849,407867,67.83M,9.73M,+16.7%,7.5%
226406106,CRESY,CRESUD S A C I F Y A,2392876,396741,25.75M,4.27M,+19.9%,2.8%
66987E206,NG,NOVAGOLD RES INC,19115209,523479,78.18M,2.14M,+2.8%,8.6%
46578C108,IE,IVANHOE ELECTRIC INC,3412561,72376,30.95M,656.45K,+2.2%,3.4%
811916105,SA,SEABRIDGE GOLD INC,7382606,39651,107.2M,575.73K,+0.5%,11.8%
67077M108,NTR,NUTRIEN LTD,573644,2163,33.41M,125.97K,+0.4%,3.7%
66510M204,NAK,NORTHERN DYNASTY MINERALS LT,19666067,0,26.35M,0,NO CHANGE,2.9%
46050R102,THM,INTERNATIONAL TOWER HILL MIN,14448418,0,12.36M,0,NO CHANGE,1.4%
46428Q109,SLV,ISHARES SILVER TR,12155,-3401,398.81K,-111.59K,-21.9%,0.04%
927926303,VGZ,VISTA GOLD CORP,3830394,-212131,3.74M,-207.02K,-5.2%,0.41%
413216300,HMY,HARMONY GOLD MINING CO LTD,0,-17215,0,-254.27K,CLOSE,0%
00912X302,AL,AIR LEASE CORP,286682,-10229,16.77M,-598.29K,-3.4%,1.8%
75281A109,RRC,RANGE RES CORP,2809804,-36859,114.27M,-1.5M,-1.3%,12.6%
80013R206,SAND,SANDSTORM GOLD LTD,1603160,-477620,15.07M,-4.49M,-23%,1.7%
023939101,AMTM,AMENTUM HOLDINGS INC,636226,-441269,15.02M,-10.42M,-41%,1.7%
714266103,PPTA,PERPETUA RESOURCES CORP,0,-1104398,0,-11.81M,CLOSE,0%
500631106,KEP,KOREA ELEC PWR CORP,268151,-831754,3.82M,-11.84M,-75.6%,0.42%
651639106,NEM,NEWMONT CORP,180570,-226045,10.52M,-13.17M,-55.6%,1.2%
780287108,RGLD,ROYAL GOLD INC,81083,-215707,14.42M,-38.36M,-72.7%,1.6%
165167735,EXE,EXPAND ENERGY CORPORATION,522716,-341771,61.13M,-39.97M,-39.5%,6.7%
48268K101,KT,KT CORP,4276464,-2035015,88.86M,-42.29M,-32.2%,9.8%
962879102,WPM,WHEATON PRECIOUS METALS CORP,0,-692499,0,-53.76M,CLOSE,0%
067901108,B,BARRICK GOLD CORP,0,-5044236,0,-98.06M,CLOSE,0%
Total,,,,,910M,-179.12M,-18.6%,100%
