CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
91531W106,TIGR,UP FINTECH HLDG LTD,6260946,2603842,60.42M,25.13M,+71.2%,51.7%
L00849106,AGRO,ADECOAGRO S A,2100278,2100278,19.2M,19.2M,NEW,16.4%
40054A108,SUPV,GRUPO SUPERVIELLE S.A,2527,2527,26.76K,26.76K,NEW,0.02%
29357K103,ENVA,ENOVA INTL INC,333352,0,37.18M,0,NO CHANGE,31.8%
Y2106R110,LPG,DORIAN LPG LTD,0,-225414,0,-5.04M,CLOSE,0%
G5S37H101,MRX,MAREX GROUP PLC,0,-974135,0,-34.41M,CLOSE,0%
Total,,,,,116.82M,4.91M,+4.8%,100%
