CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
67066G104,NVDA,NVIDIA CORPORATION,525000,525000,82.94M,82.94M,NEW,20.6%
00827B106,AFRM,AFFIRM HLDGS INC,550000,452500,38.03M,31.29M,+464.1%,9.4%
68389X105,ORCL,ORACLE CORP,80000,80000,17.49M,17.49M,NEW,4.3%
90353T100,UBER,UBER TECHNOLOGIES INC,150000,150000,13.99M,13.99M,NEW,3.5%
30303M102,META,META PLATFORMS INC,150000,15000,110.71M,11.07M,+11.1%,27.5%
25809K105,DASH,DOORDASH INC,35000,35000,8.63M,8.63M,NEW,2.1%
98954M101,ZG,ZILLOW GROUP INC,150000,50000,10.27M,3.42M,+50%,2.5%
64110L106,NFLX,NETFLIX INC,75000,0,100.43M,0,NO CHANGE,24.9%
03831W108,APP,APPLOVIN CORP,25000,-20000,8.75M,-7M,-44.4%,2.2%
G8068L108,SN,SHARKNINJA INC,0,-100000,0,-8.34M,CLOSE,0%
82509L107,SHOP,SHOPIFY INC,0,-175000,0,-16.71M,CLOSE,0%
H5919C104,ONON,ON HLDG AG,227714,-340000,11.85M,-17.7M,-59.9%,2.9%
75960P104,RELY,REMITLY GLOBAL INC,0,-901234,0,-18.75M,CLOSE,0%
023135106,AMZN,AMAZON COM INC,0,-110000,0,-20.93M,CLOSE,0%
Total,,,,,403.11M,79.42M,+30.5%,100%
