CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,327655,327655,74.21M,74.21M,NEW,36.1%
26856L103,ELF,E L F BEAUTY INC,604535,0,75.23M,0,NO CHANGE,36.6%
49714P108,KNSL,KINSALE CAP GROUP INC,115498,0,55.89M,0,NO CHANGE,27.2%
Total,,,,,205.33M,74.21M,+78.8%,100%
