CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
80874P109,LNWO,LIGHT & WONDER INC,2273594,2273594,218.86M,218.86M,NEW,36.4%
G3643J108,FLUT,FLUTTER ENTMT PLC,425511,425511,121.59M,121.59M,NEW,20.2%
36828A101,GEV,GE VERNOVA INC,194250,194250,102.79M,102.79M,NEW,17.1%
58506Q109,MEDP,MEDPACE HLDS INC,4800,1100,1.51M,345.25K,+29.7%,0.25%
617700109,MORN,MORNINGSTAR INC,4300,200,1.35M,62.79K,+4.9%,0.22%
23804L103,DDOG,DATADOG INC,51263,-4308,6.89M,-578.69K,-7.8%,1.1%
82509L107,SHOP,SHOPIFY INC,28835,-5819,3.33M,-671.22K,-16.8%,0.55%
18915M107,NET,CLOUDFLARE INC,18360,-3797,3.6M,-743.57K,-17.1%,0.6%
74275K108,PCOR,PROCORE TECHNOLOGIES INC,68839,-15202,4.71M,-1.04M,-18.1%,0.78%
852234103,XYZ,BLOCK INC,88416,-18794,6.01M,-1.28M,-17.5%,1%
833445109,SNOW,SNOWFLAKE INC,28716,-6252,6.43M,-1.4M,-17.9%,1.1%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,0,-6007,0,-2.12M,CLOSE,0%
L8681T102,SPOT,SPOTIFY TECHNOLOGY S A,7029,-3108,5.39M,-2.38M,-30.7%,0.9%
26603R106,DUOL,DUOLINGO INC,11525,-6815,4.73M,-2.79M,-37.2%,0.79%
M7S64H106,MNDY,MONDAY COM LTD,40691,-9263,12.8M,-2.91M,-18.5%,2.1%
67066G104,NVDA,NVIDIA CORPORATION,638975,-799047,100.95M,-126.24M,-55.6%,16.8%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,0,-2026277,0,-336.36M,CLOSE,0%
Total,,,,,600.91M,-34.88M,-6.4%,100%
