CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
55024U109,LITE,LUMENTUM HLDGS INC,441100,441100,71.77M,71.77M,NEW,6.6%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,353900,253800,98.84M,70.88M,+253.5%,9%
87305R109,TTMI,TTM TECHNOLOGIES INC,940071,940071,54.15M,54.15M,NEW,4.9%
032654105,ADI,ANALOG DEVICES INC,201900,201900,49.61M,49.61M,NEW,4.5%
458140100,INTC,INTEL CORP,1164300,1164300,39.06M,39.06M,NEW,3.6%
171779309,CIEN,CIENA CORP,250400,250400,36.48M,36.48M,NEW,3.3%
097023105,BA,BOEING CO,163900,163900,35.37M,35.37M,NEW,3.2%
219350105,GLW,CORNING INC,406000,406000,33.3M,33.3M,NEW,3%
36118L106,FUTU,FUTU HLDGS LTD,186800,186800,32.49M,32.49M,NEW,3%
032095101,APH,AMPHENOL CORP NEW,308600,185300,38.19M,22.93M,+150.3%,3.5%
446413106,HII,HUNTINGTON INGALLS INDS INC,73000,73000,21.02M,21.02M,NEW,1.9%
038222105,AMAT,APPLIED MATLS INC,97500,97500,19.96M,19.96M,NEW,1.8%
351858105,FNV,FRANCO NEV CORP,70400,70400,15.69M,15.69M,NEW,1.4%
01609W102,BABA,ALIBABA GROUP HLDG LTD,131200,83600,23.45M,14.94M,+175.6%,2.1%
19260Q107,COIN,COINBASE GLOBAL INC,69900,38000,23.59M,12.82M,+119.1%,2.2%
871607107,SNPS,SYNOPSYS INC,25800,25800,12.73M,12.73M,NEW,1.2%
67066G104,NVDA,NVIDIA CORPORATION,222500,67000,41.51M,12.5M,+43.1%,3.8%
747525103,QCOM,QUALCOMM INC,67500,67500,11.23M,11.23M,NEW,1%
80004C200,SNDK,SANDISK CORP,97000,97000,10.88M,10.88M,NEW,0.99%
02079K305,GOOGL,ALPHABET INC,32100,32100,7.8M,7.8M,NEW,0.71%
06849F108,B,BARRICK MNG CORP,1172300,190800,38.42M,6.25M,+19.4%,3.5%
19247G107,COHR,COHERENT CORP,395400,53000,42.59M,5.71M,+15.5%,3.9%
23703Q203,DQ,DAQO NEW ENERGY CORP,469833,180457,13.22M,5.08M,+62.4%,1.2%
47215P106,JD,JD.COM INC,215000,111000,7.52M,3.88M,+106.7%,0.69%
35969L108,YMM,FULL TRUCK ALLIANCE CO LTD,119100,119100,1.54M,1.54M,NEW,0.14%
874080104,TAL,TAL EDUCATION GROUP,881672,96895,9.87M,1.09M,+12.3%,0.9%
127387108,CDNS,CADENCE DESIGN SYSTEM INC,69300,0,24.34M,0,NO CHANGE,2.2%
950915108,WRD,WERIDE INC,1398800,0,13.85M,0,NO CHANGE,1.3%
926400102,VSCO,VICTORIAS SECRET AND CO,0,-52800,0,-977.86K,CLOSE,0%
007903107,AMD,ADVANCED MICRO DEVICES INC,566700,-6300,91.69M,-1.02M,-1.1%,8.4%
G11448100,BTDR,BITDEER TECHNOLOGIES GROUP,0,-290700,0,-3.34M,CLOSE,0%
573874104,MRVL,MARVELL TECHNOLOGY INC,500600,-173900,42.09M,-14.62M,-25.8%,3.8%
012653101,ALB,ALBEMARLE CORP,317785,-207231,25.77M,-16.8M,-39.5%,2.4%
91332U101,U,UNITY SOFTWARE INC,447602,-660100,17.92M,-26.43M,-59.6%,1.6%
91347P105,OLED,UNIVERSAL DISPLAY CORP,0,-229800,0,-35.49M,CLOSE,0%
03831W108,APP,APPLOVIN CORP,5505,-86729,3.96M,-62.32M,-94%,0.36%
G25457105,CRDO,CREDO TECHNOLOGY GROUP HOLDI,153500,-527055,22.35M,-76.74M,-77.4%,2%
04626A103,ALAB,ASTERA LABS INC,324000,-856848,63.44M,-167.77M,-72.6%,5.8%
Total,,,,,1.1B,203.66M,+33.4%,100%
