CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
925050106,VRNA,VERONA PHARMA PLC,137552,137552,14.68M,14.68M,NEW,2.3%
48251W500,KKRPRD,KKR & CO INC,480000,250000,25.42M,13.24M,+108.7%,4.1%
D18190898,DB,DEUTSCHE BANK A G,353240,349057,12.42M,12.27M,+8344.7%,2%
460690100,IPG,INTERPUBLIC GROUP COS INC,399260,399260,11.14M,11.14M,NEW,1.8%
282559103,ETNB,89BIO INC,600000,600000,8.82M,8.82M,NEW,1.4%
N5749R100,MRUS,MERUS N V,90000,90000,8.47M,8.47M,NEW,1.4%
G7T16G103,SPNS,SAPIENS INTL CORP N V,177135,177135,7.62M,7.62M,NEW,1.2%
80013R206,SAND,SANDSTORM GOLD LTD,553194,553194,6.93M,6.93M,NEW,1.1%
M2682V108,CYBR,CYBERARK SOFTWARE LTD,12361,12361,5.97M,5.97M,NEW,0.95%
35137L204,FOX,FOX CORP,276443,96060,15.84M,5.5M,+53.3%,2.5%
69349H107,TXNM,TXNM ENERGY INC,105000,93000,5.94M,5.26M,+775%,0.95%
904311107,UAA,UNDER ARMOUR INC,1517445,1007926,7.57M,5.03M,+197.8%,1.2%
15677J108,DAY,DAYFORCE INC,72000,72000,4.96M,4.96M,NEW,0.79%
G16252101,BIP,BROOKFIELD INFRAST PARTNERS,174940,149315,5.75M,4.91M,+582.7%,0.92%
G16234109,BBU,BROOKFIELD BUSINESS PARTNERS,150405,150405,4.9M,4.9M,NEW,0.78%
G16258108,BEP,BROOKFIELD RENEWABLE PARTNER,416093,139593,10.73M,3.6M,+50.5%,1.7%
81369Y803,XLK,SELECT SECTOR SPDR TR,12245,12245,3.45M,3.45M,NEW,0.55%
487836108,K,KELLANOVA,41100,40500,3.37M,3.32M,+6750%,0.54%
G98196101,WNS,WNS HLDGS LTD,43082,43082,3.29M,3.29M,NEW,0.52%
852312305,STAA,STAAR SURGICAL CO,121258,121258,3.26M,3.26M,NEW,0.52%
74346Y103,PRO,PROS HOLDINGS INC,135000,135000,3.09M,3.09M,NEW,0.49%
92343X100,VRNT,VERINT SYS INC,144538,144538,2.93M,2.93M,NEW,0.47%
030506109,AMWD,AMERICAN WOODMARK CORPORATIO,40000,40000,2.67M,2.67M,NEW,0.43%
H01301128,ALC,ALCON AG,91984,35228,6.83M,2.62M,+62.1%,1.1%
74051N102,PINC,PREMIER INC,90000,90000,2.5M,2.5M,NEW,0.4%
92719V100,VMEO,VIMEO INC,287223,287223,2.23M,2.23M,NEW,0.35%
464287655,IWM,ISHARES TR,14178,8535,3.43M,2.07M,+151.2%,0.55%
69924R108,PGRE,PARAMOUNT GROUP INC,299942,299942,1.96M,1.96M,NEW,0.31%
81762P102,NOW,SERVICENOW INC,2560,2071,2.36M,1.91M,+423.5%,0.38%
00971TAL5,AKAM,AKAMAI TECHNOLOGIES INC,5000000,2000000,4.72M,1.89M,+66.7%,0.75%
939653101,ELME,ELME COMMUNITIES,100000,100000,1.69M,1.69M,NEW,0.27%
16115Q308,GTLS,CHART INDS INC,8000,8000,1.6M,1.6M,NEW,0.26%
002824100,ABT,ABBOTT LABS,11000,11000,1.47M,1.47M,NEW,0.23%
G05384501,AHL,ASPEN INSURANCE HOLDINGS LTD,38936,38936,1.43M,1.43M,NEW,0.23%
89157D105,TRML,TOURMALINE BIO INC,29661,29661,1.42M,1.42M,NEW,0.23%
40172N107,GHLD,GUILD HLDGS CO,150000,70000,2.99M,1.4M,+87.5%,0.48%
00912X302,AL,AIR LEASE CORP,20000,20000,1.27M,1.27M,NEW,0.2%
401617105,GES,GUESS INC,118288,70974,1.98M,1.19M,+150%,0.32%
58985J105,MLNK,MERIDIANLINK INC,58800,58800,1.17M,1.17M,NEW,0.19%
531229771,FWONA,LIBERTY MEDIA CORP DEL,46411,12122,4.42M,1.15M,+35.4%,0.7%
717081103,PFE,PFIZER INC,45109,45109,1.15M,1.15M,NEW,0.18%
88337F105,ODP,THE ODP CORP,40181,40181,1.12M,1.12M,NEW,0.18%
73754Y100,PBPB,POTBELLY CORP,61403,61403,1.05M,1.05M,NEW,0.17%
46005L101,IMXI,INTERNATIONAL MNY EXPRESS IN,72000,72000,1.01M,1.01M,NEW,0.16%
