CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
464287234,EEM,Ishares Tr,1900000,1900000,101.46M,101.46M,NEW,2.6%
023135106,AMZN,Amazon Com Inc,437070,437070,95.97M,95.97M,NEW,2.4%
349381103,FIGR,Figure Technology Solutio,2116825,2116825,76.99M,76.99M,NEW,2%
86384P109,STUB,Stubhub Hldgs Inc,4259516,4259516,71.73M,71.73M,NEW,1.8%
30303M102,META,Meta Platforms Inc,76100,76100,55.89M,55.89M,NEW,1.4%
36828A101,GEV,Ge Vernova Inc,77320,77320,47.54M,47.54M,NEW,1.2%
G25508105,CRH,Crh Plc,393820,393820,47.22M,47.22M,NEW,1.2%
92840M102,VST,Vistra Corp,233985,233985,45.84M,45.84M,NEW,1.2%
060505104,BAC,Bank America Corp,989250,647350,51.03M,33.4M,+189.3%,1.3%
185899101,CLF,Cleveland-Cliffs Inc New,2715035,2715035,33.12M,33.12M,NEW,0.84%
90138F102,TWLO,Twilio Inc,512800,312325,51.33M,31.26M,+155.8%,1.3%
N62509109,NAMS,Newamsterdam Pharma Company,1923700,1091525,54.71M,31.04M,+131.2%,1.4%
531229755,FWONK,Liberty Media Corp Del,288400,288400,30.12M,30.12M,NEW,0.77%
253393102,DKS,Dicks Sporting Goods Inc,132425,132425,29.43M,29.43M,NEW,0.75%
78464A797,KBE,Spdr Series Trust,482095,482095,28.65M,28.65M,NEW,0.73%
256163106,DOCU,Docusign Inc,1685950,395510,121.54M,28.51M,+30.6%,3.1%
00835Q202,AEVA,Aeva Technologies Inc,1839314,1839314,26.67M,26.67M,NEW,0.68%
929740108,WAB,Wabtec,302410,131900,60.62M,26.44M,+77.4%,1.5%
69331C108,PCG,Pg&E Corp,1649300,1649300,24.87M,24.87M,NEW,0.63%
02079K305,GOOGL,Alphabet Inc,102200,102200,24.84M,24.84M,NEW,0.63%
457669307,INSM,Insmed Inc,2423435,170000,349M,24.48M,+7.5%,8.9%
76131D103,QSR,Restaurant Brands Intl Inc,1131365,380355,72.57M,24.4M,+50.6%,1.8%
526057104,LEN,Lennar Corp,279424,189524,35.22M,23.89M,+210.8%,0.9%
042068205,ARM,Arm Holdings Plc,167900,167900,23.76M,23.76M,NEW,0.6%
144285103,CRS,Carpenter Technology Corp,220035,93400,54.03M,22.93M,+73.8%,1.4%
G0896C103,TBBB,Bbb Foods Inc,1183125,822575,31.9M,22.18M,+228.1%,0.81%
23331A109,DHI,D R Horton Inc,205150,127750,34.77M,21.65M,+165.1%,0.88%
816850101,SMTC,Semtech Corp,301515,301515,21.54M,21.54M,NEW,0.55%
632307104,NTRA,Natera Inc,3214532,129342,517.44M,20.82M,+4.2%,13.2%
372460105,GPC,Genuine Parts Co,144185,144185,19.98M,19.98M,NEW,0.51%
737446104,POST,Post Hldgs Inc,176400,176400,18.96M,18.96M,NEW,0.48%
80004C200,SNDK,Sandisk Corp,166235,166235,18.65M,18.65M,NEW,0.47%
87165B103,SYF,Synchrony Financial,261825,261825,18.6M,18.6M,NEW,0.47%
22266T109,CPNG,Coupang Inc,4633124,527700,149.19M,16.99M,+12.9%,3.8%
19240Q201,COGT,Cogent Biosciences Inc,1059580,1059580,15.22M,15.22M,NEW,0.39%
881624209,TEVA,Teva Pharmaceutical Inds Ltd,16593935,625000,335.2M,12.62M,+3.9%,8.5%
58733R102,MELI,Mercadolibre Inc,58344,4619,136.35M,10.79M,+8.6%,3.5%
74366E102,PTGX,Protagonist Therapeutics Inc,159700,159700,10.61M,10.61M,NEW,0.27%
29337E102,ELVN,Enliven Therapeutics Inc,947405,484405,19.39M,9.92M,+104.6%,0.49%
68404L201,OPCH,Option Care Health Inc,977685,340835,27.14M,9.46M,+53.5%,0.69%
14040H105,COF,Capital One Finl Corp,43920,43920,9.34M,9.34M,NEW,0.24%
169656105,CMG,Chipotle Mexican Grill Inc,233205,233205,9.14M,9.14M,NEW,0.23%
83418M103,SEI,Solaris Energy Infras Inc,145600,145600,5.82M,5.82M,NEW,0.15%
60937P106,MDB,Mongodb Inc,17710,17710,5.5M,5.5M,NEW,0.14%
882681109,TXRH,Texas Roadhouse Inc,29800,29800,4.95M,4.95M,NEW,0.13%
278768106,SATS,Echostar Corp,60765,60765,4.64M,4.64M,NEW,0.12%
874039100,TSM,Taiwan Semiconductor Mfg Ltd,765085,0,213.68M,0,NO CHANGE,5.4%
925050106,VRNA,Verona Pharma Plc,1002080,0,106.93M,0,NO CHANGE,2.7%
74623V103,PCT,Purecycle Technologies Inc,2303084,0,30.29M,0,NO CHANGE,0.77%
G65163100,JOBY,Joby Aviation Inc,0,-31489,0,-332K,CLOSE,0%
37950E259,ARGT,Global X Fds,254045,-13655,17.72M,-952.56K,-5.1%,0.45%
163851108,CC,Chemours Co,0,-421800,0,-4.83M,CLOSE,0%
235851102,DHR,Danaher Corporation,0,-24700,0,-4.88M,CLOSE,0%
883556102,TMO,Thermo Fisher Scientific Inc,0,-12200,0,-4.95M,CLOSE,0%
81141R100,SE,Sea Ltd,274200,-35530,49.01M,-6.35M,-11.5%,1.2%
M3760D101,ESLT,Elbit Sys Ltd,0,-18287,0,-8.22M,CLOSE,0%
