CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
687793109,OSCR,OSCAR HEALTH INC,770002,770002,14.58M,14.58M,NEW,1.7%
98956A105,ZETA,ZETA GLOBAL HOLDINGS CORP,592741,592741,11.78M,11.78M,NEW,1.4%
037833100,AAPL,APPLE INC,131635,9327,33.52M,2.37M,+7.6%,4%
87043Q108,SG,SWEETGREEN INC,616191,153525,4.92M,1.22M,+33.2%,0.58%
166764100,CVX,CHEVRON CORP NEW,123493,7743,19.18M,1.2M,+6.7%,2.3%
25179M103,DVN,DEVON ENERGY CORP NEW,287110,28532,10.06M,999.98K,+11%,1.2%
670100205,NVO,NOVO-NORDISK A S,152574,17662,8.47M,980.06K,+13.1%,1%
34354P105,FLS,FLOWSERVE CORP,23965,15880,1.27M,843.86K,+196.4%,0.15%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,22200,1449,10.89M,710.56K,+7%,1.3%
679295105,OKTA,OKTA INC,98102,6648,9M,609.62K,+7.3%,1.1%
26701L100,BROS,DUTCH BROS INC,15150,8460,792.95K,442.8K,+126.5%,0.09%
92343V104,VZ,VERIZON COMMUNICATIONS INC,141922,9132,6.24M,401.35K,+6.9%,0.74%
34959E109,FTNT,FORTINET INC,215632,4095,18.13M,344.31K,+1.9%,2.1%
46120E602,ISRG,INTUITIVE SURGICAL INC,33807,752,15.12M,336.32K,+2.3%,1.8%
81762P102,NOW,SERVICENOW INC,20059,319,18.46M,293.57K,+1.6%,2.2%
M85548101,SSYS,STRATASYS LTD,1133604,23561,12.7M,263.88K,+2.1%,1.5%
79466L302,CRM,SALESFORCE INC,49448,1014,11.72M,240.32K,+2.1%,1.4%
98980G102,ZS,ZSCALER INC,45200,779,13.54M,233.44K,+1.8%,1.6%
459200101,IBM,INTERNATIONAL BUSINESS MACHS,49937,793,14.09M,223.75K,+1.6%,1.7%
855244109,SBUX,STARBUCKS CORP,91230,2148,7.71M,181.64K,+2.4%,0.91%
007903107,AMD,ADVANCED MICRO DEVICES INC,133808,1086,21.65M,175.7K,+0.8%,2.6%
739128106,POWL,POWELL INDS INC,78885,519,24.04M,158.2K,+0.7%,2.8%
78463V107,GLD,SPDR GOLD TR,7839,260,2.79M,92.42K,+3.4%,0.33%
G5960L103,MDT,MEDTRONIC PLC,156525,813,14.91M,77.43K,+0.5%,1.8%
86800U302,SMCI,SUPER MICRO COMPUTER INC,514352,1339,24.66M,64.19K,+0.3%,2.9%
097023105,BA,BOEING CO,51291,289,11.07M,62.38K,+0.6%,1.3%
