CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
79466L302,CRM,SALESFORCE INC,2362,2362,559.72K,559.72K,NEW,0.18%
45409F843,MMIN,NEW YORK LIFE INVTS ACTIVE E,15113,15113,359.84K,359.84K,NEW,0.11%
46137V357,RSP,INVESCO EXCHANGE TRADED FD T,1690,1690,320.59K,320.59K,NEW,0.1%
36828A101,GEV,GE VERNOVA INC,3650,458,2.24M,281.64K,+14.3%,0.72%
98149E303,GLDM,WORLD GOLD TR,99500,3253,7.61M,248.69K,+3.4%,2.4%
02156V109,OKLO,OKLO INC,2150,2150,240K,240K,NEW,0.08%
24703L202,DELL,DELL TECHNOLOGIES INC,1600,1600,226.83K,226.83K,NEW,0.07%
452308109,ITW,ILLINOIS TOOL WKS INC,780,780,203.39K,203.39K,NEW,0.06%
21037T109,CEG,CONSTELLATION ENERGY CORP,613,613,201.88K,201.88K,NEW,0.06%
69608A108,PLTR,PALANTIR TECHNOLOGIES INC,23484,1104,4.28M,201.39K,+4.9%,1.4%
92840M102,VST,VISTRA CORP,2095,502,410.47K,98.36K,+31.5%,0.13%
64110L106,NFLX,NETFLIX INC,1402,82,1.68M,98.3K,+6.2%,0.54%
464287440,IEF,ISHARES TR,19893,954,1.92M,92.02K,+5%,0.61%
46438F101,IBIT,ISHARES BITCOIN TRUST ETF,5218,1319,339.17K,85.73K,+33.8%,0.11%
46138G649,QQQM,INVESCO EXCH TRADED FD TR II,14285,335,3.53M,82.78K,+2.4%,1.1%
46138G631,QQQJ,INVESCO EXCH TRADED FD TR II,118186,2139,4.23M,76.55K,+1.8%,1.3%
92189F676,SMH,VANECK ETF TRUST,3094,223,1.01M,72.78K,+7.8%,0.32%
464287457,SHY,ISHARES TR,7534,874,625.01K,72.51K,+13.1%,0.2%
478160104,JNJ,JOHNSON & JOHNSON,1692,314,313.69K,58.21K,+22.8%,0.1%
007903107,AMD,ADVANCED MICRO DEVICES INC,25580,338,4.14M,54.69K,+1.3%,1.3%
30303M102,META,META PLATFORMS INC,4473,50,3.28M,36.72K,+1.1%,1%
03831W108,APP,APPLOVIN CORP,2053,51,1.48M,36.65K,+2.5%,0.47%
580135101,MCD,MCDONALDS CORP,904,114,274.63K,34.63K,+14.4%,0.09%
46654Q609,JGRO,J P MORGAN EXCHANGE TRADED F,32332,342,3.03M,32.06K,+1.1%,0.97%
46641Q134,JIRE,J P MORGAN EXCHANGE TRADED F,30142,424,2.22M,31.18K,+1.4%,0.71%
33739Q408,FTSM,FIRST TR EXCHANGE-TRADED FD,37721,515,2.26M,30.85K,+1.4%,0.72%
031162100,AMGN,AMGEN INC,8492,85,2.4M,23.99K,+1%,0.76%
459200101,IBM,INTERNATIONAL BUSINESS MACHS,1208,72,340.72K,20.31K,+6.3%,0.11%
437076102,HD,HOME DEPOT INC,2294,50,929.4K,20.26K,+2.2%,0.3%
539830109,LMT,LOCKHEED MARTIN CORP,2429,34,1.21M,16.97K,+1.4%,0.39%
74762E102,PWR,QUANTA SVCS INC,1790,35,741.81K,14.5K,+2%,0.24%
369604301,GE,GE AEROSPACE,3312,47,996.31K,14.14K,+1.4%,0.32%
75513E101,RTX,RTX CORPORATION,14669,75,2.45M,12.55K,+0.5%,0.78%
166764100,CVX,CHEVRON CORP NEW,4867,80,755.75K,12.42K,+1.7%,0.24%
33737J802,NFTY,FIRST TR EXCH TRD ALPHDX FD,37444,212,2.13M,12.07K,+0.6%,0.68%
888787108,TOST,TOAST INC,6002,330,219.13K,12.05K,+5.8%,0.07%
09255P107,HYT,BLACKROCK CORPOR HI YLD FD I,23794,1257,226.04K,11.94K,+5.6%,0.07%
33741X102,SDVY,FIRST TR EXCHANGE-TRADED FD,52491,284,2M,10.8K,+0.5%,0.64%
863667101,SYK,STRYKER CORPORATION,857,20,316.73K,7.39K,+2.4%,0.1%
742718109,PG,PROCTER AND GAMBLE CO,1492,48,229.21K,7.37K,+3.3%,0.07%
81369Y886,XLU,SELECT SECTOR SPDR TR,11902,78,1.04M,6.8K,+0.7%,0.33%
747525103,QCOM,QUALCOMM INC,2601,40,432.7K,6.65K,+1.6%,0.14%
03945R102,ACHR,ARCHER AVIATION INC,15546,681,148.93K,6.52K,+4.6%,0.05%
22160K105,COST,COSTCO WHSL CORP NEW,16146,7,14.95M,6.48K,+0%,4.8%
46641Q332,JEPI,J P MORGAN EXCHANGE TRADED F,45520,112,2.6M,6.4K,+0.2%,0.83%
69374H360,COWG,PACER FDS TR,13736,176,498.6K,6.39K,+1.3%,0.16%
464287515,IGV,ISHARES TR,3307,50,380.34K,5.75K,+1.5%,0.12%
78467X109,DIA,SPDR DOW JONES INDL AVERAGE,3666,11,1.7M,5.1K,+0.3%,0.54%
83444M101,SOLV,SOLVENTUM CORP,3383,65,246.96K,4.75K,+2%,0.08%
00206R102,T,AT&T INC,18418,167,520.13K,4.72K,+0.9%,0.17%
756158101,UTG,REAVES UTIL INCOME FD,6506,100,257.76K,3.96K,+1.6%,0.08%
293792107,EPD,ENTERPRISE PRODS PARTNERS L,8156,123,255.05K,3.85K,+1.5%,0.08%
46654Q203,JEPQ,J P MORGAN EXCHANGE TRADED F,51242,65,2.95M,3.74K,+0.1%,0.94%
29273V100,ET,ENERGY TRANSFER L P,11818,216,202.8K,3.71K,+1.9%,0.06%
37045V100,GM,GENERAL MTRS CO,6630,50,404.23K,3.05K,+0.8%,0.13%
254687106,DIS,DISNEY WALT CO,1972,18,225.84K,2.06K,+0.9%,0.07%
00287Y109,ABBV,ABBVIE INC,1160,8,268.67K,1.85K,+0.7%,0.09%
V7780T103,RCL,ROYAL CARIBBEAN GROUP,2224,5,719.62K,1.62K,+0.2%,0.23%
74347X831,TQQQ,PROSHARES TR,3782,11,391.06K,1.14K,+0.3%,0.12%
345370860,F,FORD MTR CO,17827,72,213.21K,861.1,+0.4%,0.07%
78463V107,GLD,SPDR GOLD TR,1945,2,691.39K,710.94,+0.1%,0.22%
922908769,VTI,VANGUARD INDEX FDS,1732,2,568.24K,656.16,+0.1%,0.18%
46138E511,PGX,INVESCO EXCH TRADED FD TR II,16724,32,194K,371.2,+0.2%,0.06%
46625H100,JPM,JPMORGAN CHASE & CO.,15468,1,4.88M,315.43,+0%,1.6%
548661107,LOW,LOWES COS INC,1439,1,361.74K,251.38,+0.1%,0.12%
46137V191,RFV,INVESCO EXCHANGE TRADED FD T,1810,1,232.21K,128.29,+0.1%,0.07%
46137V175,RZG,INVESCO EXCHANGE TRADED FD T,9005,1,490.49K,54.47,+0%,0.16%
46120E602,ISRG,INTUITIVE SURGICAL INC,25297,0,11.31M,0,NO CHANGE,3.6%
042068205,ARM,ARM HOLDINGS PLC,4140,0,585.77K,0,NO CHANGE,0.19%
