CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
N07059210,ASML,ASML HOLDING N V,12000,0,11.62M,0,NO CHANGE,7.3%
893641100,TDG,TRANSDIGM GROUP INC,6200,0,8.17M,0,NO CHANGE,5.1%
165167735,EXE,EXPAND ENERGY CORPORATION,69700,0,7.4M,0,NO CHANGE,4.7%
03674X106,AR,ANTERO RESOURCES CORP,213269,0,7.16M,0,NO CHANGE,4.5%
02079K305,GOOGL,ALPHABET INC,20100,0,4.89M,0,NO CHANGE,3.1%
82846H405,QXO,QXO INC,215000,0,4.1M,0,NO CHANGE,2.6%
651718504,NPKI,NPK INTERNATIONAL INC,1062263,-26460,12.01M,-299.26K,-2.4%,7.6%
92537N108,VRT,VERTIV HOLDINGS CO,37800,-9000,5.7M,-1.36M,-19.2%,3.6%
023135106,AMZN,AMAZON COM INC,62300,-6500,13.68M,-1.43M,-9.4%,8.6%
594918104,MSFT,MICROSOFT CORP,32600,-5200,16.89M,-2.69M,-13.8%,10.6%
71385M107,PRM,PERIMETER SOLUTIONS INC,570038,-184114,12.76M,-4.12M,-24.4%,8%
278768106,SATS,ECHOSTAR CORP,715000,-250065,54.6M,-19.09M,-25.9%,34.3%
Total,,,,,158.98M,-28.99M,-22.2%,100%
