CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
21873S108,CRWV,COREWEAVE INC,3079120,3079120,421.38M,421.38M,NEW,9.7%
26884L109,EQT,EQT CORP,2346705,1894224,127.73M,103.1M,+418.6%,2.9%
093712107,BE,BLOOM ENERGY CORP,3223969,1179552,272.65M,99.75M,+57.7%,6.3%
629377508,NRG,NRG ENERGY INC,892960,536004,144.61M,86.81M,+150.2%,3.3%
21037T109,CEG,CONSTELLATION ENERGY CORP,943864,229101,310.6M,75.39M,+32.1%,7.2%
11135F101,AVGO,BROADCOM INC,219909,219890,72.55M,72.54M,+1157315.8%,1.7%
92537N108,VRT,VERTIV HOLDINGS CO,2221109,467388,335.08M,70.51M,+26.7%,7.7%
17253J106,CIFR,CIPHER MINING INC,5104537,5104537,64.27M,64.27M,NEW,1.5%
19247G107,COHR,COHERENT CORP,680599,448081,73.31M,48.27M,+192.7%,1.7%
833445109,SNOW,SNOWFLAKE INC,212829,212829,48M,48M,NEW,1.1%
199908104,FIX,COMFORT SYS USA INC,54715,54715,45.15M,45.15M,NEW,1%
15101Q207,CLS,CELESTICA INC,1359711,168390,335.01M,41.49M,+14.1%,7.7%
04626A103,ALAB,ASTERA LABS INC,1378351,197320,269.88M,38.64M,+16.7%,6.2%
92840M102,VST,VISTRA CORP,1562250,193912,306.08M,37.99M,+14.2%,7.1%
44812J104,HUT,HUT 8 CORP,1948995,1021955,67.84M,35.57M,+110.2%,1.6%
37637K108,GTLB,GITLAB INC,712184,712184,32.11M,32.11M,NEW,0.74%
04010E109,AGX,ARGAN INC,225750,115188,60.96M,31.11M,+104.2%,1.4%
87422Q109,TLN,TALEN ENERGY CORP,445039,68611,189.31M,29.19M,+18.2%,4.4%
Q4982L109,IREN,IREN LIMITED,3873337,607189,181.78M,28.5M,+18.6%,4.2%
038222105,AMAT,APPLIED MATLS INC,247969,137205,50.77M,28.09M,+123.9%,1.2%
000360206,AAON,AAON INC,527874,193376,49.32M,18.07M,+57.8%,1.1%
29084Q100,EME,EMCOR GROUP INC,27179,27179,17.65M,17.65M,NEW,0.41%
482480100,KLAC,KLA CORP,37140,13629,40.06M,14.7M,+58%,0.92%
88080T104,WULF,TERAWULF INC,1136932,1136932,12.98M,12.98M,NEW,0.3%
G11448100,BTDR,BITDEER TECHNOLOGIES GROUP,1378789,546280,23.56M,9.34M,+65.6%,0.54%
767292105,RIOT,RIOT PLATFORMS INC,5570188,428967,106M,8.16M,+8.3%,2.4%
52476L109,LGN,LEGENCE CORP,205254,205254,6.32M,6.32M,NEW,0.15%
40609P105,HNRG,HALLADOR ENERGY COMPANY,320759,292577,6.28M,5.73M,+1038.2%,0.14%
05603J108,BKV,BKV CORP,170652,170652,3.95M,3.95M,NEW,0.09%
512807306,LRCX,LAM RESEARCH CORP,500863,18533,67.07M,2.48M,+3.8%,1.5%
89346D107,TAC,TRANSALTA CORP,745013,111426,10.17M,1.52M,+17.6%,0.23%
87288V101,TSSI,TSS INC DEL,431263,78114,7.81M,1.41M,+22.1%,0.18%
023135106,AMZN,AMAZON COM INC,4922,4833,1.08M,1.06M,+5430.3%,0.02%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,680,176,189.92K,49.15K,+34.9%,<.01%
02079K107,GOOG,ALPHABET INC,4785,0,1.17M,0,NO CHANGE,0.03%
594918104,MSFT,MICROSOFT CORP,374,-92,193.71K,-47.65K,-19.7%,<.01%
007903107,AMD,ADVANCED MICRO DEVICES INC,0,-623,0,-88.4K,CLOSE,0%
67066G104,NVDA,NVIDIA CORPORATION,97259,-34171,18.15M,-6.38M,-26%,0.42%
02079K305,GOOGL,ALPHABET INC,11502,-60191,2.8M,-14.63M,-84%,0.06%
21874A106,CORZ,CORE SCIENTIFIC INC NEW,0,-1349657,0,-23.04M,CLOSE,0%
N97284108,NBIS,NEBIUS GROUP N.V.,2009450,-218674,225.6M,-24.55M,-9.8%,5.2%
G3323L100,FN,FABRINET,116817,-76764,42.59M,-27.99M,-39.7%,0.98%
595112103,MU,MICRON TECHNOLOGY INC,1483742,-403936,248.26M,-67.59M,-21.4%,5.7%
36828A101,GEV,GE VERNOVA INC,54717,-329952,33.65M,-202.89M,-85.8%,0.78%
Total,,,,,4.33B,1.17B,+52.5%,100%
