CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
88160R101,TSLA,TESLA INC,14703,6460,6.54M,2.87M,+78.4%,2.4%
464287457,SHY,ISHARES TR,25750,12250,2.14M,1.02M,+90.7%,0.78%
02079K305,GOOGL,ALPHABET INC,70904,2867,17.24M,696.97K,+4.2%,6.3%
21873S108,CRWV,COREWEAVE INC,2730,2730,373.6K,373.6K,NEW,0.14%
254687106,DIS,DISNEY WALT CO,4755,3030,544.45K,346.94K,+175.7%,0.2%
478160104,JNJ,JOHNSON & JOHNSON,1404,1404,260.33K,260.33K,NEW,0.1%
81369Y407,XLY,SELECT SECTOR SPDR TR,895,895,214.48K,214.48K,NEW,0.08%
46625H100,JPM,JPMORGAN CHASE & CO.,3037,135,957.96K,42.58K,+4.7%,0.35%
38141G104,GS,GOLDMAN SACHS GROUP INC,445,50,354.38K,39.82K,+12.7%,0.13%
464287721,IYW,ISHARES TR,9995,0,1.96M,0,NO CHANGE,0.72%
02079K107,GOOG,ALPHABET INC,6677,0,1.63M,0,NO CHANGE,0.6%
78462F103,SPY,SPDR S&P 500 ETF TR,2186,0,1.46M,0,NO CHANGE,0.53%
25434V401,DFUS,DIMENSIONAL ETF TRUST,7420,0,537.5K,0,NO CHANGE,0.2%
654106103,NKE,NIKE INC,5552,0,387.14K,0,NO CHANGE,0.14%
29273V100,ET,ENERGY TRANSFER L P,15500,0,265.98K,0,NO CHANGE,0.1%
22160K105,COST,COSTCO WHSL CORP NEW,220,0,203.64K,0,NO CHANGE,0.07%
247361702,DAL,DELTA AIR LINES INC DEL,4750,-50,269.56K,-2.84K,-1%,0.1%
007903107,AMD,ADVANCED MICRO DEVICES INC,3993,-60,646.03K,-9.71K,-1.5%,0.24%
922908363,VOO,VANGUARD INDEX FDS,506,-22,309.86K,-13.47K,-4.2%,0.11%
852234103,XYZ,BLOCK INC,2950,-500,213.2K,-36.14K,-14.5%,0.08%
464287556,IBB,ISHARES TR,6395,-485,923.25K,-70.02K,-7%,0.34%
31428X106,FDX,FEDEX CORP,1150,-450,271.18K,-106.11K,-28.1%,0.1%
46090E103,QQQ,INVESCO QQQ TR,4965,-375,2.98M,-225.14K,-7%,1.1%
907818108,UNP,UNION PAC CORP,3275,-1160,774.11K,-274.19K,-26.2%,0.28%
747525103,QCOM,QUALCOMM INC,0,-1886,0,-300.36K,CLOSE,0%
24703L202,DELL,DELL TECHNOLOGIES INC,0,-2500,0,-306.5K,CLOSE,0%
68389X105,ORCL,ORACLE CORP,5825,-1250,1.64M,-351.55K,-17.7%,0.6%
74347R214,BIB,PROSHARES TR,0,-8000,0,-366.48K,CLOSE,0%
09260D107,BX,BLACKSTONE INC,3675,-2500,627.87K,-427.13K,-40.5%,0.23%
79466L302,CRM,SALESFORCE INC,0,-1590,0,-433.58K,CLOSE,0%
81762P102,NOW,SERVICENOW INC,705,-475,648.8K,-437.13K,-40.3%,0.24%
532457108,LLY,ELI LILLY & CO,415,-620,316.64K,-473.06K,-59.9%,0.12%
92189F676,SMH,VANECK ETF TRUST,14025,-1790,4.58M,-584.18K,-11.3%,1.7%
25459W847,TNA,DIREXION SHS ETF TR,28805,-13560,1.3M,-613.45K,-32%,0.48%
N6596X109,NXPI,NXP SEMICONDUCTORS N V,4880,-2775,1.11M,-631.95K,-36.3%,0.41%
86800U302,SMCI,SUPER MICRO COMPUTER INC,10850,-18250,520.15K,-874.9K,-62.7%,0.19%
042068205,ARM,ARM HOLDINGS PLC,8175,-7925,1.16M,-1.12M,-49.2%,0.42%
25459W862,SPXL,DIREXION SHS ETF TR,27625,-6400,5.85M,-1.36M,-18.8%,2.1%
90353T100,UBER,UBER TECHNOLOGIES INC,27300,-14275,2.67M,-1.4M,-34.3%,0.98%
64110L106,NFLX,NETFLIX INC,0,-1554,0,-2.08M,CLOSE,0%
023135106,AMZN,AMAZON COM INC,28506,-9695,6.26M,-2.13M,-25.4%,2.3%
697435105,PANW,PALO ALTO NETWORKS INC,15056,-11290,3.07M,-2.3M,-42.9%,1.1%
594918104,MSFT,MICROSOFT CORP,24897,-4720,12.9M,-2.44M,-15.9%,4.7%
25459W458,SOXL,DIREXION SHS ETF TR,224865,-79205,7.83M,-2.76M,-26%,2.9%
02156V109,OKLO,OKLO INC,75255,-29995,8.4M,-3.35M,-28.5%,3.1%
69608A108,PLTR,PALANTIR TECHNOLOGIES INC,42015,-19763,7.66M,-3.61M,-32%,2.8%
74347R206,QLD,PROSHARES TR,109055,-39560,14.96M,-5.43M,-26.6%,5.5%
30303M102,META,META PLATFORMS INC,27214,-7580,19.99M,-5.57M,-21.8%,7.3%
11135F101,AVGO,BROADCOM INC,39975,-19400,13.19M,-6.4M,-32.7%,4.8%
037833100,AAPL,APPLE INC,47284,-69589,12.04M,-17.72M,-59.5%,4.4%
67066G104,NVDA,NVIDIA CORPORATION,560151,-105174,104.51M,-19.62M,-15.8%,38.3%
Total,,,,,272.68M,-77.95M,-26.2%,100%
