CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
816850101,SMTC,SEMTECH CORP,419094,419094,29.94M,29.94M,NEW,0.96%
093712107,BE,BLOOM ENERGY CO,684946,309150,57.93M,26.14M,+82.3%,1.9%
04010E109,AGX,ARGAN INC,86532,86532,23.37M,23.37M,NEW,0.75%
30049H102,EVLV,EVOLV TECHNOLOGIES,2619822,2619822,19.78M,19.78M,NEW,0.63%
640268306,NKTR,NEKTAR THERAPEUTICS,323246,323246,18.39M,18.39M,NEW,0.59%
433000106,HIMS,HIMS & HERS HEALTH INC,305921,305921,17.35M,17.35M,NEW,0.56%
23204G100,CUBI,CUSTOMERS BANCORP INC,231753,231753,15.15M,15.15M,NEW,0.49%
65487K100,LASR,NLIGHT INC,486481,481596,14.41M,14.27M,+9858.7%,0.46%
92839U206,VC,VISTEON CORP,117785,117785,14.12M,14.12M,NEW,0.45%
20464U100,COMP,COMPASS INC,1587893,1587893,12.75M,12.75M,NEW,0.41%
44980X109,IPGP,IPG PHOTONICS CORP,151967,151967,12.03M,12.03M,NEW,0.39%
296315104,ESE,ESCO TECHNOLOGIES INC,141419,52379,29.85M,11.06M,+58.8%,0.96%
40131M109,GH,GUARDANT HEALTH INC,873203,173281,54.56M,10.83M,+24.8%,1.7%
45245E109,IMAX,IMAX CORP,329172,329172,10.78M,10.78M,NEW,0.35%
092244102,BRCB,BLACK ROCK COFFEE BAR,415046,415046,9.9M,9.9M,NEW,0.32%
607828100,MOD,MODINE MANUFACTURING CO,391719,69162,55.69M,9.83M,+21.4%,1.8%
46222L108,IONQ,IONQ INC,457780,156423,28.15M,9.62M,+51.9%,0.9%
204166102,CVLT,COMMVAULT SYSTEMS INC,156894,50470,29.62M,9.53M,+47.4%,0.95%
859241101,STRL,STERLING INFRASTRUCTURE INC,82582,27627,28.05M,9.38M,+50.3%,0.9%
42238D107,HTFL,HEARTFLOW INC,217938,217938,7.34M,7.34M,NEW,0.24%
12740C103,CADE,CADENCE BANK,342322,185947,12.85M,6.98M,+118.9%,0.41%
33748L101,FWRG,FIRST WATCH RESTAURANT GROUP,821090,436252,12.84M,6.82M,+113.4%,0.41%
125141101,CECO,CECO ENVIRONMENTAL CORP,119407,119407,6.11M,6.11M,NEW,0.2%
589378108,MRCY,MERCURY SYSTEMS INC,533092,76379,41.26M,5.91M,+16.7%,1.3%
19046P209,CCB,COASTAL FINANCIAL CORP,59086,51665,6.39M,5.59M,+696.2%,0.2%
71367G102,PWP,PERELLA WEINBERG PARTNERS,803654,235448,17.13M,5.02M,+41.4%,0.55%
01748X102,ALGT,ALLEGIANT TRAVEL CO,427718,81987,25.99M,4.98M,+23.7%,0.83%
604749101,MIRM,MIRUM PHARMACEUTICALS INC,369600,63834,27.1M,4.68M,+20.9%,0.87%
60471A101,MIR,MIRION TECHNOLOGIES INC,1137165,171920,26.45M,4M,+17.8%,0.85%
483497103,KALV,KALVISTA PHARMACEUTICALS INC,1351254,313205,16.46M,3.81M,+30.2%,0.53%
82982T106,SITM,SITIME CORPORATION,162243,12519,48.89M,3.77M,+8.4%,1.6%
78473E103,SPXC,SPX TECHNOLOGIES INC,153507,18403,28.67M,3.44M,+13.6%,0.92%
52603A208,LC,LENDINGCLUB CORP,211874,211874,3.22M,3.22M,NEW,0.1%
782011100,RSI,RUSH STREET INTERACTIVE INC,1341739,149918,27.48M,3.07M,+12.6%,0.88%
000361105,AIR,AAR CORPORATION,364875,27870,32.72M,2.5M,+8.3%,1%
19240Q201,COGT,COGENT BIOSCIENCES INC,1579496,133722,22.68M,1.92M,+9.2%,0.73%
30041R108,EVER,EVERQUOTE INC,689253,69668,15.76M,1.59M,+11.2%,0.51%
89422G107,TVTX,TRAVERE THERAPEUTICS INC,2146767,55407,51.31M,1.32M,+2.6%,1.6%
030111207,AMSC,AMERICAN SEMICONDUCTOR CORP,521183,21129,30.95M,1.25M,+4.2%,0.99%
03831W108,APP,APPLOVIN CORP,1169,1169,839.97K,839.97K,NEW,0.03%
64073B103,NP,NEPTUNE INSURANCE HOLDINGS,40239,40239,804.78K,804.78K,NEW,0.03%
500946108,KRRO,KORRO BIO INC,16469,16469,788.7K,788.7K,NEW,0.03%
