CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
007903107,AMD,ADVANCED MICRO DEVICES INC,200000,200000,32.36M,32.36M,NEW,6.5%
G6683N103,NU,NU HLDGS LTD,3430000,1570000,54.91M,25.14M,+84.4%,11.1%
22266T109,CPNG,COUPANG INC,2935000,413375,94.51M,13.31M,+16.4%,19.1%
90353W103,UI,UBIQUITI INC,84400,15215,55.75M,10.05M,+22%,11.3%
03783C100,APPF,APPFOLIO INC,288500,12175,79.53M,3.36M,+4.4%,16.1%
N97284108,NBIS,NEBIUS GROUP N.V.,473250,-26750,53.13M,-3M,-5.3%,10.7%
L8681T102,SPOT,SPOTIFY TECHNOLOGY S A,17800,-13425,12.42M,-9.37M,-43%,2.5%
25809K105,DASH,DOORDASH INC,212000,-52750,57.66M,-14.35M,-19.9%,11.7%
18915M107,NET,CLOUDFLARE INC,0,-81765,0,-16.01M,CLOSE,0%
81141R100,SE,SEA LTD,305000,-126500,54.51M,-22.61M,-29.3%,11%
Total,,,,,494.79M,18.87M,+4.8%,100%
