CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
02079K107,GOOG,ALPHABET INC,54000,10800,13.15M,2.63M,+25%,19%
68389X105,ORCL,ORACLE CORP,50000,0,14.06M,0,NO CHANGE,20.4%
69608A108,PLTR,PALANTIR TECHNOLOGIES INC,67500,0,12.31M,0,NO CHANGE,17.8%
Y3894J187,IMPP,IMPERIAL PETE INC,1601812,0,7.66M,0,NO CHANGE,11.1%
46120E602,ISRG,INTUITIVE SURGICAL INC,15425,0,6.9M,0,NO CHANGE,10%
21874A106,CORZ,CORE SCIENTIFIC INC NEW,300000,0,5.38M,0,NO CHANGE,7.8%
640268306,NKTR,NEKTAR THERAPEUTICS,37349,0,2.13M,0,NO CHANGE,3.1%
293594107,ENVX,ENOVIX CORPORATION,138375,0,1.38M,0,NO CHANGE,2%
37954Y871,URA,GLOBAL X FDS,27169,0,1.3M,0,NO CHANGE,1.9%
46438R105,ETHA,ISHARES ETHEREUM TR,30000,0,945.3K,0,NO CHANGE,1.4%
85208P303,URNM,SPROTT FDS TR,15000,0,906.45K,0,NO CHANGE,1.3%
829933100,SIRI,SIRIUSXM HOLDINGS INC,29312,0,682.24K,0,NO CHANGE,0.99%
916896103,UEC,URANIUM ENERGY CORP,41835,0,558.08K,0,NO CHANGE,0.81%
G9460G101,VAL,VALARIS LTD,10000,0,487.7K,0,NO CHANGE,0.71%
46138G474,PSCE,INVESCO EXCH TRADED FD TR II,9000,0,383.59K,0,NO CHANGE,0.56%
389638107,ETHE,GRAYSCALE ETHEREUM TRUST ETF,10000,0,342.7K,0,NO CHANGE,0.5%
248356107,DNN,DENISON MINES CORP,120243,0,330.67K,0,NO CHANGE,0.48%
H8817H100,RIG,TRANSOCEAN LTD,60000,0,187.2K,0,NO CHANGE,0.27%
Total,,,,,69.09M,2.63M,+4.9%,100%
