CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,647287,647287,118.08M,118.08M,NEW,1.3%
053015103,ADP,AUTOMATIC DATA PROCESSING,339325,339325,99.59M,99.59M,NEW,1.1%
191216100,KO,COCA-COLA COMPANY,1492231,1492231,98.96M,98.96M,NEW,1.1%
17275R102,CSCO,CISCO SYSTEMS,1415849,1415849,96.87M,96.87M,NEW,1%
78409V104,SPGI,S&P GLOBAL,183686,183686,89.4M,89.4M,NEW,0.95%
02079K107,GOOG,ALPHABET INC,1861846,270494,453.45M,65.88M,+17%,4.8%
67066G104,NVDA,NVIDIA,7840421,177878,1.46B,33.19M,+2.3%,15.5%
594918104,MSFT,MICROSOFT CORP,2336917,58621,1.21B,30.36M,+2.6%,12.9%
037833100,AAPL,APPLE COMPUTER INC,4238026,85795,1.08B,21.85M,+2.1%,11.5%
023135106,AMZN,AMAZON.COM INC,2844812,99182,624.63M,21.78M,+3.6%,6.6%
88160R101,TSLA,TESLA INC,834553,29954,371.14M,13.32M,+3.7%,3.9%
95040Q104,WELL,WELLTOWER INC,901524,64359,160.6M,11.46M,+7.7%,1.7%
22160K105,COST,COSTCO WHOLESALE CORP,177247,11323,164.06M,10.48M,+6.8%,1.7%
11135F101,AVGO,BROADCOM INC,1275099,29680,420.67M,9.79M,+2.4%,4.5%
09857L108,BKNG,BOOKING HOLDINGS INC,22669,1514,122.4M,8.17M,+7.2%,1.3%
74340W103,PLD,"PROLOGIS, INC.",1021463,57572,116.98M,6.59M,+6%,1.2%
46625H100,JPM,JPMORGAN CHASE & CO,876716,20457,276.54M,6.45M,+2.4%,2.9%
532457108,LLY,ELI LILLY & CO,243316,6799,185.65M,5.19M,+2.9%,2%
79466L302,CRM,SALESFORCE,379005,19857,89.82M,4.71M,+5.5%,0.95%
060505104,BAC,BANK OF AMERICA CORP,2473714,77862,127.62M,4.02M,+3.2%,1.4%
81762P102,NOW,SERVICENOW INC,104817,4150,96.46M,3.82M,+4.1%,1%
437076102,HD,"HOME DEPOT, INC.",328561,7648,133.13M,3.1M,+2.4%,1.4%
00287Y109,ABBV,ABBVIE INC,536670,12629,124.26M,2.92M,+2.4%,1.3%
68389X105,ORCL,ORACLE CORP,508076,9899,142.89M,2.78M,+2%,1.5%
742718109,PG,PROCTER & GAMBLE CO,790314,9133,121.43M,1.4M,+1.2%,1.3%
64110L106,NFLX,NETFLIX INC.,139323,552,167.04M,661.8K,+0.4%,1.8%
91324P102,UNH,UNITEDHEALTH GROUP,261694,-1673,90.36M,-577.68K,-0.6%,0.96%
92826C839,V,VISA INC-CLASS A SHARES,848848,-12032,289.78M,-4.11M,-1.4%,3.1%
337738108,FISV,FISERV,401168,-46373,51.72M,-5.98M,-10.4%,0.55%
57636Q104,MA,MASTERCARD INC,423462,-18782,240.87M,-10.68M,-4.2%,2.6%
05722G100,BKR,BAKER HUGHES CO,4465829,-483979,217.57M,-23.58M,-9.8%,2.3%
02079K305,GOOGL,ALPHABET INC,1520452,-360489,369.62M,-87.63M,-19.2%,3.9%
Total,,,,,9.41B,638.28M,+8.2%,100%
