CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
69932A204,PSKY,PARAMOUNT SKYDANCE CORP,47088625,47088625,890.92M,890.92M,NEW,16.7%
051774107,AUR,AURORA INNOVATION INC,6081579,2631579,32.78M,14.18M,+76.3%,0.61%
881624209,TEVA,TEVA PHARMACEUTICAL INDS LTD,28588790,431872,577.49M,8.72M,+1.5%,10.8%
91822M502,VEON,VEON LTD,6044094,86428,328.98M,4.7M,+1.5%,6.2%
00187Y100,APG,API GROUP CORP,307200,102400,10.56M,3.52M,+50%,0.2%
G9460G101,VAL,VALARIS LTD,3710929,55029,180.98M,2.68M,+1.5%,3.4%
66987E206,NG,NOVAGOLD RES INC,35111968,209014,308.99M,1.84M,+0.6%,5.8%
75281A109,RRC,RANGE RES CORP,7200474,38860,271.03M,1.46M,+0.5%,5.1%
32076V103,AG,FIRST MAJESTIC SILVER CORP,10022690,58594,123.18M,720.12K,+0.6%,2.3%
806857108,SLB,SCHLUMBERGER LTD,4149171,20526,142.61M,705.48K,+0.5%,2.7%
92189F791,GDXJ,VANECK ETF TRUST,2582737,7057,255.77M,698.85K,+0.3%,4.8%
G25508105,CRH,CRH PLC,59761,148,7.17M,17.75K,+0.2%,0.13%
594918104,MSFT,MICROSOFT CORP,73023,14,37.82M,7.25K,+0%,0.71%
448579102,H,HYATT HOTELS CORP,62923,46,8.93M,6.53K,+0.1%,0.17%
82575P107,SBSW,SIBANYE STILLWATER LTD,28430409,0,319.56M,0,NO CHANGE,6%
67066G104,NVDA,NVIDIA CORPORATION,383660,0,71.58M,0,NO CHANGE,1.3%
88023B103,TEM,TEMPUS AI INC,783859,0,63.27M,0,NO CHANGE,1.2%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,205000,0,57.25M,0,NO CHANGE,1.1%
732908108,PONY,PONY AI INC,2379892,0,53.52M,0,NO CHANGE,1%
81762P102,NOW,SERVICENOW INC,46104,0,42.43M,0,NO CHANGE,0.79%
G65163100,JOBY,JOBY AVIATION INC,2338980,0,37.75M,0,NO CHANGE,0.71%
58733R102,MELI,MERCADOLIBRE INC,15014,0,35.09M,0,NO CHANGE,0.66%
46120E602,ISRG,INTUITIVE SURGICAL INC,76357,0,34.15M,0,NO CHANGE,0.64%
88160R101,TSLA,TESLA INC,43961,0,19.55M,0,NO CHANGE,0.37%
75629V104,RXRX,RECURSION PHARMACEUTICALS IN,3675077,0,17.93M,0,NO CHANGE,0.34%
60770K107,MRNA,MODERNA INC,373095,0,9.64M,0,NO CHANGE,0.18%
023135106,AMZN,AMAZON COM INC,42410,0,9.31M,0,NO CHANGE,0.17%
26603R106,DUOL,DUOLINGO INC,25000,0,8.05M,0,NO CHANGE,0.15%
26142V105,DKNG,DRAFTKINGS INC NEW,160967,0,6.02M,0,NO CHANGE,0.11%
90353T100,UBER,UBER TECHNOLOGIES INC,53700,0,5.26M,0,NO CHANGE,0.1%
37611X209,DNA,GINKGO BIOWORKS HOLDINGS INC,250282,0,3.65M,0,NO CHANGE,0.07%
G1110E107,BHVN,BIOHAVEN LTD,24390,0,366.09K,0,NO CHANGE,<.01%
12504L109,CBRE,CBRE GROUP INC,0,-16337,0,-2.29M,CLOSE,0%
14040H105,COF,CAPITAL ONE FINL CORP,0,-16134,0,-3.43M,CLOSE,0%
77311W101,RKT,ROCKET COS INC,0,-242100,0,-3.43M,CLOSE,0%
687793109,OSCR,OSCAR HEALTH INC,0,-180000,0,-3.86M,CLOSE,0%
53190C102,LTH,LIFE TIME GROUP HOLDINGS INC,0,-146300,0,-4.44M,CLOSE,0%
02079K305,GOOGL,ALPHABET INC,0,-26845,0,-4.73M,CLOSE,0%
48251W104,KKR,KKR & CO INC,0,-37600,0,-5M,CLOSE,0%
H8088L103,SRAD,SPORTRADAR GROUP AG,0,-297980,0,-8.37M,CLOSE,0%
413216300,HMY,HARMONY GOLD MINING CO LTD,11334733,-6874542,205.73M,-124.77M,-37.8%,3.8%
146869102,CVNA,CARVANA CO,3093536,-671715,1.17B,-253.4M,-17.8%,21.8%
92556H206,PSKY,PARAMOUNT GLOBAL,0,-51040940,0,-658.43M,CLOSE,0%
Total,,,,,5.34B,-141.96M,-3.1%,100%
