CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
79466L302,CRM,SALESFORCE INC,10980,10980,2.6M,2.6M,NEW,0.48%
225310101,CACC,CREDIT ACCEP CORP MICH,130431,1502,60.9M,701.33K,+1.2%,11.1%
02079K305,GOOGL,ALPHABET INC,32520,0,7.91M,0,NO CHANGE,1.4%
594918104,MSFT,MICROSOFT CORP,11500,0,5.96M,0,NO CHANGE,1.1%
70432V102,PAYC,PAYCOM SOFTWARE INC,12395,0,2.58M,0,NO CHANGE,0.47%
244199105,DE,DEERE & CO,5001,0,2.29M,0,NO CHANGE,0.42%
98850P109,YUMC,YUM CHINA HLDGS INC,444321,-47944,19.07M,-2.06M,-9.7%,3.5%
44332N106,HTHT,H WORLD GROUP LTD,603416,-56236,23.6M,-2.2M,-8.5%,4.3%
30303M102,META,META PLATFORMS INC,139712,-3276,102.6M,-2.41M,-2.3%,18.8%
45841N107,IBKR,INTERACTIVE BROKERS GROUP IN,799267,-50653,55M,-3.49M,-6%,10.1%
M98068105,WIX,WIX COM LTD,314996,-23004,55.95M,-4.09M,-6.8%,10.2%
722304102,PDD,PDD HOLDINGS INC,301232,-34337,39.81M,-4.54M,-10.2%,7.3%
146869102,CVNA,CARVANA CO,445255,-65097,167.97M,-24.56M,-12.8%,30.8%
Total,,,,,546.24M,-40.03M,-7.4%,100%
