CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
852234103,XYZ,BLOCK INC,1050000,1050000,57.05M,57.05M,NEW,5.8%
833445109,SNOW,SNOWFLAKE INC,360000,240000,52.62M,35.08M,+200%,5.4%
049468101,TEAM,ATLASSIAN CORPORATION,200000,165000,42.44M,35.01M,+471.4%,4.4%
64110L106,NFLX,NETFLIX INC,35000,35000,32.64M,32.64M,NEW,3.3%
461202103,INTU,INTUIT,50980,50980,31.3M,31.3M,NEW,3.2%
30303M102,META,META PLATFORMS INC,140000,50000,80.69M,28.82M,+55.6%,8.3%
09857L108,BKNG,BOOKING HOLDINGS INC,9000,6000,41.46M,27.64M,+200%,4.3%
81141R100,SE,SEA LTD,200000,200000,26.1M,26.1M,NEW,2.7%
17275R102,CSCO,CISCO SYS INC,800000,400000,49.37M,24.68M,+100%,5.1%
77543R102,ROKU,ROKU INC,525000,331024,36.98M,23.32M,+170.7%,3.8%
30212P303,EXPE,EXPEDIA GROUP INC,190000,130000,31.94M,21.85M,+216.7%,3.3%
46438F101,IBIT,ISHARES BITCOIN TRUST ETF,488000,450544,22.84M,21.09M,+1202.9%,2.3%
01609W102,BABA,ALIBABA GROUP HLDG LTD,150000,150000,19.83M,19.83M,NEW,2%
75734B100,RDDT,REDDIT INC,180000,180000,18.88M,18.88M,NEW,1.9%
26142V105,DKNG,DRAFTKINGS INC NEW,600000,550000,19.93M,18.27M,+1100%,2%
007903107,AMD,ADVANCED MICRO DEVICES INC,150000,150000,15.41M,15.41M,NEW,1.6%
747525103,QCOM,QUALCOMM INC,200000,100000,30.72M,15.36M,+100%,3.2%
90353T100,UBER,UBER TECHNOLOGIES INC,200000,200000,14.57M,14.57M,NEW,1.5%
00827B106,AFRM,AFFIRM HLDGS INC,600000,299000,27.11M,13.51M,+99.3%,2.8%
00214Q104,ARKK,ARK ETF TR,270000,270000,12.85M,12.85M,NEW,1.3%
595112103,MU,MICRON TECHNOLOGY INC,130000,130000,11.3M,11.3M,NEW,1.2%
88339J105,TTD,THE TRADE DESK INC,200738,200738,10.98M,10.98M,NEW,1.1%
482497104,BEKE,KE HLDGS INC,525000,525000,10.55M,10.55M,NEW,1.1%
146869102,CVNA,CARVANA CO,150000,50000,31.36M,10.45M,+50%,3.2%
958102105,WDC,WESTERN DIGITAL CORP,400000,250000,16.17M,10.11M,+166.7%,1.7%
23804L103,DDOG,DATADOG INC,200000,100000,19.84M,9.92M,+100%,2%
256163106,DOCU,DOCUSIGN INC,110000,110000,8.95M,8.95M,NEW,0.92%
565394103,CART,MAPLEBEAR INC,400000,175000,15.96M,6.98M,+77.8%,1.6%
70614W100,PTON,PELOTON INTERACTIVE INC,1100000,1100000,6.95M,6.95M,NEW,0.71%
35137L105,FOXA,FOX CORP,420000,120000,23.77M,6.79M,+40%,2.4%
G3643J108,FLUT,FLUTTER ENTMT PLC,220000,30406,48.74M,6.74M,+16%,5%
N14506104,ESTC,ELASTIC N V,210000,60000,18.71M,5.35M,+40%,1.9%
70450Y103,PYPL,PAYPAL HLDGS INC,300000,70000,19.57M,4.57M,+30.4%,2%
25809K105,DASH,DOORDASH INC,80000,5000,14.62M,913.85K,+6.7%,1.5%
46090E103,QQQ,INVESCO QQQ TR,1000,1000,468.92K,468.92K,NEW,0.05%
922908363,VOO,VANGUARD INDEX FDS,2700,-4400,1.39M,-2.26M,-62%,0.14%
G4124C109,GRAB,GRAB HOLDINGS LIMITED,0,-1000000,0,-4.72M,CLOSE,0%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,110000,-30000,18.26M,-4.98M,-21.4%,1.9%
22266T109,CPNG,COUPANG INC,0,-350000,0,-7.69M,CLOSE,0%
83406F102,SOFI,SOFI TECHNOLOGIES INC,0,-500000,0,-7.7M,CLOSE,0%
458140100,INTC,INTEL CORP,0,-510000,0,-10.23M,CLOSE,0%
040413205,ANET,ARISTA NETWORKS INC,0,-120000,0,-13.26M,CLOSE,0%
16119P108,CHTR,CHARTER COMMUNICATIONS INC N,0,-50000,0,-17.14M,CLOSE,0%
934550203,WMG,WARNER MUSIC GROUP CORP,0,-600000,0,-18.6M,CLOSE,0%
11135F101,AVGO,BROADCOM INC,0,-81000,0,-18.78M,CLOSE,0%
47215P106,JD,JD.COM INC,800000,-520000,32.9M,-21.38M,-39.4%,3.4%
594918104,MSFT,MICROSOFT CORP,0,-60000,0,-25.29M,CLOSE,0%
02079K305,GOOGL,ALPHABET INC,0,-151000,0,-28.58M,CLOSE,0%
573874104,MRVL,MARVELL TECHNOLOGY INC,0,-300000,0,-33.13M,CLOSE,0%
00206R102,T,AT&T INC,0,-1500000,0,-34.16M,CLOSE,0%
023135106,AMZN,AMAZON COM INC,0,-202000,0,-44.32M,CLOSE,0%
Total,,,,,975.23M,312.06M,+45.5%,100%
