CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
594918104,MSFT,MICROSOFT CORP,44408,0,16.67M,0,NO CHANGE,17.3%
037833100,AAPL,APPLE INC,71434,0,15.87M,0,NO CHANGE,16.5%
46120E602,ISRG,INTUITIVE SURGICAL INC,19600,0,9.71M,0,NO CHANGE,10.1%
64110L106,NFLX,NETFLIX INC,3946,0,3.68M,0,NO CHANGE,3.8%
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,41000,0,3.46M,0,NO CHANGE,3.6%
023135106,AMZN,AMAZON.COM INC,13900,0,2.64M,0,NO CHANGE,2.7%
15101Q207,CLS,CELESTICA INC,11100,0,874.79K,0,NO CHANGE,0.91%
532457108,LLY,ELI LILLY & CO,1018,0,840.78K,0,NO CHANGE,0.87%
11135F101,AVGO,BROADCOM INC,4000,0,669.72K,0,NO CHANGE,0.7%
N07059210,ASML,ASML HOLDING NV-NY REG SHS,1000,0,662.63K,0,NO CHANGE,0.69%
22160K105,COST,COSTCO WHOLESALE CORP,600,0,567.47K,0,NO CHANGE,0.59%
57636Q104,MA,MASTERCARD INC - A,1000,0,548.12K,0,NO CHANGE,0.57%
30303M102,META,META PLATFORMS INC-CLASS A,800,0,461.09K,0,NO CHANGE,0.48%
042068205,ARM,ARM HOLDINGS PLC-ADR,3800,0,405.8K,0,NO CHANGE,0.42%
127387108,CDNS,CADENCE DESIGN SYS INC,1200,0,305.2K,0,NO CHANGE,0.32%
N3167Y103,RACE,FERRARI NV,700,0,299.52K,0,NO CHANGE,0.31%
79466L302,CRM,SALESFORCE INC,938,0,251.72K,0,NO CHANGE,0.26%
83587F202,SRNE,SORRENTO THERAPEUTICS INC,0,-51800,0,-26,CLOSE,0%
047649108,ATKR,ATKORE INC,0,-2600,0,-216.97K,CLOSE,0%
457669307,INSM,INSMED INC,0,-3700,0,-255.45K,CLOSE,0%
21037T109,CEG,CONSTELLATION ENERGY,0,-1200,0,-268.45K,CLOSE,0%
595112103,MU,MICRON TECHNOLOGY INC,1400,-3929,121.65K,-341.39K,-73.7%,0.13%
88033G407,THC,TENET HEALTHCARE CORP,0,-3000,0,-378.69K,CLOSE,0%
98980G102,ZS,ZSCALER INC,0,-4600,0,-829.89K,CLOSE,0%
67066G104,NVDA,NVIDIA CORP,296560,-10000,32.14M,-1.08M,-3.3%,33.4%
747525103,QCOM,QUALCOMM INC,8478,-8100,1.3M,-1.24M,-48.9%,1.4%
02079K305,GOOGL,ALPHABET INC-CL A,30800,-10000,4.76M,-1.55M,-24.5%,4.9%
418100103,HCP,HASHICORP INC-CL A,0,-71308,0,-2.44M,CLOSE,0%
Total,,,,,96.24M,-8.6M,-7.2%,100%
