CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
05464C101,AXON,AXON ENTERPRISE INC,413937,33988,217.71M,17.88M,+8.9%,20.4%
88160R101,TSLA,TESLA INC,152602,-6887,39.55M,-1.78M,-4.3%,3.7%
594918104,MSFT,MICROSOFT ORD,116043,-5401,43.56M,-2.03M,-4.4%,4.1%
M7S64H106,MNDY,MONDAY COM LTD,238132,-10927,57.9M,-2.66M,-4.4%,5.4%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,362230,-17277,60.13M,-2.87M,-4.6%,5.6%
23804L103,DDOG,DATADOG INC,775260,-40085,76.91M,-3.98M,-4.9%,7.2%
18915M107,NET,CLOUDFLARE INC,1115568,-51672,125.71M,-5.82M,-4.4%,11.8%
30303M102,META,META PLATFORMS INC,220745,-10456,127.23M,-6.03M,-4.5%,11.9%
023135106,AMZN,AMAZON COM INC,790880,-35964,150.47M,-6.84M,-4.3%,14.1%
82509L107,SHOP,SHOPIFY INC,1751328,-83863,167.22M,-8.01M,-4.6%,15.7%
Total,,,,,1.07B,-22.14M,-1.8%,100%
