CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
85205L107,SWTX,SPRINGWORKS THERAPEUTICS INC,123980,123980,5.47M,5.47M,NEW,1.4%
92532F100,VRTX,VERTEX PHARMACEUTICALS INC,8300,8300,4.02M,4.02M,NEW,1%
04280A100,ARWR,ARROWHEAD PHARMACEUTICALS IN,629214,248628,8.02M,3.17M,+65.3%,2.1%
02043Q107,ALNY,ALNYLAM PHARMACEUTICALS INC,5716,5716,1.54M,1.54M,NEW,0.4%
45258J102,IMVT,IMMUNOVANT INC,72000,72000,1.23M,1.23M,NEW,0.32%
M96088105,URGN,UROGEN PHARMA LTD,107622,79931,1.19M,884.04K,+288.7%,0.31%
H17182108,CRSP,CRISPR THERAPEUTICS AG,60097,25100,2.05M,854.15K,+71.7%,0.53%
02319V103,ABEV,AMBEV SA,804206,151849,1.87M,353.81K,+23.3%,0.49%
717081103,PFE,PFIZER INC,32327,10349,819.17K,262.24K,+47.1%,0.21%
G9460G101,VAL,VALARIS LTD,20222,6040,793.92K,237.13K,+42.6%,0.21%
77313F106,RCKT,ROCKET PHARMACEUTICALS INC,432760,35110,2.89M,234.18K,+8.8%,0.75%
45826J105,NTLA,INTELLIA THERAPEUTICS INC,58709,31000,417.42K,220.41K,+111.9%,0.11%
Y95308105,WVE,WAVE LIFE SCIENCES LTD,113550,25550,917.48K,206.44K,+29%,0.24%
92859G608,VZLA,VIZSLA SILVER CORP,192487,75966,436.94K,172.44K,+65.2%,0.11%
62955J103,NOV,NOV INC,49745,6856,757.12K,104.35K,+16%,0.2%
811916105,SA,SEABRIDGE GOLD INC,44074,8087,514.34K,94.38K,+22.5%,0.13%
G65431127,NE,NOBLE CORP PLC,14287,3762,338.6K,89.16K,+35.7%,0.09%
05370A108,RNA,AVIDITY BIOSCIENCES INC,34500,2600,1.02M,76.75K,+8.2%,0.27%
52886X107,LXEO,LEXEO THERAPEUTICS INC,160198,22083,555.89K,76.63K,+16%,0.14%
26818M108,DYN,DYNE THERAPEUTICS INC,27566,7200,288.34K,75.31K,+35.4%,0.08%
92915B106,VYGR,VOYAGER THERAPEUTICS INC,21645,21645,73.16K,73.16K,NEW,0.02%
85208P303,URNM,SPROTT FDS TR,12114,1838,392.98K,59.62K,+17.9%,0.1%
35104E100,FDMT,4D MOLECULAR THERAPEUTICS IN,131000,10000,423.13K,32.3K,+8.3%,0.11%
05280R100,AUTL,AUTOLUS THERAPEUTICS PLC,251674,20000,390.09K,31K,+8.6%,0.1%
462222100,IONS,IONIS PHARMACEUTICALS INC,267594,800,8.07M,24.14K,+0.3%,2.1%
31189P102,FATE,FATE THERAPEUTICS INC,109026,22026,86.14K,17.4K,+25.3%,0.02%
L8681T102,SPOT,SPOTIFY TECHNOLOGY S A,145000,0,80.5M,0,NO CHANGE,21%
88160R101,TSLA,TESLA INC,220000,0,57.41M,0,NO CHANGE,15%
82509L107,SHOP,SHOPIFY INC,415000,0,39.84M,0,NO CHANGE,10.4%
81141R100,SE,SEA LTD,210000,0,27.42M,0,NO CHANGE,7.1%
023135106,AMZN,AMAZON COM INC,141000,0,26.97M,0,NO CHANGE,7%
67066G104,NVDA,NVIDIA CORPORATION,73000,0,7.93M,0,NO CHANGE,2.1%
18915M107,NET,CLOUDFLARE INC,60000,0,6.76M,0,NO CHANGE,1.8%
N71542109,PRQR,PROQR THRAPEUTICS N V,4985633,0,6.63M,0,NO CHANGE,1.7%
03969K108,ARQT,ARCUTIS BIOTHERAPEUTICS INC,325709,0,5.09M,0,NO CHANGE,1.3%
004225108,ACAD,ACADIA PHARMACEUTICALS INC,148400,0,2.46M,0,NO CHANGE,0.64%
75629V104,RXRX,RECURSION PHARMACEUTICALS IN,119000,0,629.51K,0,NO CHANGE,0.16%
697900108,PAAS,PAN AMERN SILVER CORP,21284,0,549.77K,0,NO CHANGE,0.14%
26873J107,EMX,EMX RTY CORP,216968,0,442.62K,0,NO CHANGE,0.12%
00166B105,ALXO,ALX ONCOLOGY HLDGS INC,509059,0,317.14K,0,NO CHANGE,0.08%
80007P869,SD,SANDRIDGE ENERGY INC,23300,0,266.09K,0,NO CHANGE,0.07%
877619106,TSHA,TAYSHA GENE THERAPIES INC,134900,0,187.51K,0,NO CHANGE,0.05%
82575P107,SBSW,SIBANYE STILLWATER LTD,34040,0,155.9K,0,NO CHANGE,0.04%
N44445117,IMTXW,IMMATICS N.V,0,-267725,0,-67.33K,CLOSE,0%
39854F119,GRNDWS,GRINDR INC,0,-17803,0,-120.17K,CLOSE,0%
026874784,AIG,AMERICAN INTL GROUP INC,6483,-1541,563.63K,-133.97K,-19.2%,0.15%
36831E116,GCMGW,GCM GROSVENOR INC,0,-137809,0,-173.64K,CLOSE,0%
60770K107,MRNA,MODERNA INC,75576,-6900,2.14M,-195.62K,-8.4%,0.56%
11777Q209,BTG,B2GOLD CORP,0,-85146,0,-207.76K,CLOSE,0%
93627C101,HCC,WARRIOR MET COAL INC,0,-4100,0,-222.38K,CLOSE,0%
05965X109,BSAC,BANCO SANTANDER CHILE NEW,0,-13818,0,-260.61K,CLOSE,0%
90400D108,RARE,ULTRAGENYX PHARMACEUTICAL IN,249804,-8576,9.05M,-310.54K,-3.3%,2.4%
501147102,KRYS,KRYSTAL BIOTECH INC,7510,-1740,1.35M,-313.72K,-18.8%,0.35%
