CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
04626A103,ALAB,ASTERA LABS INC,4652264,2815614,277.6M,168.01M,+153.3%,10.1%
30303M102,META,META PLATFORMS INC,239789,239789,138.2M,138.2M,NEW,5%
67066G104,NVDA,NVIDIA CORPORATION,1085628,1085628,117.66M,117.66M,NEW,4.3%
91332U101,U,UNITY SOFTWARE INC,9430955,5607572,184.75M,109.85M,+146.7%,6.7%
771049103,RBLX,ROBLOX CORP,2021572,1413206,117.84M,82.38M,+232.3%,4.3%
21873S108,CRWV,COREWEAVE INC,1875000,1875000,69.53M,69.53M,NEW,2.5%
243537107,DECK,DECKERS OUTDOOR CORP,1078693,596359,120.61M,66.68M,+123.6%,4.4%
871607107,SNPS,SYNOPSYS INC,152488,152488,65.39M,65.39M,NEW,2.4%
595112103,MU,MICRON TECHNOLOGY INC,889842,649253,77.32M,56.41M,+269.9%,2.8%
74967X103,RH,RH,473321,193404,110.95M,45.34M,+69.1%,4%
594918104,MSFT,MICROSOFT CORP,420136,100778,157.71M,37.83M,+31.6%,5.7%
05464C101,AXON,AXON ENTERPRISE INC,62901,62901,33.08M,33.08M,NEW,1.2%
98954M200,Z,ZILLOW GROUP INC,469061,469061,32.16M,32.16M,NEW,1.2%
G66721104,NCLH,NORWEGIAN CRUISE LINE HLDG L,1623483,1623483,30.78M,30.78M,NEW,1.1%
007903107,AMD,ADVANCED MICRO DEVICES INC,2102963,180873,216.06M,18.58M,+9.4%,7.9%
75734B100,RDDT,REDDIT INC,146363,146363,15.35M,15.35M,NEW,0.56%
030111207,AMSC,AMERICAN SUPERCONDUCTOR CORP,824040,824040,14.95M,14.95M,NEW,0.54%
90138F102,TWLO,TWILIO INC,115357,115357,11.29M,11.29M,NEW,0.41%
55024U109,LITE,LUMENTUM HLDGS INC,1875257,119938,116.9M,7.48M,+6.8%,4.2%
00827B106,AFRM,AFFIRM HLDGS INC,307453,163247,13.89M,7.38M,+113.2%,0.51%
338307101,FIVN,FIVE9 INC,616796,218563,16.75M,5.93M,+54.9%,0.61%
20717M103,CFLT,CONFLUENT INC,1654969,104718,38.79M,2.45M,+6.8%,1.4%
023135106,AMZN,AMAZON COM INC,689231,8494,131.13M,1.62M,+1.2%,4.8%
81730H109,S,SENTINELONE INC,3357817,55986,61.05M,1.02M,+1.7%,2.2%
G65163100,JOBY,JOBY AVIATION INC,1000000,0,6.02M,0,NO CHANGE,0.22%
M8744T106,TBLA,TABOOLA.COM LTD,725000,0,2.14M,0,NO CHANGE,0.08%
83542D300,SOND,SONDER HOLDINGS INC,960533,0,1.92M,0,NO CHANGE,0.07%
751212101,RL,RALPH LAUREN CORP,166636,-2147,36.78M,-473.93K,-1.3%,1.3%
070830104,BBWI,BATH & BODY WORKS INC,298000,-50446,9.04M,-1.53M,-14.5%,0.33%
57636Q104,MA,MASTERCARD INCORPORATED,65605,-5703,35.96M,-3.13M,-8%,1.3%
37637K108,GTLB,GITLAB INC,407128,-68350,19.14M,-3.21M,-14.4%,0.7%
31488V107,FERG,FERGUSON ENTERPRISES INC,280079,-21497,44.88M,-3.44M,-7.1%,1.6%
00091G104,ACVA,ACV AUCTIONS INC,4731079,-291803,66.66M,-4.11M,-5.8%,2.4%
N14506104,ESTC,ELASTIC N V,493598,-55930,43.98M,-4.98M,-10.2%,1.6%
171779309,CIEN,CIENA CORP,0,-74952,0,-6.36M,CLOSE,0%
512807306,LRCX,LAM RESEARCH CORP,0,-89680,0,-6.48M,CLOSE,0%
94419L101,W,WAYFAIR INC,649070,-224536,20.79M,-7.19M,-25.7%,0.76%
G39387108,GFS,GLOBALFOUNDRIES INC,0,-365101,0,-15.67M,CLOSE,0%
833445109,SNOW,SNOWFLAKE INC,608715,-148052,88.97M,-21.64M,-19.6%,3.2%
65290E101,NXT,NEXTRACKER INC,0,-633674,0,-23.15M,CLOSE,0%
60937P106,MDB,MONGODB INC,184907,-166952,32.43M,-29.28M,-47.4%,1.2%
88160R101,TSLA,TESLA INC,195542,-113153,50.68M,-29.32M,-36.7%,1.8%
67059N108,NTNX,NUTANIX INC,0,-506147,0,-30.97M,CLOSE,0%
518415104,LSCC,LATTICE SEMICONDUCTOR CORP,0,-560997,0,-31.78M,CLOSE,0%
02079K305,GOOGL,ALPHABET INC,189077,-254544,29.24M,-39.36M,-57.4%,1.1%
G6683N103,NU,NU HLDGS LTD,0,-3810102,0,-39.47M,CLOSE,0%
654106103,NKE,NIKE INC,0,-537462,0,-40.67M,CLOSE,0%
90384S303,ULTA,ULTA BEAUTY INC,217541,-112530,79.74M,-41.25M,-34.1%,2.9%
16119P108,CHTR,CHARTER COMMUNICATIONS INC N,0,-177228,0,-60.75M,CLOSE,0%
852234103,XYZ,BLOCK INC,0,-728208,0,-61.89M,CLOSE,0%
855244109,SBUX,STARBUCKS CORP,0,-976908,0,-89.14M,CLOSE,0%
11135F101,AVGO,BROADCOM INC,0,-452645,0,-104.94M,CLOSE,0%
00724F101,ADBE,ADOBE INC,0,-311053,0,-138.32M,CLOSE,0%
N07059210,ASML,ASML HOLDING N V,19657,-273979,13.03M,-181.55M,-93.3%,0.47%
Total,,,,,2.75B,119.3M,+3.7%,100%
