CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
00287Y109,ABBV,ABBVIE INC,493837,493837,103.47M,103.47M,NEW,1.6%
95040Q104,WELL,WELLTOWER INC,658763,658763,100.93M,100.93M,NEW,1.6%
02079K107,GOOG,ALPHABET INC,1848544,342073,288.8M,53.44M,+22.7%,4.6%
92826C839,V,VISA INC-CLASS A SHARES,840808,95792,294.67M,33.57M,+12.9%,4.7%
57636Q104,MA,MASTERCARD INC,422860,54170,231.78M,29.69M,+14.7%,3.7%
037833100,AAPL,APPLE INC,3972122,132545,882.33M,29.44M,+3.5%,14%
67066G104,NVDA,NVIDIA,7299222,244923,791.09M,26.54M,+3.5%,12.6%
023135106,AMZN,AMAZON.COM INC,2528955,124746,481.16M,23.73M,+5.2%,7.6%
594918104,MSFT,MICROSOFT CORP,2210556,59568,829.82M,22.36M,+2.8%,13.2%
22160K105,COST,COSTCO WHOLESALE CORP,156711,17296,148.21M,16.36M,+12.4%,2.4%
88160R101,TSLA,TESLA INC,763974,48777,197.99M,12.64M,+6.8%,3.1%
02079K305,GOOGL,ALPHABET INC,1511275,60895,233.7M,9.42M,+4.2%,3.7%
64110L106,NFLX,NETFLIX INC.,129092,9705,120.38M,9.05M,+8.1%,1.9%
11135F101,AVGO,BROADCOM INC,1179119,41211,197.42M,6.9M,+3.6%,3.1%
46625H100,JPM,JPMORGAN CHASE & CO,812863,21099,199.4M,5.18M,+2.7%,3.2%
532457108,LLY,ELI LILLY & CO,224754,6239,185.63M,5.15M,+2.9%,3%
91324P102,UNH,UNITEDHEALTH GROUP,257198,9000,134.71M,4.71M,+3.6%,2.1%
74340W103,PLD,"PROLOGIS, INC.",906436,13427,101.33M,1.5M,+1.5%,1.6%
58933Y105,MRK,MERCK & CO,870241,16487,78.11M,1.48M,+1.9%,1.2%
79466L302,CRM,SALESFORCE,339785,5206,91.19M,1.4M,+1.6%,1.4%
437076102,HD,"THE HOME DEPOT, INC.",311547,1787,114.18M,654.92K,+0.6%,1.8%
742718109,PG,PROCTER & GAMBLE CO,748404,636,127.54M,108.39K,+0.1%,2%
81762P102,NOW,SERVICENOW INC,95392,-3738,75.94M,-2.98M,-3.8%,1.2%
337738108,FISV,FISERV,450210,-23232,99.42M,-5.13M,-4.9%,1.6%
05722G100,BKR,BAKER HUGHES CO,4111475,-145820,180.7M,-6.41M,-3.4%,2.9%
Total,,,,,6.29B,483.22M,+7.4%,100%
