CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
461202103,INTU,INTUIT,56543,56543,34.72M,34.72M,NEW,7.7%
20717M103,CFLT,CONFLUENT INC,1059340,1059340,24.83M,24.83M,NEW,5.5%
751212101,RL,RALPH LAUREN CORP,58706,58706,12.96M,12.96M,NEW,2.9%
143130102,KMX,CARMAX INC,470068,34500,36.63M,2.69M,+7.9%,8.1%
099406100,BOOT,BOOT BARN HLDGS INC,50000,0,5.37M,0,NO CHANGE,1.2%
531229722,LLYVK,LIBERTY MEDIA CORP DEL,16891,0,1.15M,0,NO CHANGE,0.25%
00827B106,AFRM,AFFIRM HLDGS INC,662841,-11240,29.95M,-507.94K,-1.7%,6.6%
G93A5A101,VIK,VIKING HOLDINGS LTD,959057,-18151,38.12M,-721.5K,-1.9%,8.4%
934423104,WBD,WARNER BROS DISCOVERY INC,1792720,-285445,19.24M,-3.06M,-13.7%,4.2%
22160N109,CSGP,COSTAR GROUP INC,393198,-70152,31.15M,-5.56M,-15.1%,6.9%
H5919C104,ONON,ON HLDG AG,450282,-133880,19.78M,-5.88M,-22.9%,4.4%
30303M102,META,META PLATFORMS INC,76272,-13584,43.96M,-7.83M,-15.1%,9.7%
G6683N103,NU,NU HLDGS LTD,2620248,-877712,26.83M,-8.99M,-25.1%,5.9%
911684108,AD,UNITED STATES CELLULAR CORP,200366,-151557,13.86M,-10.48M,-43.1%,3.1%
171779309,CIEN,CIENA CORP,433489,-178503,26.2M,-10.79M,-29.2%,5.8%
531229755,FWONK,LIBERTY MEDIA CORP DEL,305386,-127061,27.49M,-11.44M,-29.4%,6.1%
31488V107,FERG,FERGUSON ENTERPRISES INC,74667,-84044,11.96M,-13.47M,-53%,2.6%
58733R102,MELI,MERCADOLIBRE INC,10642,-8116,20.76M,-15.83M,-43.3%,4.6%
M2029K104,BIRK,BIRKENSTOCK HOLDING PLC,0,-344257,0,-19.51M,CLOSE,0%
00091G104,ACVA,ACV AUCTIONS INC,0,-1040719,0,-22.48M,CLOSE,0%
64110L106,NFLX,NETFLIX INC,30081,-24224,28.05M,-22.59M,-44.6%,6.2%
26603R106,DUOL,DUOLINGO INC,0,-85532,0,-27.73M,CLOSE,0%
Total,,,,,453.01M,-111.66M,-18.7%,100%
