CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
824596100,SHG,SHINHAN FINANCIAL GROUP CO L,489000,489000,15.69M,15.69M,NEW,9.4%
48241A105,KB,KB FINL GROUP INC,235549,235549,12.75M,12.75M,NEW,7.6%
02079K305,GOOGL,ALPHABET INC,99000,79000,15.31M,12.22M,+395%,9.2%
894164102,TNL,TRAVEL PLUS LEISURE CO,255000,219637,11.8M,10.17M,+621.1%,7.1%
913903100,UHS,UNIVERSAL HLTH SVCS INC,46000,46000,8.64M,8.64M,NEW,5.2%
79546E104,SBH,SALLY BEAUTY HLDGS INC,1420000,605000,12.82M,5.46M,+74.2%,7.7%
704551100,BTU,PEABODY ENERGY CORP,393873,393873,5.34M,5.34M,NEW,3.2%
71654V101,PBRA,PETROLEO BRASILEIRO SA PETRO,1474000,348000,19.22M,4.54M,+30.9%,11.5%
902494103,TSN,TYSON FOODS INC,50000,50000,3.19M,3.19M,NEW,1.9%
577081102,MAT,MATTEL INC,890000,150000,17.29M,2.91M,+20.3%,10.3%
60871R209,TAP,MOLSON COORS BEVERAGE CO,210341,46000,12.8M,2.8M,+28%,7.7%
61945C103,MOS,MOSAIC CO NEW,340000,80000,9.18M,2.16M,+30.8%,5.5%
830566105,SKX,SKECHERS U S A INC,178000,27000,10.11M,1.53M,+17.9%,6%
38911N206,GRVY,GRAVITY CO LTD,89744,0,5.43M,0,NO CHANGE,3.2%
02319V103,ABEV,AMBEV SA,3314000,-800000,7.72M,-1.86M,-19.4%,4.6%
92556V106,VTRS,VIATRIS INC,0,-182500,0,-2.27M,CLOSE,0%
86959K105,SUZ,SUZANO S A,0,-792702,0,-8.02M,CLOSE,0%
05968L102,CIB,BANCOLOMBIA S A,0,-262900,0,-8.28M,CLOSE,0%
501044101,KR,KROGER CO,0,-156000,0,-9.54M,CLOSE,0%
Total,,,,,167.3M,57.41M,+53.2%,100%
