CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
36262G101,GXO,GXO LOGISTICS INCORPORATED,4253997,2153997,166.25M,84.18M,+102.6%,8.6%
21874C102,CNM,CORE & MAIN INC,2450000,950000,118.36M,45.89M,+63.3%,6.1%
82846H405,QXO,QXO INC,813009,813009,11.01M,11.01M,NEW,0.57%
194693107,CIGI,COLLIERS INTL GROUP INC,1301133,0,157.48M,0,NO CHANGE,8.2%
G2143T103,CMPR,CIMPRESS PLC,2058904,0,93.12M,0,NO CHANGE,4.8%
94419L101,W,WAYFAIR INC,2180385,0,69.84M,0,NO CHANGE,3.6%
26142V105,DKNG,DRAFTKINGS INC NEW,300000,0,9.96M,0,NO CHANGE,0.52%
398905109,GPI,GROUP 1 AUTOMOTIVE INC,0,-29500,0,-12.43M,CLOSE,0%
25809K105,DASH,DOORDASH INC,0,-300000,0,-50.33M,CLOSE,0%
073685109,BECN,BEACON ROOFING SUPPLY INC,0,-500000,0,-50.79M,CLOSE,0%
146869102,CVNA,CARVANA CO,3609288,-1311712,754.63M,-274.25M,-26.7%,39.2%
03831W108,APP,APPLOVIN CORP,2057024,-1050000,545.05M,-278.22M,-33.8%,28.3%
Total,,,,,1.93B,-524.94M,-19.3%,100%
