CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
67066G104,NVDA,NVIDIA Corporation,552000,66200,59.83M,7.17M,+13.6%,27.3%
773122106,RKLB,Rocket Lab Corporation,486000,277000,8.69M,4.95M,+132.5%,4%
037833100,AAPL,Apple Inc,80850,17400,17.96M,3.87M,+27.4%,8.2%
74347R206,QLD,ProShares Ultra QQQ,43000,43000,3.82M,3.82M,NEW,1.7%
00217D100,ASTS,AST Spacemobile Inc,650500,150000,14.79M,3.41M,+30%,6.8%
007903107,AMD,Advanced Micro Devices Inc,121300,18500,12.46M,1.9M,+18%,5.7%
81762P102,NOW,ServiceNow Inc,5050,1950,4.02M,1.55M,+62.9%,1.8%
88160R101,TSLA,Tesla Inc,7500,5500,1.94M,1.43M,+275%,0.89%
594918104,MSFT,Microsoft Corp,32100,2300,12.05M,863.4K,+7.7%,5.5%
023135106,AMZN,Amazon Com Inc,63700,4300,12.12M,818.12K,+7.2%,5.5%
67079K100,SMR,NuScale Power Corporation,136700,46200,1.94M,654.19K,+51%,0.88%
573874104,MRVL,Marvell Technology Inc,167000,9400,10.28M,578.76K,+6%,4.7%
L8681T102,SPOT,Spotify Technology SA,40100,0,22.06M,0,NO CHANGE,10.1%
22788C105,CRWD,CrowdStrike Holdings Inc,51000,0,17.98M,0,NO CHANGE,8.2%
833445109,SNOW,Snowflake Inc,76900,0,11.24M,0,NO CHANGE,5.1%
389637109,GBTC,Grayscale Bitcoin Trust ETF,107700,0,7.02M,0,NO CHANGE,3.2%
389930207,BTC,Grayscale Bitcoin Mini Trust ETF,21540,0,786K,0,NO CHANGE,0.36%
72352L106,PINS,Pinterest Inc,0,-206700,0,-5.99M,CLOSE,0%
Total,,,,,218.99M,25.02M,+11.4%,100%
