CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
67066G104,NVDA,NVIDIA CORPORATION,821360,409809,89.02M,44.42M,+99.6%,6.4%
05605H100,BWXT,BWX TECHNOLOGIES INC,310280,301460,30.61M,29.74M,+3417.9%,2.2%
02079K107,GOOG,ALPHABET INC,329086,164948,51.41M,25.77M,+100.5%,3.7%
037833100,AAPL,APPLE INC,245575,109798,54.55M,24.39M,+80.9%,3.9%
594918104,MSFT,MICROSOFT CORP,123965,62416,46.54M,23.43M,+101.4%,3.3%
75513E101,RTX,RTX CORPORATION,325078,162313,43.06M,21.5M,+99.7%,3.1%
739128106,POWL,POWELL INDS INC,154126,119289,26.25M,20.32M,+342.4%,1.9%
34959E109,FTNT,FORTINET INC,421606,210371,40.58M,20.25M,+99.6%,2.9%
023135106,AMZN,AMAZON COM INC,205014,103946,39.01M,19.78M,+102.8%,2.8%
86800U302,SMCI,SUPER MICRO COMPUTER INC,1020190,573764,34.93M,19.65M,+128.5%,2.5%
81762P102,NOW,SERVICENOW INC,39166,23996,31.18M,19.1M,+158.2%,2.2%
87043Q108,SG,SWEETGREEN INC,739490,739490,18.5M,18.5M,NEW,1.3%
387328107,GVA,GRANITE CONSTR INC,472566,243875,35.63M,18.39M,+106.6%,2.6%
166764100,CVX,CHEVRON CORP NEW,232877,107337,38.96M,17.96M,+85.5%,2.8%
46120E602,ISRG,INTUITIVE SURGICAL INC,65440,33750,32.41M,16.72M,+106.5%,2.3%
74762E102,PWR,QUANTA SVCS INC,123858,63837,31.48M,16.23M,+106.4%,2.3%
502431109,LHX,L3HARRIS TECHNOLOGIES INC,111464,76300,23.33M,15.97M,+217%,1.7%
98419M100,XYL,XYLEM INC,265554,133411,31.72M,15.94M,+101%,2.3%
G51502105,JCI,JOHNSON CTLS INTL PLC,391318,196845,31.35M,15.77M,+101.2%,2.2%
18915M107,NET,CLOUDFLARE INC,296862,129007,33.45M,14.54M,+76.9%,2.4%
G5960L103,MDT,MEDTRONIC PLC,310218,159361,27.88M,14.32M,+105.6%,2%
98980G102,ZS,ZSCALER INC,118434,71715,23.5M,14.23M,+153.5%,1.7%
007903107,AMD,ADVANCED MICRO DEVICES INC,263432,133567,27.07M,13.72M,+102.9%,1.9%
