CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
922908744,VTV,VANGUARD INDEX FDS,28761,8604,4.97M,1.49M,+42.7%,1.9%
46090E103,QQQ,INVESCO QQQ TR,26171,2160,12.27M,1.01M,+9%,4.7%
46137V464,XMMO,INVESCO EXCHANGE TRADED FD T,8308,8308,945K,945K,NEW,0.36%
464287515,IGV,ISHARES TR,32110,10519,2.86M,935.93K,+48.7%,1.1%
81369Y886,XLU,SELECT SECTOR SPDR TR,23278,7796,1.83M,614.56K,+50.4%,0.7%
37954Y384,BUG,GLOBAL X FDS,18332,18332,593K,593K,NEW,0.23%
37954Y293,MLPX,GLOBAL X FDS,9035,9035,577K,577K,NEW,0.22%
78462F103,SPY,SPDR S&P 500 ETF TR,23727,983,13.27M,549.9K,+4.3%,5%
75513E101,RTX,RTX CORPORATION,4094,4094,542K,542K,NEW,0.21%
94106L109,WM,WASTE MGMT INC DEL,16135,1803,3.73M,417.37K,+12.6%,1.4%
921946406,VYM,VANGUARD WHITEHALL FDS,86524,3101,11.16M,399.9K,+3.7%,4.2%
02079K107,GOOG,ALPHABET INC,23858,2152,3.73M,336.18K,+9.9%,1.4%
92206C102,VGSH,VANGUARD SCOTTSDALE FDS,5188,5188,304K,304K,NEW,0.12%
833445109,SNOW,SNOWFLAKE INC,1874,1874,274K,274K,NEW,0.1%
30303M102,META,META PLATFORMS INC,9283,429,5.35M,247.24K,+4.8%,2%
46625H100,JPM,JPMORGAN CHASE & CO.,14880,1007,3.65M,247.01K,+7.3%,1.4%
78464A698,KRE,SPDR SER TR,31251,4236,1.78M,240.87K,+15.7%,0.68%
922908629,VO,VANGUARD INDEX FDS,16879,846,4.37M,218.78K,+5.3%,1.7%
58733R102,MELI,MERCADOLIBRE INC,111,111,217K,217K,NEW,0.08%
36828A101,GEV,GE VERNOVA INC,2149,705,656K,215.21K,+48.8%,0.25%
46429B697,USMV,ISHARES TR,2259,2259,212K,212K,NEW,0.08%
922908751,VB,VANGUARD INDEX FDS,16341,934,3.62M,207.14K,+6.1%,1.4%
25459Y694,FAS,DIREXION SHS ETF TR,1267,1267,200K,200K,NEW,0.08%
023135106,AMZN,AMAZON COM INC,31625,1011,6.02M,192.35K,+3.3%,2.3%
92206C409,VCSH,VANGUARD SCOTTSDALE FDS,13281,2287,1.05M,180.47K,+20.8%,0.4%
92206C870,VCIT,VANGUARD SCOTTSDALE FDS,12709,2207,1.04M,180.43K,+21%,0.39%
147528103,CASY,CASEYS GEN STORES INC,1298,407,563K,176.53K,+45.7%,0.21%
532457108,LLY,ELI LILLY & CO,1371,208,1.13M,171.74K,+17.9%,0.43%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,13373,487,4.71M,171.7K,+3.8%,1.8%
18915M107,NET,CLOUDFLARE INC,13206,1234,1.49M,139.04K,+10.3%,0.57%
81369Y506,XLE,SELECT SECTOR SPDR TR,4649,1362,434K,127.15K,+41.4%,0.16%
88160R101,TSLA,TESLA INC,8122,463,2.1M,120K,+6%,0.8%
983793100,XPO,XPO INC,3702,1038,398K,111.59K,+39%,0.15%
931142103,WMT,WALMART INC,27168,1194,2.38M,104.82K,+4.6%,0.91%
37954Y673,PAVE,GLOBAL X FDS,10189,2660,384K,100.25K,+35.3%,0.15%
166764100,CVX,CHEVRON CORP NEW,15797,539,2.64M,90.18K,+3.5%,1%
78467X109,DIA,SPDR DOW JONES INDL AVERAGE,3003,206,1.26M,86.5K,+7.4%,0.48%
922908769,VTI,VANGUARD INDEX FDS,5650,306,1.55M,84.11K,+5.7%,0.59%
92826C839,V,VISA INC,6992,229,2.45M,80.24K,+3.4%,0.93%
084670702,BRK.B,BERKSHIRE HATHAWAY INC DEL,18909,149,10.07M,79.36K,+0.8%,3.8%
580135101,MCD,MCDONALDS CORP,1157,242,361K,75.51K,+26.4%,0.14%
922908736,VUG,VANGUARD INDEX FDS,8470,198,3.14M,73.43K,+2.4%,1.2%
538034109,LYV,LIVE NATION ENTERTAINMENT IN,3189,519,416K,67.7K,+19.4%,0.16%
149123101,CAT,CATERPILLAR INC,2387,174,787K,57.37K,+7.9%,0.3%
78463V107,GLD,SPDR GOLD TR,4675,198,1.35M,57.05K,+4.4%,0.51%
09260D107,BX,BLACKSTONE INC,15150,402,2.12M,56.2K,+2.7%,0.8%
92537N108,VRT,VERTIV HOLDINGS CO,3440,669,248K,48.23K,+24.1%,0.09%
67066G104,NVDA,NVIDIA CORPORATION,390545,374,42.33M,40.53K,+0.1%,16.1%
79466L302,CRM,SALESFORCE INC,6832,150,1.83M,40.24K,+2.2%,0.7%
172967424,C,CITIGROUP INC,9792,557,695K,39.53K,+6%,0.26%
742718109,PG,PROCTER AND GAMBLE CO,2155,201,367K,34.23K,+10.3%,0.14%
437076102,HD,HOME DEPOT INC,1735,93,636K,34.09K,+5.7%,0.24%
21037T109,CEG,CONSTELLATION ENERGY CORP,1477,159,298K,32.08K,+12.1%,0.11%
573874104,MRVL,MARVELL TECHNOLOGY INC,25133,504,1.55M,31.02K,+2%,0.59%
655844108,NSC,NORFOLK SOUTHN CORP,4034,122,956K,28.91K,+3.1%,0.36%
315912808,ONEQ,FIDELITY COMWLTH TR,7768,372,529K,25.33K,+5%,0.2%
22160K105,COST,COSTCO WHSL CORP NEW,2867,22,2.71M,20.8K,+0.8%,1%
57164Y107,VAC,MARRIOTT VACATIONS WORLDWIDE,6920,300,445K,19.29K,+4.5%,0.17%
69351T106,PPL,PPL CORP,165429,524,5.97M,18.92K,+0.3%,2.3%
92556H206,PSKY,PARAMOUNT GLOBAL,30128,1503,360K,17.96K,+5.3%,0.14%
00287Y109,ABBV,ABBVIE INC,17935,85,3.76M,17.81K,+0.5%,1.4%
46138E362,SPHD,INVESCO EXCH TRADED FD TR II,4760,347,239K,17.42K,+7.9%,0.09%
02079K305,GOOGL,ALPHABET INC,15023,98,2.32M,15.15K,+0.7%,0.88%
009158106,APD,AIR PRODS & CHEMS INC,913,50,269K,14.73K,+5.8%,0.1%
922908637,VV,VANGUARD INDEX FDS,3762,47,967K,12.08K,+1.3%,0.37%
459200101,IBM,INTERNATIONAL BUSINESS MACHS,5455,46,1.36M,11.43K,+0.9%,0.52%
26441C204,DUK,DUKE ENERGY CORP NEW,14135,86,1.72M,10.49K,+0.6%,0.65%
81761L102,SVC,SERVICE PPTYS TR,67513,4002,176K,10.43K,+6.3%,0.07%
78464A508,SPYV,SPDR SER TR,6819,177,348K,9.03K,+2.7%,0.13%
57636Q104,MA,MASTERCARD INCORPORATED,1063,12,583K,6.58K,+1.1%,0.22%
11135F101,AVGO,BROADCOM INC,33072,33,5.54M,5.52K,+0.1%,2.1%
30231G102,XOM,EXXON MOBIL CORP,8331,26,991K,3.09K,+0.3%,0.38%
717081103,PFE,PFIZER INC,9144,113,232K,2.87K,+1.3%,0.09%
20825C104,COP,CONOCOPHILLIPS,2348,17,247K,1.79K,+0.7%,0.09%
842587107,SO,SOUTHERN CO,3008,19,277K,1.75K,+0.6%,0.11%
97717W307,DLN,WISDOMTREE TR,6794,22,539K,1.75K,+0.3%,0.2%
861012102,STM,STMICROELECTRONICS N V,27935,78,613K,1.71K,+0.3%,0.23%
209115104,ED,CONSOLIDATED EDISON INC,2351,15,260K,1.66K,+0.6%,0.1%
38141G104,GS,GOLDMAN SACHS GROUP INC,575,3,314K,1.64K,+0.5%,0.12%
548661107,LOW,LOWES COS INC,2608,6,608K,1.4K,+0.2%,0.23%
110122108,BMY,BRISTOL-MYERS SQUIBB CO,4881,19,298K,1.16K,+0.4%,0.11%
46641Q332,JEPI,J P MORGAN EXCHANGE TRADED F,13795,10,788K,571.22,+0.1%,0.3%
504922105,LH,LABCORP HOLDINGS INC,1863,1,434K,232.96,+0.1%,0.16%
58933Y105,MRK,MERCK & CO INC,2868,2,257K,179.22,+0.1%,0.1%
126408103,CSX,CSX CORP,33464,4,985K,117.74,+0%,0.37%
25459W102,TECL,DIREXION SHS ETF TR,15000,0,878K,0,NO CHANGE,0.33%
697435105,PANW,PALO ALTO NETWORKS INC,1940,0,331K,0,NO CHANGE,0.13%
74347R206,QLD,PROSHARES TR,3200,0,284K,0,NO CHANGE,0.11%
88339J105,TTD,THE TRADE DESK INC,5199,0,284K,0,NO CHANGE,0.11%
66538H534,BIBL,NORTHERN LTS FD TR IV,7135,0,274K,0,NO CHANGE,0.1%
20030N101,CMCSA,COMCAST CORP NEW,6168,0,228K,0,NO CHANGE,0.09%
82509L107,SHOP,SHOPIFY INC,7615,-4,727K,-381.88,-0.1%,0.28%
74347R107,SSO,PROSHARES TR,7200,-5,596K,-413.89,-0.1%,0.23%
438516106,HON,HONEYWELL INTL INC,4495,-5,952K,-1.06K,-0.1%,0.36%
921908844,VIG,VANGUARD SPECIALIZED FUNDS,1846,-7,358K,-1.36K,-0.4%,0.14%
46428Q109,SLV,ISHARES SILVER TR,13077,-100,405K,-3.1K,-0.8%,0.15%
427866108,HSY,HERSHEY CO,3963,-44,678K,-7.53K,-1.1%,0.26%
060505104,BAC,BANK AMERICA CORP,17064,-208,712K,-8.68K,-1.2%,0.27%
922907746,VTEB,VANGUARD MUN BD FDS,4623,-187,229K,-9.26K,-3.9%,0.09%
808524797,SCHD,SCHWAB STRATEGIC TR,12148,-469,340K,-13.13K,-3.7%,0.13%
345370860,F,FORD MTR CO,25745,-1396,258K,-13.99K,-5.1%,0.1%
478160104,JNJ,JOHNSON & JOHNSON,7504,-93,1.24M,-15.42K,-1.2%,0.47%
594918104,MSFT,MICROSOFT CORP,39213,-48,14.72M,-18.02K,-0.1%,5.6%
922908363,VOO,VANGUARD INDEX FDS,699,-40,359K,-20.54K,-5.4%,0.14%
00162Q387,OUSA,ALPS ETF TR,12501,-521,665K,-27.71K,-4%,0.25%
747525103,QCOM,QUALCOMM INC,2316,-193,356K,-29.67K,-7.7%,0.14%
002824100,ABT,ABBOTT LABS,2002,-228,266K,-30.29K,-10.2%,0.1%
464287168,DVY,ISHARES TR,2348,-252,315K,-33.81K,-9.7%,0.12%
126650100,CVS,CVS HEALTH CORP,6400,-535,434K,-36.28K,-7.7%,0.16%
007903107,AMD,ADVANCED MICRO DEVICES INC,8278,-376,850K,-38.61K,-4.3%,0.32%
097023105,BA,BOEING CO,2542,-234,434K,-39.95K,-8.4%,0.16%
808524300,SCHG,SCHWAB STRATEGIC TR,9524,-1783,238K,-44.56K,-15.8%,0.09%
713448108,PEP,PEPSICO INC,12630,-318,1.89M,-47.69K,-2.5%,0.72%
892331307,TM,TOYOTA MOTOR CORP,3663,-300,647K,-52.99K,-7.6%,0.25%
254687106,DIS,DISNEY WALT CO,3295,-592,325K,-58.39K,-15.2%,0.12%
00724F101,ADBE,ADOBE INC,2963,-155,1.14M,-59.43K,-5%,0.43%
81369Y605,XLF,SELECT SECTOR SPDR TR,6413,-1253,319K,-62.33K,-16.3%,0.12%
