CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
88160R101,TSLA,TESLA INC,1419742,249318,367.94M,64.61M,+21.3%,14.5%
81762P102,NOW,SERVICENOW INC,312521,28815,248.81M,22.94M,+10.2%,9.8%
N07059210,ASML,ASML HOLDING N V,302278,4396,200.3M,2.91M,+1.5%,7.9%
92826C839,V,VISA INC,241874,2916,84.77M,1.02M,+1.2%,3.3%
57636Q104,MA,MASTERCARD INCORPORATED,102319,1575,56.08M,863.29K,+1.6%,2.2%
79466L302,CRM,SALESFORCE INC,136655,2449,36.67M,657.21K,+1.8%,1.4%
594918104,MSFT,MICROSOFT CORP,596817,11,224.04M,4.13K,+0%,8.8%
02079K305,GOOGL,ALPHABET INC,185506,-380,28.69M,-58.76K,-0.2%,1.1%
461202103,INTU,INTUIT,146721,-225,90.09M,-138.15K,-0.2%,3.5%
46120E602,ISRG,INTUITIVE SURGICAL INC,171600,-914,84.99M,-452.68K,-0.5%,3.3%
22160K105,COST,COSTCO WHSL CORP NEW,49394,-2389,46.72M,-2.26M,-4.6%,1.8%
77543R102,ROKU,ROKU INC,342221,-32572,24.11M,-2.29M,-8.7%,0.95%
98138H101,WDAY,WORKDAY INC,570311,-26051,133.18M,-6.08M,-4.4%,5.2%
009066101,ABNB,AIRBNB INC,210625,-119803,25.16M,-14.31M,-36.3%,0.99%
852234103,XYZ,BLOCK INC,2839994,-294224,154.3M,-15.99M,-9.4%,6.1%
30303M102,META,META PLATFORMS INC,256410,-27933,147.78M,-16.1M,-9.8%,5.8%
69608A108,PLTR,PALANTIR TECHNOLOGIES INC,1997786,-328325,168.61M,-27.71M,-14.1%,6.6%
023135106,AMZN,AMAZON COM INC,1184235,-195309,225.31M,-37.16M,-14.2%,8.9%
L8681T102,SPOT,SPOTIFY TECHNOLOGY S A,359559,-112811,197.77M,-62.05M,-23.9%,7.8%
Total,,,,,2.55B,-91.59M,-3%,100%
