CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
G98239109,XP,XP INC,8941951,1505922,122.95M,20.71M,+20.3%,25.8%
G85158106,STNE,STONECO LTD,11982873,359037,125.58M,3.76M,+3.1%,26.4%
46090E103,QQQ,INVESCO QQQ TR,3127,0,1.47M,0,NO CHANGE,0.31%
500767306,KWEB,KRANESHARES TR,40500,0,1.41M,0,NO CHANGE,0.3%
97717X719,CXSE,WISDOMTREE TR,35930,0,1.22M,0,NO CHANGE,0.26%
G9503X111,WALDW,WALDENCAST PLC,82102,0,10.76K,0,NO CHANGE,<.01%
G9470A102,VTEX,VTEX,243315,-17043,1.23M,-86.41K,-6.5%,0.26%
02079K305,GOOGL,ALPHABET INC,263446,-4349,40.74M,-672.53K,-1.6%,8.6%
30303M102,META,META PLATFORMS INC,76112,-7559,43.87M,-4.36M,-9%,9.2%
58733R102,MELI,MERCADOLIBRE INC,44963,-3605,87.72M,-7.03M,-7.4%,18.4%
G6683N103,NU,NU HLDGS LTD,3304622,-1301661,33.84M,-13.33M,-28.3%,7.1%
023135106,AMZN,AMAZON COM INC,83811,-120862,15.95M,-23M,-59.1%,3.4%
Total,,,,,475.99M,-24M,-5.2%,100%
