CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
30303M102,META,META PLATFORMS INC,30000,30000,17.29M,17.29M,NEW,9.1%
594918104,MSFT,MICROSOFT CORP,60000,35000,22.52M,13.14M,+140%,11.8%
023135106,AMZN,AMAZON COM INC,140000,60000,26.64M,11.42M,+75%,14%
722304102,PDD,PDD HOLDINGS INC,50000,50000,5.92M,5.92M,NEW,3.1%
02079K107,GOOG,ALPHABET INC,115000,35000,17.97M,5.47M,+43.8%,9.4%
21873S108,CRWV,COREWEAVE INC,95000,95000,3.52M,3.52M,NEW,1.8%
58733R102,MELI,MERCADOLIBRE INC,3300,1500,6.44M,2.93M,+83.3%,3.4%
23834J201,DAVE,DAVE INC,297771,0,24.61M,0,NO CHANGE,12.9%
433000106,HIMS,HIMS & HERS HEALTH INC,459977,0,13.59M,0,NO CHANGE,7.1%
81762P102,NOW,SERVICENOW INC,2904,0,2.31M,0,NO CHANGE,1.2%
98956A105,ZETA,ZETA GLOBAL HOLDINGS CORP,55000,0,745.8K,0,NO CHANGE,0.39%
G6683N103,NU,NU HLDGS LTD,422614,-2386,4.33M,-24.43K,-0.6%,2.3%
833445109,SNOW,SNOWFLAKE INC,35705,-4295,5.22M,-627.76K,-10.7%,2.7%
98980G102,ZS,ZSCALER INC,15036,-4964,2.98M,-984.96K,-24.8%,1.6%
093712107,BE,BLOOM ENERGY CORP,0,-50000,0,-1.11M,CLOSE,0%
G29018101,DLO,DLOCAL LTD,0,-120071,0,-1.35M,CLOSE,0%
68389X105,ORCL,ORACLE CORP,30000,-10000,4.19M,-1.4M,-25%,2.2%
19260Q107,COIN,COINBASE GLOBAL INC,0,-10000,0,-2.48M,CLOSE,0%
03831W108,APP,APPLOVIN CORP,0,-10000,0,-3.24M,CLOSE,0%
90138F102,TWLO,TWILIO INC,0,-30000,0,-3.24M,CLOSE,0%
04626A103,ALAB,ASTERA LABS INC,0,-25000,0,-3.31M,CLOSE,0%
70614W100,PTON,PELOTON INTERACTIVE INC,0,-497684,0,-4.33M,CLOSE,0%
67066G104,NVDA,NVIDIA CORPORATION,135924,-44076,14.73M,-4.78M,-24.5%,7.7%
11135F101,AVGO,BROADCOM INC,40000,-30000,6.7M,-5.02M,-42.9%,3.5%
18915M107,NET,CLOUDFLARE INC,0,-50000,0,-5.38M,CLOSE,0%
88160R101,TSLA,TESLA INC,0,-15000,0,-6.06M,CLOSE,0%
770700102,HOOD,ROBINHOOD MKTS INC,200000,-150000,8.32M,-6.24M,-42.9%,4.4%
256163106,DOCU,DOCUSIGN INC,30000,-130227,2.44M,-10.6M,-81.3%,1.3%
007903107,AMD,ADVANCED MICRO DEVICES INC,0,-100000,0,-12.08M,CLOSE,0%
Total,,,,,190.48M,-12.59M,-5.8%,100%
